m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
148.125	0.900	0.775	0.861
149.096	5.978	6.006	1.005
151.075	6.070	5.779	0.952
152.120	1.460	1.356	0.929
153.055	12.662	13.107	1.035
153.070	12.652	13.075	1.033
153.127	12.579	13.010	1.034
153.151	12.561	12.946	1.031
153.980	1.882	1.969	1.046
155.086	9.238	9.557	1.035
155.107	9.229	9.557	1.036
155.142	9.210	9.493	1.031
157.159	6.731	6.652	0.988
159.174	11.193	11.105	0.992
161.132	2.369	2.066	0.872
162.128	0.762	0.968	1.271
163.063	5.115	4.197	0.821
163.075	5.115	4.197	0.821
163.099	5.133	4.230	0.824
163.123	5.106	4.230	0.828
163.136	5.097	4.197	0.824
163.148	5.087	4.197	0.825
165.091	3.618	4.036	1.116
165.985	0.890	0.904	1.015
166.062	0.936	0.904	0.965
166.078	0.918	0.904	0.985
166.135	0.900	0.871	0.969
167.070	6.483	5.973	0.921
167.086	6.465	5.973	0.924
174.140	7.273	7.394	1.017
175.148	1.910	1.905	0.997
178.062	0.505	0.516	1.023
178.123	0.496	0.452	0.912
179.086	1.487	1.517	1.020
179.107	1.469	1.517	1.033
179.128	1.469	1.517	1.033
179.929	0.734	0.613	0.835
180.081	0.707	0.548	0.776
180.093	0.707	0.548	0.776
180.151	0.698	0.548	0.786
180.937	3.609	3.293	0.913
181.076	3.609	3.293	0.913
181.101	3.600	3.261	0.906
181.159	3.591	3.261	0.908
181.170	3.600	3.261	0.906
182.109	0.945	0.904	0.956
183.047	4.849	4.940	1.019
183.080	4.849	4.972	1.025
186.140	0.698	0.710	1.018
187.148	1.653	1.420	0.859
188.937	0.909	1.033	1.137
189.164	0.881	1.130	1.282
191.143	1.184	1.323	1.118
192.093	1.028	0.904	0.879
193.101	1.616	1.905	1.179
193.122	1.625	1.905	1.172
194.154	0.771	0.645	0.837
195.065	1.405	1.356	0.965
195.138	1.395	1.356	0.972
197.132	1.616	1.808	1.119
199.148	2.865	2.486	0.868
201.139	13.056	12.849	0.984
201.233	13.047	12.687	0.972
203.086	1.129	0.936	0.829
203.154	1.102	0.904	0.821
204.187	0.450	0.452	1.005
205.157	1.652	1.808	1.094
205.195	1.689	1.808	1.070
211.148	1.322	1.065	0.806
228.093	0.615	0.710	1.155
228.269	0.587	0.645	1.099
237.164	0.945	0.904	0.956
239.007	0.881	1.000	1.135
239.179	0.826	0.904	1.094
150.000	776.508	768.193	0.989
