m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
73.065	226.273	246.420	1.089
75.044	165.893	177.025	1.067
75.068	165.852	176.961	1.067
77.060	26.431	26.990	1.021
78.046	3.988	3.649	0.915
79.054	37.984	38.607	1.016
80.049	3.864	3.778	0.978
81.070	106.929	85.864	0.803
82.078	8.990	7.781	0.865
82.989	50.108	53.004	1.058
83.010	50.099	53.004	1.058
83.049	50.132	53.101	1.059
83.086	50.001	52.940	1.059
83.911	6.490	6.070	0.935
84.081	6.827	6.458	0.946
84.919	108.241	106.630	0.985
85.065	110.285	108.891	0.987
85.101	109.900	108.633	0.988
86.036	9.311	9.104	0.978
86.060	9.303	9.104	0.979
86.096	9.172	8.911	0.972
87.044	20.311	22.824	1.124
87.080	20.344	22.889	1.125
88.112	4.808	4.844	1.007
89.023	354.545	372.361	1.050
89.042	354.463	372.297	1.050
89.060	354.406	372.265	1.050
89.096	354.316	372.169	1.050
90.055	18.028	18.109	1.004
91.039	72.756	71.213	0.979
91.050	72.699	71.116	0.978
91.058	72.699	71.181	0.979
92.062	16.684	15.721	0.942
93.033	306.353	303.094	0.989
93.070	306.247	303.127	0.990
94.041	25.803	24.241	0.939
95.049	31.646	29.247	0.924
95.086	31.629	29.247	0.925
96.057	3.864	3.713	0.961
97.040	22.713	22.790	1.003
97.065	22.730	22.790	1.003
97.101	22.722	22.823	1.004
97.967	4.037	4.198	1.040
98.975	23.573	24.210	1.027
99.080	23.573	24.081	1.022
99.092	23.565	24.049	1.021
99.104	23.582	24.081	1.021
99.117	23.565	24.081	1.022
101.060	15.774	15.528	0.984
101.096	15.758	15.560	0.987
102.025	3.725	4.165	1.118
102.068	3.684	4.068	1.104
102.104	3.659	4.036	1.103
102.128	3.667	4.068	1.109
103.032	17.865	18.432	1.032
103.042	17.857	18.432	1.032
103.075	17.865	18.432	1.032
103.112	17.799	18.367	1.032
103.123	17.742	18.432	1.039
104.047	2.141	2.034	0.950
104.049	2.157	2.066	0.958
104.062	2.149	2.066	0.961
105.037	38.286	39.700	1.037
105.057	38.270	39.700	1.037
105.070	38.253	39.668	1.037
106.078	10.975	10.459	0.953
107.049	278.550	282.857	1.015
107.086	278.517	282.825	1.015
108.057	26.993	27.147	1.006
108.081	27.001	27.147	1.005
108.093	26.985	27.179	1.007
109.065	45.932	46.642	1.015
109.076	45.891	46.610	1.016
109.089	45.891	46.610	1.016
109.101	45.882	46.610	1.016
110.060	5.013	4.649	0.927
110.073	4.988	4.617	0.926
110.084	4.988	4.584	0.919
110.109	4.972	4.585	0.922
111.080	10.919	11.365	1.041
111.092	10.919	11.365	1.041
111.104	10.903	11.301	1.036
111.117	10.911	11.268	1.033
112.007	2.847	3.067	1.077
112.052	2.855	3.099	1.086
112.088	2.838	3.067	1.081
112.112	2.822	3.035	1.075
113.015	7.892	8.072	1.023
113.060	7.884	8.072	1.024
113.096	7.876	8.072	1.025
113.107	7.852	8.072	1.028
114.091	5.259	5.812	1.105
114.128	5.292	5.973	1.129
115.075	7.958	8.428	1.059
115.112	7.966	8.460	1.062
115.123	7.983	8.492	1.064
116.143	1.444	1.259	0.872
117.070	35.844	37.187	1.037
117.078	35.820	37.187	1.038
117.091	35.762	37.058	1.036
117.102	35.688	36.961	1.036
117.127	35.287	36.639	1.038
118.065	2.879	3.002	1.043
118.078	2.879	3.002	1.043
118.081	2.879	3.002	1.043
118.086	2.888	3.002	1.040
119.060	7.655	8.169	1.067
119.086	7.532	7.975	1.059
120.081	0.976	0.807	0.827
121.052	15.683	16.108	1.027
121.065	15.675	16.076	1.026
121.089	15.642	16.044	1.026
121.101	15.617	16.011	1.025
122.060	1.854	1.969	1.062
122.084	1.846	1.970	1.067
122.096	1.838	1.970	1.072
123.092	11.198	11.267	1.006
124.039	1.846	2.066	1.119
124.057	1.837	2.098	1.142
125.042	8.360	9.105	1.089
125.060	8.360	9.105	1.089
125.071	8.352	9.105	1.090
125.084	8.352	9.105	1.090
125.096	8.352	9.105	1.090
125.107	8.352	9.137	1.094
125.120	8.327	9.137	1.097
127.112	14.158	13.913	0.983
127.136	14.133	13.913	0.984
127.903	2.395	2.712	1.132
128.120	2.428	2.744	1.130
128.143	2.420	2.776	1.147
128.911	7.843	7.909	1.008
129.045	7.892	7.974	1.010
129.070	7.892	7.909	1.002
129.091	7.892	7.942	1.006
129.127	7.876	7.877	1.000
129.139	7.876	7.909	1.004
129.151	7.859	7.909	1.006
131.060	5.891	5.973	1.014
131.107	5.866	5.973	1.018
131.143	5.809	5.877	1.012
131.154	5.784	5.877	1.016
132.066	0.779	0.678	0.870
132.102	0.771	0.710	0.921
133.065	3.430	3.585	1.045
133.101	3.266	3.423	1.048
135.080	6.334	6.554	1.035
135.117	6.285	6.490	1.033
137.047	61.391	47.678	0.777
137.060	61.383	47.710	0.777
137.060	61.383	47.710	0.777
137.071	61.407	47.710	0.777
137.132	61.383	47.646	0.776
139.148	6.752	6.586	0.975
144.175	1.591	1.517	0.953
145.076	11.320	11.138	0.984
145.122	11.304	11.138	0.985
145.962	1.788	1.969	1.101
145.968	1.772	1.969	1.111
146.970	2.478	2.260	0.912
146.976	2.478	2.260	0.912
148.088	0.845	0.775	0.917
148.125	0.812	0.775	0.954
149.096	17.496	17.690	1.011
151.075	4.619	4.585	0.993
152.120	0.984	1.259	1.279
153.055	5.291	5.230	0.988
153.070	5.291	5.230	0.988
153.127	5.308	5.295	0.998
153.151	5.308	5.295	0.998
153.980	1.017	0.904	0.889
155.086	4.955	5.392	1.088
155.107	4.955	5.360	1.082
155.142	4.947	5.360	1.083
157.159	3.766	3.681	0.977
159.174	12.552	15.337	1.222
161.132	1.665	1.452	0.872
162.128	0.451	0.581	1.288
163.063	3.093	3.196	1.033
163.075	3.093	3.196	1.033
163.099	3.101	3.228	1.041
163.123	3.093	3.228	1.044
163.136	3.093	3.228	1.044
163.148	3.093	3.196	1.033
165.091	1.567	1.775	1.133
165.985	0.508	0.549	1.079
166.062	0.525	0.516	0.984
166.078	0.549	0.549	0.999
166.135	0.541	0.549	1.014
167.070	1.936	1.775	0.917
167.086	1.952	1.775	0.909
174.140	3.643	3.423	0.940
175.148	0.804	0.710	0.883
178.062	0.845	1.194	1.414
178.123	0.812	1.194	1.471
179.086	0.754	0.645	0.856
179.107	0.754	0.645	0.856
179.128	0.754	0.645	0.856
179.929	1.140	1.130	0.991
180.081	1.165	1.162	0.998
180.093	1.156	1.162	1.005
180.151	1.132	1.130	0.998
180.937	35.808	40.325	1.126
181.076	35.726	40.261	1.127
181.101	35.718	40.228	1.126
181.159	35.496	40.002	1.127
181.170	35.340	39.906	1.129
182.109	2.929	3.261	1.114
183.047	18.695	18.271	0.977
183.080	18.678	18.239	0.976
186.140	0.648	0.516	0.797
187.148	1.583	1.550	0.979
188.937	0.459	0.484	1.054
189.164	0.484	0.516	1.067
191.143	1.493	1.582	1.060
192.093	1.214	1.227	1.010
193.101	2.494	2.874	1.152
193.122	2.412	2.777	1.151
194.154	0.886	1.324	1.494
195.065	0.968	0.936	0.967
195.138	0.943	0.968	1.027
197.132	0.951	1.033	1.086
199.148	1.476	1.517	1.028
201.139	7.474	7.490	1.002
201.233	7.457	7.490	1.004
203.086	0.607	0.936	1.543
203.154	0.615	0.936	1.522
204.187	0.361	0.549	1.521
205.157	0.927	1.033	1.115
205.195	0.919	0.968	1.054
211.148	5.308	5.974	1.125
228.093	4.397	4.617	1.050
228.269	4.356	4.456	1.023
237.164	0.681	0.613	0.901
239.007	0.845	0.839	0.993
239.179	0.820	0.904	1.102
150.000	957.286	963.082	1.006
