m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	107.156	103.375	0.965
18.010	7123.651	7016.738	0.985
18.034	7136.079	7028.375	0.985
19.018	519380.562	521365.937	1.004
21.022	1933.763	1916.720	0.991
26.015	6.451	6.460	1.001
27.010	62.460	68.693	1.100
27.994	26.970	29.085	1.078
28.006	27.044	29.053	1.074
28.018	27.266	29.311	1.075
28.031	27.258	29.473	1.081
29.002	4867.209	4851.851	0.997
29.013	4867.642	4852.220	0.997
29.026	4867.773	4852.615	0.997
29.039	4867.062	4852.012	0.997
29.997	3474.469	3468.415	0.998
30.021	3474.193	3467.909	0.998
30.034	3473.744	3467.435	0.998
30.046	3471.984	3465.581	0.998
31.005	169.509	207.672	1.225
31.018	169.666	207.640	1.224
31.029	169.370	207.543	1.225
31.042	168.895	207.059	1.226
31.054	168.394	206.736	1.228
31.989	57516.180	57085.797	0.993
32.049	57450.957	57023.074	0.993
32.989	29545.057	40294.605	1.364
32.989	29545.057	40294.605	1.364
32.997	29566.199	40324.074	1.364
33.033	29575.914	40335.746	1.364
33.045	29573.904	40333.230	1.364
33.987	620.481	756.435	1.219
33.997	621.059	756.708	1.218
34.005	620.878	756.397	1.218
34.995	77.339	104.484	1.351
35.005	77.363	104.516	1.351
35.976	9.585	11.044	1.152
36.984	15684.986	15642.748	0.997
37.028	15690.410	15648.088	0.997
41.002	836.829	932.174	1.114
41.026	837.124	932.084	1.113
41.039	837.178	932.381	1.114
42.034	123.128	128.756	1.046
43.018	1453.031	1609.771	1.108
43.054	1450.613	1606.994	1.108
43.989	65.726	71.962	1.095
44.001	65.751	72.059	1.096
44.062	65.103	71.284	1.095
44.997	701.895	709.218	1.010
45.033	701.628	708.995	1.011
45.992	55.151	54.237	0.983
46.021	55.135	54.205	0.983
47.013	228.207	217.749	0.954
47.037	228.166	217.620	0.954
47.049	228.133	217.685	0.954
47.060	228.100	217.717	0.954
47.984	6.785	6.458	0.952
49.011	6.506	6.136	0.943
49.992	8.236	9.200	1.117
51.000	32.698	44.699	1.367
52.012	2.191	2.389	1.091
52.018	2.174	2.389	1.099
53.026	9.851	10.362	1.052
53.939	3.766	3.809	1.012
54.046	3.848	3.842	0.998
54.947	150.347	160.512	1.068
57.033	704.481	827.417	1.175
57.070	704.394	827.162	1.174
59.049	3259.701	3772.570	1.157
59.086	3258.122	3770.561	1.157
61.028	1433.598	1591.586	1.110
61.065	1433.079	1590.949	1.110
62.995	103.044	101.686	0.987
63.026	103.085	101.654	0.986
64.003	3.200	3.261	1.019
65.020	7.286	7.039	0.966
68.049	6.686	6.199	0.927
69.033	109.671	114.902	1.048
69.070	109.606	114.612	1.046
71.049	127.718	141.129	1.105
71.086	127.767	141.226	1.105
73.065	217.494	239.428	1.101
75.044	296.268	322.211	1.088
75.068	296.064	322.114	1.088
77.060	50.538	51.846	1.026
78.046	7.311	7.363	1.007
79.054	27.857	29.537	1.060
80.049	3.873	4.165	1.076
81.070	51.569	49.261	0.955
82.078	5.924	5.748	0.970
82.989	87.577	94.827	1.083
83.010	87.741	95.053	1.083
83.049	87.733	94.988	1.083
83.086	87.642	94.956	1.083
83.911	8.876	8.458	0.953
84.081	11.846	11.784	0.995
84.919	281.475	278.434	0.989
85.065	317.288	316.454	0.997
85.101	316.976	316.100	0.997
86.036	25.150	25.601	1.018
86.060	25.133	25.569	1.017
86.096	25.133	25.505	1.015
87.044	33.855	37.449	1.106
87.080	33.863	37.417	1.105
88.112	6.473	6.490	1.003
89.023	388.100	399.361	1.029
89.042	388.109	399.361	1.029
