m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	108.863	109.799	1.009
18.010	7087.149	7034.380	0.993
18.034	7100.235	7045.990	0.992
19.018	517417.312	518101.687	1.001
21.022	1980.840	1981.924	1.001
26.015	6.910	6.718	0.972
27.010	42.377	42.157	0.995
27.994	27.338	27.181	0.994
28.006	27.368	27.084	0.990
28.018	27.421	27.019	0.985
28.031	27.323	26.923	0.985
29.002	4991.215	4976.475	0.997
29.013	4991.782	4977.287	0.997
29.026	4992.095	4977.538	0.997
29.039	4991.519	4976.752	0.997
29.997	3500.670	3488.193	0.996
30.021	3500.275	3487.774	0.996
30.034	3499.935	3487.573	0.996
30.046	3498.299	3486.011	0.996
31.005	74.368	77.414	1.041
31.018	74.474	77.575	1.042
31.029	74.360	77.640	1.044
31.042	74.133	77.640	1.047
31.054	73.731	77.123	1.046
31.989	59089.836	59053.926	0.999
32.049	59024.520	58989.977	0.999
32.989	4383.280	5449.488	1.243
32.989	4383.280	5449.488	1.243
32.997	4386.470	5453.099	1.243
33.033	4387.355	5454.180	1.243
33.045	4386.592	5453.519	1.243
33.987	310.370	322.978	1.041
33.997	310.303	322.819	1.040
34.005	310.313	322.983	1.041
34.995	17.434	19.502	1.119
35.005	17.487	19.535	1.117
35.976	6.121	6.718	1.098
36.984	16318.302	16280.316	0.998
37.028	16324.562	16286.832	0.998
41.002	491.696	524.799	1.067
41.026	491.897	525.126	1.068
41.039	491.829	525.160	1.068
42.034	108.227	108.955	1.007
43.018	983.415	1076.105	1.094
43.054	981.873	1074.637	1.094
43.989	51.008	51.653	1.013
44.001	51.016	51.524	1.010
44.062	50.660	51.234	1.011
44.997	644.680	620.506	0.963
45.033	644.493	620.153	0.962
45.992	53.877	52.364	0.972
46.021	53.832	52.300	0.972
47.013	237.669	223.152	0.939
47.037	237.616	223.217	0.939
47.049	237.547	223.088	0.939
47.060	237.487	223.023	0.939
47.984	7.128	6.264	0.879
49.011	8.431	7.651	0.907
49.992	7.893	7.813	0.990
51.000	6.673	6.845	1.026
52.012	1.380	1.259	0.913
52.018	1.395	1.259	0.903
53.026	8.059	7.844	0.973
53.939	3.465	3.487	1.006
54.046	3.511	3.455	0.984
54.947	115.805	117.029	1.011
57.033	360.431	388.987	1.079
57.070	360.425	388.989	1.079
59.049	1726.168	1854.590	1.074
59.086	1725.333	1853.527	1.074
61.028	1016.180	1134.527	1.116
61.065	1015.811	1134.304	1.117
62.995	76.087	78.471	1.031
63.026	76.057	78.439	1.031
64.003	2.624	2.680	1.021
65.020	5.809	5.135	0.884
68.049	5.459	5.327	0.976
69.033	94.300	97.111	1.030
69.070	94.293	97.111	1.030
71.049	84.973	87.033	1.024
71.086	84.890	86.775	1.022
73.065	142.161	156.019	1.097
75.044	264.028	280.553	1.063
75.068	263.953	280.488	1.063
