m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	122.065	121.172	0.993
18.010	7634.847	7532.734	0.987
18.034	7648.849	7547.985	0.987
19.018	515631.125	514799.312	0.998
21.022	1965.817	1971.252	1.003
26.015	6.871	6.685	0.973
27.010	41.493	40.577	0.978
27.994	28.810	27.954	0.970
28.006	28.839	28.051	0.973
28.018	28.890	28.342	0.981
28.031	28.868	28.310	0.981
29.002	4888.955	4899.905	1.002
29.013	4889.211	4900.454	1.002
29.026	4889.127	4900.503	1.002
29.039	4888.529	4899.609	1.002
29.997	3601.723	3608.886	1.002
30.021	3601.649	3608.510	1.002
30.034	3600.801	3607.794	1.002
30.046	3599.203	3606.270	1.002
31.005	197.281	197.738	1.002
31.018	197.266	197.900	1.003
31.029	196.962	197.448	1.002
31.042	196.483	197.125	1.003
31.054	195.591	196.157	1.003
31.989	58656.285	58069.293	0.990
32.049	58594.977	58011.055	0.990
32.989	29359.682	31269.078	1.065
32.989	29359.311	31268.691	1.065
32.997	29384.816	31297.057	1.065
33.033	29396.684	31309.994	1.065
33.045	29394.424	31307.875	1.065
33.987	623.145	646.779	1.038
33.997	623.327	647.175	1.038
34.005	623.341	647.442	1.039
34.995	76.281	79.388	1.041
35.005	76.208	79.323	1.041
35.976	9.301	9.205	0.990
36.984	13283.783	13710.261	1.032
37.028	13289.165	13716.541	1.032
41.002	583.507	576.438	0.988
41.026	583.699	576.604	0.988
41.039	583.527	576.411	0.988
42.034	115.877	110.636	0.955
43.018	1751.882	1812.122	1.034
43.054	1747.667	1808.220	1.035
43.989	78.141	80.031	1.024
44.001	78.076	80.225	1.028
44.062	77.147	79.385	1.029
44.997	1699.057	1872.039	1.102
45.033	1698.445	1871.409	1.102
45.992	70.712	72.093	1.020
46.021	70.734	72.157	1.020
47.013	173.499	170.662	0.984
47.037	173.368	170.662	0.984
47.049	173.318	170.597	0.984
47.060	173.238	170.404	0.984
47.984	5.630	5.070	0.901
49.011	5.317	4.973	0.935
49.992	8.173	7.618	0.932
51.000	30.425	33.439	1.099
52.012	2.060	2.066	1.003
52.018	2.067	2.034	0.984
53.026	9.326	9.621	1.032
53.939	4.976	5.295	1.064
54.046	5.048	5.360	1.062
54.947	111.711	114.219	1.022
57.033	514.093	489.864	0.953
57.070	514.022	489.800	0.953
59.049	4446.774	4042.481	0.909
59.086	4444.252	4040.353	0.909
61.028	2512.509	2628.393	1.046
61.065	2511.271	2626.828	1.046
62.995	187.266	204.743	1.093
63.026	187.179	204.840	1.094
64.003	5.586	5.975	1.070
65.020	8.754	9.105	1.040
68.049	7.586	7.586	1.000
69.033	75.014	73.994	0.986
69.070	74.934	73.865	0.986
71.049	84.213	85.609	1.017
71.086	84.227	85.576	1.016
73.065	335.483	345.509	1.030
75.044	322.751	338.183	1.048
75.068	322.556	337.926	1.048
77.060	57.260	56.656	0.989
78.046	8.720	8.622	0.989
79.054	24.105	21.338	0.885
80.049	3.213	2.615	0.814
81.070	40.528	31.862	0.786
82.078	4.947	4.520	0.914
82.989	62.698	63.281	1.009
83.010	62.785	63.410	1.010
83.049	62.770	63.539	1.012
83.086	62.683	63.410	1.012
83.911	6.687	6.425	0.961
84.081	8.922	8.459	0.948
84.919	289.788	299.155	1.032
85.065	317.769	328.863	1.035
85.101	317.371	328.282	1.034
86.036	23.610	23.531	0.997
86.060	23.581	23.434	0.994
86.096	23.538	23.499	0.998
87.044	32.125	29.600	0.921
87.080	32.140	29.633	0.922
88.112	9.784	10.267	1.049
89.023	207.180	224.834	1.085
89.042	207.202	224.769	1.085
89.060	207.209	224.737	1.085
89.096	207.122	224.479	1.084
90.055	11.407	12.169	1.067
91.039	92.331	92.425	1.001
91.050	92.614	92.684	1.001
91.058	92.658	92.716	1.001
92.062	38.671	38.896	1.006
93.033	922.513	927.785	1.006
93.070	922.632	927.787	1.006
94.041	73.119	75.661	1.035
95.049	33.410	32.122	0.961
95.086	33.323	31.993	0.960
96.057	3.968	3.907	0.985
97.040	21.924	20.952	0.956
97.065	21.939	20.920	0.954
97.101	21.946	20.920	0.953
97.967	4.163	4.036	0.969
98.975	18.507	18.562	1.003
99.080	18.572	18.659	1.005
99.092	18.565	18.691	1.007
99.104	18.565	18.659	1.005
99.117	18.529	18.562	1.002
101.060	29.682	30.313	1.021
101.096	29.675	30.378	1.024
102.025	4.475	4.100	0.916
102.068	4.482	4.100	0.915
102.104	4.490	4.197	0.935
102.128	4.475	4.197	0.938
103.032	25.881	21.208	0.819
103.042	25.866	21.208	0.820
103.075	25.895	21.272	0.821
103.112	25.895	21.305	0.823
103.123	25.859	21.272	0.823
104.047	3.140	3.390	1.080
104.049	3.140	3.390	1.080
104.062	3.155	3.390	1.075
105.037	42.650	42.220	0.990
105.057	42.665	42.188	0.989
105.070	42.643	42.188	0.989
106.078	5.331	5.714	1.072
107.049	38.839	36.639	0.943
107.086	38.817	36.607	0.943
108.057	6.078	5.715	0.940
108.081	6.107	5.748	0.941
108.093	6.100	5.780	0.947
109.065	23.461	23.342	0.995
