m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
83.049	70.291	70.248	0.999
83.086	70.185	70.183	1.000
83.911	8.455	8.427	0.997
84.081	10.887	10.753	0.988
84.919	223.154	213.937	0.959
85.065	243.814	233.956	0.960
85.101	243.770	233.956	0.960
86.036	21.903	21.468	0.980
86.060	21.876	21.468	0.981
86.096	21.903	21.436	0.979
87.044	22.525	21.692	0.963
87.080	22.482	21.596	0.961
88.112	5.822	5.328	0.915
89.023	357.258	353.245	0.989
89.042	357.293	353.245	0.989
89.060	357.267	353.278	0.989
89.096	357.215	353.247	0.989
90.055	19.171	18.917	0.987
91.039	67.766	67.626	0.998
91.050	67.924	67.756	0.998
91.058	68.012	67.820	0.997
92.062	30.099	30.601	1.017
93.033	700.476	701.564	1.002
93.070	700.460	701.599	1.002
94.041	55.787	55.904	1.002
95.049	37.090	37.192	1.003
95.086	37.055	37.224	1.005
96.057	4.566	4.488	0.983
97.040	26.127	25.569	0.979
97.065	26.135	25.601	0.980
97.101	26.206	25.666	0.979
97.967	5.136	4.843	0.943
98.975	27.802	27.020	0.972
99.080	27.934	27.020	0.967
99.092	27.916	26.987	0.967
99.104	27.899	26.955	0.966
99.117	27.907	26.988	0.967
101.060	32.410	33.542	1.035
101.096	32.401	33.542	1.035
102.025	5.909	5.941	1.005
102.068	5.882	5.941	1.010
102.104	5.874	5.973	1.017
102.128	5.830	5.941	1.019
103.032	24.860	24.759	0.996
103.042	24.887	24.792	0.996
103.075	24.860	24.824	0.999
103.112	24.816	24.792	0.999
103.123	24.781	24.759	0.999
104.047	2.783	2.712	0.974
104.049	2.783	2.680	0.963
104.062	2.774	2.680	0.966
105.037	7.639	7.232	0.947
105.057	7.639	7.200	0.943
105.070	7.639	7.297	0.955
106.078	2.932	3.261	1.112
107.049	60.294	61.913	1.027
107.086	60.250	61.881	1.027
108.057	9.130	9.330	1.022
108.081	9.131	9.266	1.015
108.093	9.148	9.298	1.016
109.065	22.236	21.630	0.973
109.076	22.236	21.630	0.973
109.089	22.254	21.695	0.975
109.101	22.254	21.663	0.973
110.060	3.117	3.293	1.057
110.073	3.108	3.293	1.060
110.084	3.126	3.326	1.064
110.109	3.135	3.358	1.071
111.080	13.195	12.785	0.969
111.092	13.178	12.753	0.968
111.104	13.160	12.753	0.969
111.117	13.169	12.753	0.968
112.007	2.897	2.260	0.780
112.052	2.906	2.260	0.778
112.088	2.897	2.260	0.780
112.112	2.906	2.292	0.789
113.015	12.511	12.236	0.978
113.060	12.493	12.269	0.982
113.096	12.502	12.236	0.979
113.107	12.475	12.204	0.978
114.091	11.773	12.236	1.039
114.128	11.756	12.172	1.035
115.075	11.422	11.979	1.049
115.112	11.387	11.914	1.046
115.123	11.396	11.882	1.043
116.143	3.196	3.164	0.990
117.070	49.710	49.968	1.005
117.078	49.701	49.936	1.005
117.091	49.701	49.968	1.005
117.102	49.648	49.871	1.004
117.127	49.490	49.613	1.002
118.065	4.232	4.036	0.954
118.078	4.223	4.004	0.948
118.081	4.232	4.004	0.946
118.086	4.223	4.004	0.948
119.060	10.387	9.685	0.932
119.086	10.404	9.685	0.931
120.081	1.527	1.872	1.226
121.052	33.227	33.508	1.008
121.065	33.227	33.476	1.008
121.089	33.270	33.476	1.006
121.101	33.279	33.476	1.006
122.060	4.276	3.972	0.929
122.084	4.285	3.972	0.927
122.096	4.276	3.939	0.921
123.092	14.232	14.561	1.023
124.039	2.607	2.454	0.941
124.057	2.634	2.454	0.932
125.042	11.721	11.656	0.994
125.060	11.703	11.656	0.996
125.071	11.703	11.591	0.990
125.084	11.695	11.591	0.991
125.096	11.739	11.721	0.998
125.107	11.730	11.753	1.002
125.120	11.730	11.753	1.002
127.112	17.576	17.562	0.999
127.136	17.602	17.562	0.998
127.903	2.827	2.841	1.005
128.120	2.880	2.809	0.975
128.143	2.871	2.777	0.967
128.911	9.939	9.266	0.932
129.045	10.299	9.783	0.950
129.070	10.290	9.783	0.951
129.091	10.273	9.783	0.952
129.127	10.185	9.751	0.957
129.139	10.132	9.718	0.959
129.151	10.071	9.686	0.962
131.060	9.149	8.297	0.907
131.107	9.166	8.297	0.905
131.143	9.149	8.265	0.903
131.154	9.149	8.297	0.907
132.066	1.519	1.582	1.042
132.102	1.484	1.517	1.023
133.065	4.505	4.037	0.896
133.101	4.487	4.037	0.900
135.080	10.404	9.751	0.937
135.117	10.413	9.751	0.936
137.047	18.085	19.177	1.060
137.060	18.076	19.177	1.061
137.060	18.076	19.177	1.061
137.071	18.085	19.209	1.062
137.132	18.093	19.145	1.058
139.148	9.087	8.523	0.938
144.175	2.195	2.486	1.133
145.076	27.872	27.439	0.984
145.122	27.872	27.407	0.983
145.962	3.591	3.584	0.998
145.968	3.600	3.584	0.996
146.970	3.714	3.132	0.843
146.976	3.714	3.132	0.843
148.088	1.071	1.000	0.934
148.125	1.062	1.065	1.003
149.096	26.142	25.891	0.990
151.075	8.842	8.783	0.993
152.120	1.580	1.582	1.001
153.055	10.921	11.783	1.079
153.070	10.904	11.751	1.078
153.127	10.886	11.751	1.079
153.151	10.913	11.783	1.080
153.980	1.694	1.678	0.991
155.086	13.765	14.044	1.020
155.107	13.774	14.108	1.024
155.142	13.791	14.108	1.023
157.159	7.007	7.039	1.005
159.174	10.035	8.814	0.878
161.132	2.142	1.969	0.919
162.128	0.702	0.581	0.827
163.063	4.873	4.747	0.974
163.075	4.864	4.747	0.976
163.099	4.847	4.714	0.973
163.123	4.856	4.714	0.971
163.136	4.856	4.714	0.971
163.148	4.856	4.714	0.971
165.091	2.862	2.680	0.936
165.985	0.948	0.904	0.953
166.062	0.930	0.936	1.006
166.078	0.930	0.936	1.006
166.135	0.913	0.968	1.061
167.070	5.092	4.811	0.945
167.086	5.084	4.779	0.940
174.140	8.218	7.781	0.947
175.148	1.633	1.808	1.107
178.062	0.711	0.646	0.908
178.123	0.693	0.678	0.978
179.086	1.413	1.130	0.799
179.107	1.413	1.097	0.777
179.128	1.422	1.130	0.795
179.929	0.553	0.613	1.109
180.081	0.570	0.581	1.018
180.093	0.570	0.549	0.962
180.151	0.606	0.581	0.959
180.937	3.002	3.358	1.118
181.076	3.011	3.358	1.115
181.101	3.011	3.325	1.104
181.159	2.976	3.293	1.106
181.170	2.994	3.325	1.111
182.109	0.799	0.871	1.091
183.047	6.190	6.296	1.017
183.080	6.190	6.296	1.017
186.140	0.737	0.742	1.007
187.148	1.404	1.033	0.735
188.937	0.790	0.968	1.226
189.164	0.755	0.807	1.069
191.143	1.589	1.356	0.853
192.093	1.475	1.356	0.919
193.101	2.520	2.970	1.179
193.122	2.467	2.873	1.165
194.154	0.895	0.968	1.082
195.065	1.747	1.711	0.979
195.138	1.720	1.679	0.976
197.132	1.527	1.517	0.993
199.148	3.134	2.874	0.917
201.139	15.029	14.624	0.973
201.233	15.038	14.624	0.972
203.086	1.194	1.517	1.271
203.154	1.194	1.549	1.298
204.187	0.456	0.484	1.061
205.157	1.483	1.679	1.132
205.195	1.510	1.743	1.155
211.148	2.959	2.874	0.971
228.093	2.028	1.937	0.955
228.269	2.002	1.840	0.919
237.164	0.878	1.033	1.177
239.007	1.150	0.968	0.842
239.179	1.132	0.904	0.798
150.000	818.544	815.957	0.997
