m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	104.470	101.696	0.973
18.010	6306.369	6291.034	0.998
18.034	6312.763	6298.474	0.998
19.018	543560.625	542821.062	0.999
21.022	1617.335	1615.245	0.999
26.015	5.211	5.652	1.084
27.010	36.566	38.121	1.043
27.994	23.170	21.724	0.938
28.006	23.105	21.724	0.940
28.018	23.088	21.724	0.941
28.031	23.023	21.627	0.939
29.002	4046.244	4016.183	0.993
29.013	4046.372	4016.271	0.993
29.026	4046.126	4016.239	0.993
29.039	4045.518	4015.550	0.993
29.997	2931.609	2907.789	0.992
30.021	2931.355	2907.757	0.992
30.034	2930.620	2907.058	0.992
30.046	2929.314	2905.977	0.992
31.005	160.166	167.537	1.046
31.018	160.109	167.537	1.046
31.029	159.961	167.699	1.048
31.042	159.526	167.279	1.049
31.054	158.993	166.698	1.048
31.989	50813.656	50240.570	0.989
32.049	50755.828	50185.055	0.989
32.989	18962.881	20613.502	1.087
32.989	18962.594	20613.244	1.087
32.997	18966.484	20617.977	1.087
33.033	18966.037	20618.207	1.087
33.045	18963.721	20616.057	1.087
33.987	458.164	480.400	1.049
33.997	458.373	480.080	1.047
34.005	458.187	479.856	1.047
34.995	53.747	59.691	1.111
35.005	53.805	59.821	1.112
35.976	6.221	6.460	1.038
36.984	8236.256	8290.991	1.007
37.028	8236.655	8290.979	1.007
41.002	495.435	504.278	1.018
41.026	495.388	504.638	1.019
41.039	495.332	504.542	1.019
42.034	87.313	86.865	0.995
43.018	1141.445	1276.578	1.118
43.054	1137.071	1271.361	1.118
43.989	52.669	54.876	1.042
44.001	52.669	54.844	1.041
44.062	51.701	54.230	1.049
44.997	1542.768	1619.703	1.050
45.033	1542.269	1619.359	1.050
45.992	53.681	53.915	1.004
46.021	53.558	53.883	1.006
47.013	146.028	146.751	1.005
47.037	145.954	146.590	1.004
47.049	145.937	146.622	1.005
47.060	145.921	146.622	1.005
47.984	5.013	5.683	1.134
49.011	4.168	4.036	0.968
49.992	6.505	6.328	0.973
51.000	14.632	15.912	1.087
52.012	1.271	1.194	0.939
52.018	1.263	1.194	0.946
53.026	8.589	9.200	1.071
53.939	2.904	2.583	0.889
54.046	2.896	2.680	0.925
54.947	107.073	105.241	0.983
57.033	387.433	397.617	1.026
57.070	387.302	397.425	1.026
59.049	2675.954	2851.578	1.066
59.086	2673.735	2849.264	1.066
61.028	1655.521	1874.729	1.132
61.065	1654.587	1873.608	1.132
62.995	103.544	109.632	1.059
63.026	103.437	109.568	1.059
64.003	3.421	4.101	1.199
65.020	6.072	7.201	1.186
68.049	6.087	6.005	0.986
69.033	70.932	71.919	1.014
69.070	70.858	71.823	1.014
71.049	60.886	63.268	1.039
71.086	60.944	63.397	1.040
73.065	484.369	495.028	1.022
75.044	259.383	276.216	1.065
75.068	259.137	275.958	1.065
77.060	30.549	31.089	1.018
78.046	4.464	3.940	0.883
79.054	27.839	27.505	0.988
80.049	3.429	2.970	0.866
81.070	106.734	118.448	1.110
82.078	8.761	9.556	1.091
82.989	51.240	52.554	1.026
83.010	51.281	52.522	1.024
83.049	51.338	52.586	1.024
83.086	51.191	52.457	1.025
83.911	6.382	6.295	0.986
84.081	6.867	6.683	0.973
84.919	198.132	203.487	1.027
85.065	202.180	207.785	1.028
85.101	201.819	207.560	1.028
86.036	14.812	14.590	0.985
86.060	14.804	14.590	0.985
86.096	14.780	14.590	0.987
87.044	30.456	33.024	1.084
87.080	30.465	33.056	1.085
88.112	5.415	5.651	1.043
89.023	367.319	386.916	1.053
89.042	367.327	386.852	1.053
89.060	367.295	386.787	1.053
89.096	367.164	386.626	1.053
90.055	18.258	18.399	1.008
91.039	71.099	69.629	0.979
91.050	71.058	69.694	0.981
91.058	71.091	69.726	0.981
92.062	18.316	19.594	1.070
93.033	339.611	342.876	1.010
93.070	339.587	342.844	1.010
94.041	27.362	28.211	1.031
95.049	33.254	34.316	1.032
95.086	33.189	34.316	1.034
96.057	3.938	4.359	1.107
97.040	21.295	21.888	1.028
97.065	21.303	21.953	1.030
97.101	21.254	21.953	1.033
97.967	3.290	3.584	1.089
98.975	28.872	28.502	0.987
99.080	28.897	28.438	0.984
99.092	28.880	28.406	0.984
99.104	28.880	28.373	0.982
99.117	28.864	28.406	0.984
101.060	19.474	19.112	0.981
101.096	19.441	19.079	0.981
102.025	3.823	3.487	0.912
102.068	3.807	3.455	0.907
102.104	3.790	3.487	0.920
102.128	3.782	3.519	0.930
103.032	17.832	17.947	1.006
103.042	17.824	17.947	1.007
103.075	17.808	17.915	1.006
103.112	17.742	17.818	1.004
103.123	17.635	17.657	1.001
104.047	2.674	2.486	0.930
104.049	2.674	2.486	0.930
104.062	2.682	2.486	0.927
105.037	31.652	32.247	1.019
105.057	31.644	32.215	1.018
105.070	31.652	32.215	1.018
106.078	8.146	7.941	0.975
107.049	186.580	186.080	0.997
107.086	186.506	186.080	0.998
108.057	19.324	18.206	0.942
108.081	19.259	18.109	0.940
108.093	19.242	18.077	0.939
109.065	46.965	48.549	1.034
109.076	46.974	48.549	1.034
109.089	46.957	48.516	1.033
109.101	46.941	48.484	1.033
110.060	5.242	5.004	0.955
110.073	5.201	4.972	0.956
110.084	5.193	5.004	0.964
110.109	5.177	5.036	0.973
111.080	10.846	10.654	0.982
111.092	10.837	10.654	0.983
111.104	10.854	10.687	0.985
111.117	10.854	10.654	0.982
112.007	2.051	2.550	1.244
112.052	2.059	2.583	1.254
112.088	2.034	2.551	1.254
112.112	2.067	2.551	1.234
113.015	8.672	9.008	1.039
113.060	8.672	8.976	1.035
113.096	8.680	8.943	1.030
113.107	8.664	8.911	1.029
114.091	5.472	5.682	1.038
114.128	5.447	5.650	1.037
115.075	8.024	8.041	1.002
115.112	7.975	7.912	0.992
115.123	7.959	7.944	0.998
116.143	1.632	1.582	0.969
117.070	42.070	41.610	0.989
117.078	42.062	41.610	0.989
117.091	42.029	41.610	0.990
117.102	41.939	41.514	0.990
117.127	41.553	41.126	0.990
118.065	3.355	3.357	1.001
118.078	3.347	3.357	1.003
118.081	3.355	3.357	1.001
118.086	3.347	3.357	1.003
119.060	8.664	8.814	1.017
119.086	8.631	8.750	1.014
120.081	1.247	1.194	0.958
121.052	15.470	15.560	1.006
121.065	15.471	15.560	1.006
121.089	15.397	15.367	0.998
121.101	15.380	15.302	0.995
122.060	2.379	2.486	1.045
122.084	2.395	2.486	1.038
122.096	2.387	2.453	1.028
123.092	10.468	10.364	0.990
124.039	2.026	1.937	0.956
124.057	2.034	1.937	0.952
125.042	7.482	7.393	0.988
125.060	7.482	7.361	0.984
125.071	7.482	7.361	0.984
125.084	7.466	7.393	0.990
125.096	7.441	7.393	0.994
125.107	7.457	7.425	0.996
125.120	7.457	7.425	0.996
127.112	14.913	14.914	1.000
127.136	14.938	14.914	0.998
127.903	2.494	2.744	1.100
128.120	2.478	2.486	1.003
128.143	2.502	2.486	0.993
128.911	7.007	6.361	0.908
129.045	6.974	6.265	0.898
129.070	6.966	6.297	0.904
129.091	6.974	6.329	0.908
129.127	6.950	6.329	0.911
129.139	6.933	6.329	0.913
129.151	6.900	6.265	0.908
131.060	6.005	6.135	1.022
131.107	5.956	6.103	1.025
131.143	5.932	6.039	1.018
131.154	5.907	6.006	1.017
132.066	0.853	0.549	0.643
132.102	0.861	0.549	0.637
133.065	5.548	5.555	1.001
133.101	5.285	5.265	0.996
135.080	6.834	6.942	1.016
135.117	6.752	6.716	0.995
137.047	63.170	71.598	1.133
137.060	63.153	71.566	1.133
137.060	63.153	71.566	1.133
137.071	63.153	71.630	1.134
137.132	63.112	71.695	1.136
139.148	6.580	6.748	1.026
144.175	1.649	1.614	0.979
145.076	12.830	12.719	0.991
145.122	12.830	12.816	0.999
145.962	2.092	2.098	1.003
145.968	2.092	2.098	1.003
146.970	3.553	3.584	1.009
146.976	3.553	3.584	1.009
148.088	0.910	0.968	1.064
148.125	0.837	0.872	1.042
149.096	22.305	22.308	1.000
151.075	5.703	5.941	1.042
152.120	1.206	1.194	0.991
153.055	5.603	5.876	1.049
153.070	5.612	5.876	1.047
153.127	5.620	5.844	1.040
153.151	5.595	5.844	1.044
153.980	1.214	1.420	1.170
155.086	5.144	4.779	0.929
155.107	5.136	4.779	0.930
155.142	5.128	4.779	0.932
157.159	3.536	3.714	1.050
159.174	6.605	7.491	1.134
161.132	1.632	1.324	0.811
162.128	0.681	0.936	1.375
163.063	3.577	3.778	1.056
163.075	3.569	3.778	1.059
163.099	3.569	3.778	1.059
163.123	3.552	3.746	1.054
163.136	3.528	3.746	1.062
163.148	3.536	3.778	1.068
165.091	2.174	2.163	0.995
165.985	0.656	0.581	0.886
166.062	0.648	0.549	0.847
166.078	0.656	0.581	0.885
166.135	0.656	0.613	0.935
167.070	2.313	1.840	0.795
167.086	2.313	1.840	0.795
174.140	3.445	3.390	0.984
175.148	1.025	1.000	0.976
178.062	0.623	0.710	1.139
178.123	0.599	0.645	1.078
179.086	0.853	1.162	1.362
179.107	0.853	1.162	1.362
179.128	0.878	1.227	1.398
179.929	1.279	1.000	0.782
180.081	1.238	1.000	0.808
180.093	1.230	1.000	0.813
180.151	1.247	1.097	0.880
180.937	21.647	22.240	1.027
181.076	21.672	22.305	1.029
181.101	21.647	22.273	1.029
181.159	21.467	22.015	1.026
181.170	21.410	22.047	1.030
182.109	2.617	2.357	0.901
183.047	18.219	17.853	0.980
183.080	18.178	17.821	0.980
186.140	0.861	0.775	0.900
187.148	1.558	1.937	1.243
188.937	0.886	0.516	0.583
189.164	0.878	0.742	0.846
191.143	3.085	3.100	1.005
192.093	2.396	2.325	0.970
193.101	5.219	5.911	1.132
193.122	5.096	5.749	1.128
194.154	1.994	2.164	1.085
195.065	1.542	1.743	1.130
195.138	1.493	1.711	1.146
197.132	1.091	0.968	0.888
199.148	1.739	1.776	1.021
201.139	8.901	8.653	0.972
201.233	8.926	8.653	0.969
203.086	0.853	1.033	1.211
203.154	0.877	1.065	1.214
204.187	0.533	0.420	0.787
205.157	1.025	1.162	1.133
205.195	1.025	1.162	1.133
211.148	14.308	13.012	0.909
228.093	13.938	14.076	1.010
228.269	13.815	13.947	1.010
237.164	1.140	0.936	0.821
239.007	1.206	1.194	0.991
239.179	1.165	1.065	0.915
150.000	874.607	886.619	1.014
