m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
79.054	25.279	25.438	1.006
80.049	2.693	2.357	0.875
81.070	84.946	72.530	0.854
82.078	7.315	6.586	0.900
82.989	49.081	48.967	0.998
83.010	49.146	49.064	0.998
83.049	49.146	49.129	1.000
83.086	49.138	49.096	0.999
83.911	6.429	5.747	0.894
84.081	6.901	6.103	0.884
84.919	191.178	183.627	0.961
85.065	194.998	187.343	0.961
85.101	194.575	187.052	0.961
86.036	14.694	14.397	0.980
86.060	14.702	14.397	0.979
86.096	14.580	14.203	0.974
87.044	25.279	25.987	1.028
87.080	25.214	25.891	1.027
88.112	5.103	4.488	0.880
89.023	300.079	290.621	0.968
89.042	300.055	290.556	0.968
89.060	299.982	290.492	0.968
89.096	299.860	290.395	0.968
90.055	15.775	15.818	1.003
91.039	67.370	68.500	1.017
91.050	67.394	68.467	1.016
91.058	67.394	68.467	1.016
92.062	16.400	16.268	0.992
93.033	313.272	303.027	0.967
93.070	313.191	302.930	0.967
94.041	25.960	26.662	1.027
95.049	29.455	27.732	0.941
95.086	29.423	27.732	0.943
96.057	3.825	3.842	1.004
97.040	21.017	19.791	0.942
97.065	20.976	19.759	0.942
97.101	20.960	19.726	0.941
97.967	3.198	3.455	1.080
98.975	29.866	29.665	0.993
99.080	29.809	29.600	0.993
99.092	29.801	29.568	0.992
99.104	29.801	29.568	0.992
99.117	29.801	29.600	0.993
101.060	20.039	20.047	1.000
101.096	19.966	20.015	1.002
102.025	3.418	3.358	0.983
102.068	3.442	3.423	0.994
102.104	3.442	3.423	0.994
102.128	3.426	3.455	1.009
103.032	17.981	16.174	0.900
103.042	17.972	16.142	0.898
103.075	17.940	16.077	0.896
103.112	17.785	15.916	0.895
103.123	17.712	15.851	0.895
104.047	2.254	1.808	0.802
104.049	2.254	1.808	0.802
104.062	2.262	1.808	0.799
105.037	31.044	31.246	1.006
105.057	30.995	31.246	1.008
105.070	30.995	31.213	1.007
106.078	6.290	6.134	0.975
107.049	126.187	123.068	0.975
107.086	126.179	123.068	0.975
108.057	14.075	14.172	1.007
108.081	14.083	14.172	1.006
108.093	14.059	14.172	1.008
109.065	46.095	47.064	1.021
109.076	46.079	47.000	1.020
109.089	46.063	47.000	1.020
109.101	46.071	47.000	1.020
110.060	5.078	4.747	0.935
110.073	5.054	4.714	0.933
110.084	5.062	4.714	0.931
110.109	5.070	4.682	0.923
111.080	9.553	10.041	1.051
111.092	9.520	9.976	1.048
111.104	9.537	10.009	1.049
111.117	9.537	10.009	1.049
112.007	1.896	1.711	0.903
112.052	1.920	1.743	0.908
112.088	1.961	1.808	0.922
112.112	1.985	1.840	0.927
113.015	8.626	8.816	1.022
113.060	8.618	8.783	1.019
113.096	8.634	8.816	1.021
113.107	8.618	8.816	1.023
114.091	5.738	4.811	0.839
114.128	5.729	4.844	0.845
115.075	7.869	7.685	0.977
115.112	7.869	7.685	0.977
115.123	7.869	7.685	0.977
116.143	1.880	2.002	1.065
117.070	44.103	44.029	0.998
117.078	44.078	44.029	0.999
117.091	44.013	43.964	0.999
117.102	43.899	43.835	0.999
117.127	43.639	43.480	0.996
118.065	3.434	3.035	0.884
118.078	3.434	3.003	0.874
118.081	3.434	3.003	0.874
118.086	3.450	3.003	0.870
119.060	8.479	7.879	0.929
119.086	8.374	7.750	0.925
120.081	0.935	0.839	0.897
121.052	15.385	16.463	1.070
121.065	15.393	16.496	1.072
121.089	15.336	16.464	1.074
121.101	15.296	16.399	1.072
122.060	2.197	2.163	0.985
122.084	2.205	2.131	0.966
122.096	2.205	2.099	0.952
123.092	10.611	10.041	0.946
124.039	1.814	1.646	0.907
124.057	1.806	1.646	0.911
125.042	7.942	7.394	0.931
125.060	7.909	7.394	0.935
125.071	7.918	7.394	0.934
125.084	7.893	7.362	0.933
125.096	7.852	7.329	0.933
125.107	7.852	7.329	0.933
125.120	7.861	7.329	0.932
127.112	14.954	14.301	0.956
127.136	14.963	14.301	0.956
127.903	2.514	2.680	1.066
128.120	2.490	2.486	0.998
128.143	2.490	2.518	1.011
128.911	7.104	6.877	0.968
129.045	7.186	6.813	0.948
129.070	7.202	6.813	0.946
129.091	7.186	6.845	0.953
129.127	7.137	6.780	0.950
129.139	7.129	6.780	0.951
129.151	7.096	6.716	0.946
131.060	5.786	5.263	0.910
131.107	5.754	5.263	0.915
131.143	5.713	5.328	0.933
131.154	5.672	5.263	0.928
132.066	1.041	1.033	0.992
132.102	1.009	1.000	0.992
133.065	5.462	4.844	0.887
133.101	5.177	4.457	0.861
135.080	6.095	5.909	0.969
135.117	6.079	5.941	0.977
137.047	48.598	42.256	0.869
137.060	48.574	42.256	0.870
137.060	48.574	42.256	0.870
137.071	48.566	42.256	0.870
137.132	48.550	42.223	0.870
139.148	5.712	5.973	1.046
144.175	1.823	2.034	1.116
145.076	12.986	13.365	1.029
145.122	12.961	13.333	1.029
145.962	2.083	2.421	1.162
145.968	2.075	2.389	1.151
146.970	3.663	4.037	1.102
146.976	3.654	4.037	1.105
148.088	0.968	1.000	1.033
148.125	0.911	0.904	0.992
149.096	28.868	29.184	1.011
151.075	6.584	6.781	1.030
152.120	1.334	1.420	1.064
153.055	5.591	5.263	0.941
153.070	5.591	5.263	0.941
153.127	5.591	5.327	0.953
153.151	5.599	5.327	0.952
153.980	1.123	1.291	1.150
155.086	5.347	5.102	0.954
155.107	5.330	5.102	0.957
155.142	5.355	5.166	0.965
157.159	3.711	3.681	0.992
159.174	8.455	6.038	0.714
161.132	1.757	1.711	0.973
162.128	0.675	0.710	1.052
163.063	3.703	3.745	1.011
163.075	3.703	3.745	1.011
163.099	3.743	3.778	1.009
163.123	3.752	3.778	1.007
163.136	3.760	3.778	1.005
163.148	3.735	3.745	1.003
165.091	1.855	1.808	0.974
165.985	0.813	0.775	0.952
166.062	0.854	0.742	0.869
166.078	0.854	0.742	0.869
166.135	0.854	0.742	0.869
167.070	2.262	2.905	1.285
167.086	2.278	2.906	1.275
174.140	3.531	3.874	1.097
175.148	0.903	0.936	1.037
178.062	0.854	0.452	0.529
178.123	0.797	0.355	0.445
179.086	1.147	1.194	1.041
179.107	1.106	1.194	1.079
179.128	1.082	1.162	1.074
179.929	1.407	1.291	0.917
180.081	1.440	1.324	0.919
180.093	1.440	1.356	0.942
180.151	1.432	1.324	0.924
180.937	27.249	22.533	0.827
181.076	27.217	22.469	0.826
181.101	27.217	22.404	0.823
181.159	26.940	22.082	0.820
181.170	26.859	22.017	0.820
182.109	2.750	2.357	0.857
183.047	18.917	19.305	1.021
183.080	18.901	19.306	1.021
186.140	0.748	0.613	0.819
187.148	1.562	1.582	1.013
188.937	0.626	0.775	1.237
189.164	0.569	0.645	1.134
191.143	2.906	2.487	0.856
192.093	2.197	1.937	0.882
193.101	4.745	4.392	0.926
193.122	4.566	4.199	0.919
194.154	1.725	1.776	1.029
195.065	1.440	1.517	1.054
195.138	1.424	1.485	1.043
197.132	1.245	1.033	0.830
199.148	1.668	1.485	0.890
201.139	9.138	8.976	0.982
201.233	9.146	8.944	0.978
203.086	0.813	0.839	1.032
203.154	0.805	0.839	1.042
204.187	0.586	0.807	1.378
205.157	1.074	0.871	0.811
205.195	1.049	0.871	0.830
211.148	13.370	13.335	0.997
228.093	13.303	12.236	0.920
228.269	13.238	12.171	0.919
237.164	0.830	0.678	0.817
239.007	1.041	1.065	1.023
239.179	1.033	1.130	1.094
150.000	804.831	782.485	0.972
