m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	103.970	103.601	0.996
18.010	6310.216	6325.095	1.002
18.034	6313.361	6329.393	1.003
19.018	546017.937	546247.125	1.000
21.022	1585.073	1591.826	1.004
26.015	5.096	4.748	0.932
27.010	27.858	28.246	1.014
27.994	22.242	22.466	1.010
28.006	22.307	22.531	1.010
28.018	22.315	22.531	1.010
28.031	22.348	22.595	1.011
29.002	4054.765	4050.322	0.999
29.013	4054.705	4050.085	0.999
29.026	4054.360	4049.718	0.999
29.039	4053.460	4048.664	0.999
29.997	2890.065	2909.081	1.007
30.021	2889.588	2908.550	1.007
30.034	2888.792	2907.908	1.007
30.046	2887.136	2906.502	1.007
31.005	134.481	139.517	1.037
31.018	134.318	139.291	1.037
31.029	134.213	139.194	1.037
31.042	133.545	138.419	1.036
31.054	132.805	137.871	1.038
31.989	50927.898	50812.949	0.998
32.049	50775.836	50685.480	0.998
32.989	15501.368	16420.785	1.059
32.989	15501.108	16420.361	1.059
32.997	15502.252	16422.080	1.059
33.033	15500.506	16419.652	1.059
33.045	15498.078	16417.852	1.059
33.987	408.055	423.073	1.037
33.997	408.221	423.239	1.037
34.005	408.045	422.919	1.036
34.995	44.289	49.267	1.112
35.005	44.200	49.202	1.113
35.976	5.958	6.169	1.035
36.984	7734.917	7890.821	1.020
37.028	7735.048	7891.296	1.020
41.002	305.920	321.020	1.049
41.026	305.717	320.860	1.050
41.039	305.531	320.829	1.050
42.034	82.623	82.568	0.999
43.018	1444.569	1592.791	1.103
43.054	1438.479	1586.066	1.103
43.989	56.429	59.425	1.053
44.001	56.388	59.264	1.051
44.062	55.704	58.586	1.052
44.997	1056.606	1093.734	1.035
45.033	1055.869	1092.996	1.035
45.992	42.829	43.290	1.011
46.021	42.739	43.226	1.011
47.013	133.606	139.803	1.046
47.037	133.533	139.739	1.046
47.049	133.452	139.610	1.046
47.060	133.346	139.513	1.046
47.984	3.849	3.842	0.998
49.011	2.979	3.035	1.019
49.992	7.111	6.941	0.976
51.000	11.228	12.557	1.118
52.012	0.952	0.872	0.916
52.018	0.952	0.839	0.882
53.026	11.008	11.073	1.006
53.939	5.859	6.134	1.047
54.046	5.859	6.134	1.047
54.947	129.800	131.241	1.011
57.033	175.204	180.005	1.027
57.070	175.074	179.779	1.027
59.049	1827.816	1948.041	1.066
59.086	1826.372	1946.400	1.066
61.028	2123.938	2341.606	1.102
61.000	2122.652	2340.133	1.102
62.995	72.241	77.502	1.073
63.026	72.250	77.663	1.075
44.003	2.620	2.486	0.949
65.020	3.581	3.681	1.028
