m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	124.660	116.876	0.938
18.010	7736.362	7443.224	0.962
18.034	7747.957	7455.969	0.962
19.018	514247.500	514364.969	1.000
21.022	2014.288	2013.276	0.999
26.015	6.975	7.235	1.037
27.010	55.970	58.457	1.044
27.994	29.946	30.085	1.005
28.006	29.962	30.149	1.006
28.018	30.004	30.181	1.006
28.031	29.979	30.052	1.002
29.002	5478.240	5461.277	0.997
29.013	5478.668	5461.868	0.997
29.026	5478.658	5462.124	0.997
29.039	5478.042	5461.515	0.997
29.997	3627.482	3619.179	0.998
30.021	3627.144	3618.995	0.998
30.034	3626.435	3618.175	0.998
30.046	3624.858	3616.496	0.998
31.005	87.195	91.527	1.050
31.018	87.419	91.818	1.050
31.029	87.162	91.721	1.052
31.042	86.831	91.237	1.051
31.054	86.534	90.526	1.046
31.989	61638.371	61399.648	0.996
32.049	61570.277	61333.301	0.996
32.989	5923.992	6938.294	1.171
32.989	5923.992	6938.294	1.171
32.997	5927.191	6942.006	1.171
33.033	5928.132	6943.128	1.171
33.045	5927.430	6942.915	1.171
33.987	340.374	347.318	1.020
33.997	340.359	347.159	1.020
34.005	340.313	346.967	1.020
34.995	22.088	24.056	1.089
35.005	22.179	23.959	1.080
35.976	6.090	6.169	1.013
36.984	13310.804	13232.287	0.994
37.028	13314.216	13235.822	0.994
41.002	674.110	707.959	1.050
41.026	674.347	708.061	1.050
41.039	674.233	707.869	1.050
42.034	114.448	108.925	0.952
43.018	1248.743	1210.078	0.969
43.054	1245.908	1207.578	0.969
43.989	62.503	62.309	0.997
44.001	62.395	62.180	0.997
44.062	61.700	61.243	0.993
44.997	876.015	913.589	1.043
45.033	875.681	913.142	1.043
45.992	65.722	60.563	0.922
46.021	65.730	60.498	0.920
47.013	201.531	181.106	0.899
47.037	201.548	181.073	0.898
47.049	201.532	181.106	0.899
47.060	201.416	181.009	0.899
47.984	6.006	5.973	0.994
49.011	5.129	5.425	1.058
49.992	7.238	7.136	0.986
51.000	7.362	8.233	1.118
52.012	1.770	1.840	1.040
52.018	1.795	1.873	1.043
53.026	10.652	10.814	1.015
53.939	3.764	3.842	1.021
54.046	3.938	4.101	1.041
54.947	142.616	144.615	1.014
57.033	542.783	589.201	1.086
57.070	542.685	588.944	1.085
59.049	2460.228	2709.537	1.101
59.086	2458.976	2707.844	1.101
61.028	1365.107	1272.625	0.932
61.065	1364.491	1272.175	0.932
62.995	144.411	147.003	1.018
63.026	144.411	146.907	1.017
64.003	3.929	3.972	1.011
65.020	7.023	7.298	1.039
68.049	8.024	7.782	0.970
69.033	109.065	109.737	1.006
69.070	108.949	109.575	1.006
71.049	109.263	112.544	1.030
71.086	109.213	112.544	1.030
73.065	210.001	225.128	1.072
75.044	213.047	212.183	0.996
75.068	212.882	212.118	0.996
77.060	55.025	55.429	1.007
78.046	7.603	8.106	1.066
79.054	30.297	27.474	0.907
80.049	4.211	4.295	1.020
81.070	86.529	47.938	0.554
82.078	8.999	6.295	0.700
82.989	111.557	118.989	1.067
83.010	111.639	119.183	1.068
83.049	111.565	119.054	1.067
83.086	111.342	118.925	1.068
83.911	9.661	9.814	1.016
84.081	11.861	12.687	1.070
84.919	311.158	315.219	1.013
85.065	334.336	341.433	1.021
85.101	333.145	339.819	1.020
86.036	25.837	24.891	0.963
86.060	25.845	24.859	0.962
86.096	25.787	24.794	0.961
87.044	39.803	42.844	1.076
87.080	39.803	42.811	1.076
88.112	8.139	7.071	0.869
89.023	460.985	458.970	0.996
89.042	461.027	458.938	0.995
89.060	460.994	458.874	0.995
89.096	460.763	458.616	0.995
90.055	23.950	23.627	0.987
91.039	86.527	85.804	0.992
91.050	86.709	85.901	0.991
91.058	86.875	86.030	0.990
92.062	31.906	31.151	0.976
93.033	725.552	711.041	0.980
93.070	725.513	710.977	0.980
94.041	57.705	54.032	0.936
95.049	48.125	39.351	0.818
95.086	48.092	39.287	0.817
96.057	5.708	5.424	0.950
97.040	32.184	32.317	1.004
97.065	32.209	32.382	1.005
97.101	32.184	32.382	1.006
97.967	5.410	5.037	0.931
98.975	30.940	30.022	0.970
99.080	31.039	30.151	0.971
99.092	31.039	30.151	0.971
99.104	31.031	30.119	0.971
99.117	31.031	30.086	0.970
101.060	34.753	33.960	0.977
101.096	34.687	33.928	0.978
102.025	6.816	6.554	0.962
102.068	6.824	6.554	0.960
102.104	6.841	6.586	0.963
102.128	6.824	6.586	0.965
103.032	33.927	25.469	0.751
103.042	33.935	25.501	0.751
103.075	33.910	25.501	0.752
103.112	33.844	25.469	0.753
103.123	33.836	25.469	0.753
104.047	3.606	3.261	0.904
104.049	3.606	3.261	0.904
