"m.z"	"variable"	"d0_log10FC"	"d6_log10FC"	"d12_log10FC"	"ES"	"replication"
85.101	"ES0_1"	-0.0430703658349113	-0.444688310721207	-0.795994989547956	"ES0"	"1"
86.036	"ES0_1"	-0.104535613142668	-0.179585824479429	-0.371683446332141	"ES0"	"1"
86.06	"ES0_1"	-0.101781727697006	-0.180958681833337	-0.376525215768334	"ES0"	"1"
86.096	"ES0_1"	-0.102103861658749	-0.182327213090925	-0.381128048546845	"ES0"	"1"
87.044	"ES0_1"	0.00603142678131921	-0.0769296735752771	-0.00179121221429567	"ES0"	"1"
87.08	"ES0_1"	0.00745920741476754	-0.0781734955055969	-0.00298129004908141	"ES0"	"1"
88.112	"ES0_1"	0.0334092626393779	-0.159990421780956	-0.0624394529421569	"ES0"	"1"
89.023	"ES0_1"	0.288552116727415	-0.0176040648706043	-0.117447888168681	"ES0"	"1"
89.042	"ES0_1"	0.288600669865622	-0.0172596751720632	-0.11735470254132	"ES0"	"1"
89.06	"ES0_1"	0.288677953932646	-0.0176040648706043	-0.11736556526541	"ES0"	"1"
89.096	"ES0_1"	0.28876428464016	-0.0173869626747811	-0.117374351162836	"ES0"	"1"
90.055	"ES0_1"	0.275242977636506	-0.133740466253675	-0.0705728871817334	"ES0"	"1"
91.039	"ES0_1"	-0.325067506248891	0.00437018260212664	-0.0320018142496701	"ES0"	"1"
91.05	"ES0_1"	-0.327738217874421	0.00435399071336257	-0.0315199674690543	"ES0"	"1"
91.058	"ES0_1"	-0.328015013519677	0.00402572029517605	-0.0307532095003874	"ES0"	"1"
92.062	"ES0_1"	-0.728188444434202	0.0610330135627278	-0.071250413658536	"ES0"	"1"
93.033	"ES0_1"	-0.962854443854905	0.0490971667536606	-0.0749431884505923	"ES0"	"1"
93.07	"ES0_1"	-0.963165448134926	0.0490773999379842	-0.075037448132079	"ES0"	"1"
94.041	"ES0_1"	-0.89384477933031	0.0344828985295253	-0.0628998751351842	"ES0"	"1"
95.049	"ES0_1"	-0.197575054971449	0	-0.276197833367243	"ES0"	"1"
95.086	"ES0_1"	-0.194970824373277	0	-0.275287741725101	"ES0"	"1"
96.057	"ES0_1"	-0.164133687877187	0	-0.102166096144602	"ES0"	"1"
97.04	"ES0_1"	-0.129175320389462	-0.0830065277741345	0.0485969510857248	"ES0"	"1"
97.065	"ES0_1"	-0.128860136371913	-0.0847983448021257	0.0489956468950345	"ES0"	"1"
97.101	"ES0_1"	-0.128063897203046	-0.0842036382070779	0.0512036911640122	"ES0"	"1"
97.967	"ES0_1"	-0.349787065364758	-0.115780292824795	0.148394613715581	"ES0"	"1"
98.975	"ES0_1"	-0.21532461894689	-0.0459073890759524	0.0254801757153957	"ES0"	"1"
99.08	"ES0_1"	-0.209342691836306	-0.0468034021934127	0.0262001514718159	"ES0"	"1"
99.092	"ES0_1"	-0.209912235816945	-0.0441933308799179	0.0262001514718159	"ES0"	"1"
99.104	"ES0_1"	-0.209342691836306	-0.0455164836277958	0.0278018521340076	"ES0"	"1"
99.117	"ES0_1"	-0.208235988197731	-0.0443215257802469	0.0285925569166578	"ES0"	"1"
101.06	"ES0_1"	-0.0205633848948864	-0.0703184567683643	-0.0310491232540018	"ES0"	"1"
101.096	"ES0_1"	-0.0191805077408006	-0.0704039214647337	-0.0311988083233731	"ES0"	"1"
102.025	"ES0_1"	-0.242483748059799	-0.0258775937781178	-0.0157764744273492	"ES0"	"1"
102.068	"ES0_1"	-0.246378791943324	-0.0368450574075044	-0.0318551314532964	"ES0"	"1"
102.104	"ES0_1"	-0.24191873239169	-0.0371575590058161	-0.0280287236002435	"ES0"	"1"
102.128	"ES0_1"	-0.246378791943324	-0.0407808180200179	-0.0319741651615661	"ES0"	"1"
103.032	"ES0_1"	-0.135074797746941	-0.0761068586894039	-0.136012215195116	"ES0"	"1"
103.042	"ES0_1"	-0.135074797746941	-0.0753217524522641	-0.136012215195116	"ES0"	"1"
103.075	"ES0_1"	-0.1356706655856	-0.0779232805531983	-0.13933674429267	"ES0"	"1"
103.112	"ES0_1"	-0.136878511017835	-0.0762528257072559	-0.141394806071406	"ES0"	"1"
103.123	"ES0_1"	-0.136878511017835	-0.0771619862787755	-0.142338075752617	"ES0"	"1"
104.047	"ES0_1"	-0.0199515189572334	-0.0835589920940443	0	"ES0"	"1"
104.049	"ES0_1"	-0.0199515189572334	-0.0835589920940443	0	"ES0"	"1"
104.062	"ES0_1"	-0.010167632166864	-0.0818803076425014	0	"ES0"	"1"
105.037	"ES0_1"	0.181052299614908	-0.0157662487266824	-0.0163281215589945	"ES0"	"1"
105.057	"ES0_1"	0.180483174431969	-0.017020238607028	-0.0184862227058016	"ES0"	"1"
105.07	"ES0_1"	0.180483174431969	-0.017020238607028	-0.0177945675842016	"ES0"	"1"
106.078	"ES0_1"	-0.180922170735127	-0.0472962068810605	-0.0774015274980381	"ES0"	"1"
107.049	"ES0_1"	-0.445407158066436	0	-0.0728429928717608	"ES0"	"1"
107.086	"ES0_1"	-0.445167377811878	0	-0.0734585087717182	"ES0"	"1"
108.057	"ES0_1"	-0.375610522086448	-0.0514701052636564	-0.0942757400839174	"ES0"	"1"
108.081	"ES0_1"	-0.370525924445237	-0.0514701052636564	-0.0917364630854484	"ES0"	"1"
108.093	"ES0_1"	-0.372038817703993	-0.0484495707185552	-0.0905717186031262	"ES0"	"1"
109.065	"ES0_1"	0.198362460068212	-0.0215899150291815	0.0279022164812659	"ES0"	"1"
109.076	"ES0_1"	0.196686412522813	-0.0208615106042646	0.0279306575352889	"ES0"	"1"
109.089	"ES0_1"	0.19780882189982	-0.019493056054479	0.0273596517040787	"ES0"	"1"
109.101	"ES0_1"	0.198565797813257	-0.0187581052451666	0.0273315857797413	"ES0"	"1"
110.06	"ES0_1"	0.0547298653845619	-0.0457574905606751	0.0599773874014644	"ES0"	"1"
110.073	"ES0_1"	0.058006076578713	-0.0457574905606751	0.0599773874014644	"ES0"	"1"
110.084	"ES0_1"	0.0544038207212958	-0.0389781219637991	0.0599773874014644	"ES0"	"1"
110.109	"ES0_1"	0.0547298653845619	-0.00647306972488951	0.0621903577025856	"ES0"	"1"
111.08	"ES0_1"	-0.119316691849682	-0.0965274469009771	0	"ES0"	"1"
111.092	"ES0_1"	-0.119022809469932	-0.0965274469009771	0	"ES0"	"1"
111.104	"ES0_1"	-0.118692272500389	-0.0965274469009771	0	"ES0"	"1"
111.117	"ES0_1"	-0.117763486246447	-0.0965274469009771	0	"ES0"	"1"
112.007	"ES0_1"	-0.224062489025407	-0.0632371131722045	0.138345158250777	"ES0"	"1"
112.052	"ES0_1"	-0.225190638238742	-0.0804604648867978	0.141344829882723	"ES0"	"1"
112.088	"ES0_1"	-0.232676410407894	-0.104194298378912	0.144365364427824	"ES0"	"1"
112.112	"ES0_1"	-0.243885744712058	-0.111195670877005	0.148758700675103	"ES0"	"1"
113.015	"ES0_1"	-0.0692981832863347	-0.0480333075660601	-0.0481900325260544	"ES0"	"1"
113.06	"ES0_1"	-0.0694882249136367	-0.0482448474937414	-0.0483248205010445	"ES0"	"1"
113.096	"ES0_1"	-0.0718758452020615	-0.0387052778142656	-0.0448346721155467	"ES0"	"1"
113.107	"ES0_1"	-0.0730041054629077	-0.0348100062098382	-0.0483737302912763	"ES0"	"1"
114.091	"ES0_1"	-0.141433256833127	-0.0512074665262349	-0.00303029412168446	"ES0"	"1"
114.128	"ES0_1"	-0.143200704703174	-0.0541970531560112	-9.08851069348908e-05	"ES0"	"1"
115.075	"ES0_1"	-0.182485574817062	-0.0353398031306463	0.072733407606682	"ES0"	"1"
115.112	"ES0_1"	-0.186441202432554	-0.0394641881821054	0.0833266849467141	"ES0"	"1"
115.123	"ES0_1"	-0.186441202432554	-0.0415091336056054	0.0843552860804117	"ES0"	"1"
116.143	"ES0_1"	-0.290236421069636	-0.0483879921332855	0.0747442412073838	"ES0"	"1"
117.07	"ES0_1"	-0.101648480715226	-0.0492927320587538	0.00519649149199866	"ES0"	"1"
117.078	"ES0_1"	-0.101268535623913	-0.0492927320587538	0.00668619670863145	"ES0"	"1"
117.091	"ES0_1"	-0.100434647249855	-0.0487318146639839	0.00749484398108619	"ES0"	"1"
117.102	"ES0_1"	-0.0993149590741344	-0.0488065871372137	0.0106261199838554	"ES0"	"1"
117.127	"ES0_1"	-0.0987630756457977	-0.0508236128685087	0.012463092632823	"ES0"	"1"
118.065	"ES0_1"	-0.0821287819756054	-0.0392555434534152	0	"ES0"	"1"
118.078	"ES0_1"	-0.0821287819756054	-0.0503943587770244	0	"ES0"	"1"
118.081	"ES0_1"	-0.0761921566772543	-0.0503943587770244	0	"ES0"	"1"
118.086	"ES0_1"	-0.0761921566772543	-0.0503943587770244	0	"ES0"	"1"
119.06	"ES0_1"	-0.239570254894492	-0.0968787339211544	-0.263299662901223	"ES0"	"1"
119.086	"ES0_1"	-0.241135965652744	-0.0953026220387781	-0.282438452584973	"ES0"	"1"
120.081	"ES0_1"	-0.197701088363292	0	-0.0873314527670933	"ES0"	"1"
121.052	"ES0_1"	-0.38408048026489	-0.0362955925652686	-0.00927809870201755	"ES0"	"1"
121.065	"ES0_1"	-0.382689607444381	-0.0362955925652686	-0.00824452515000579	"ES0"	"1"
121.089	"ES0_1"	-0.382439821489099	-0.035436093175147	-0.0103214303218309	"ES0"	"1"
121.101	"ES0_1"	-0.382452465625701	-0.0362028054685611	-0.00826398386432854	"ES0"	"1"
122.06	"ES0_1"	-0.329714000202251	0.0110686804014734	-0.0450842961117506	"ES0"	"1"
122.084	"ES0_1"	-0.33707509984862	0.011209334304164	-0.0442236851358926	"ES0"	"1"
122.096	"ES0_1"	-0.33707509984862	0.011209334304164	-0.0501628475326635	"ES0"	"1"
123.092	"ES0_1"	-0.23655964809495	0.0142068188568804	-0.0558721617413189	"ES0"	"1"
124.039	"ES0_1"	-0.050938952498694	0.0253464791550486	0.0805080967475458	"ES0"	"1"
124.057	"ES0_1"	-0.0219398717360318	0.0171471657519971	0.0646070577181945	"ES0"	"1"
125.042	"ES0_1"	-0.16216104125606	-0.0543292580996576	0.0228778786686655	"ES0"	"1"
125.06	"ES0_1"	-0.16216104125606	-0.0543292580996576	0.0244009917557048	"ES0"	"1"
125.071	"ES0_1"	-0.158848717622893	-0.0562726851185322	0.0244009917557048	"ES0"	"1"
125.084	"ES0_1"	-0.158848717622893	-0.0562726851185322	0.0228778786686655	"ES0"	"1"
125.096	"ES0_1"	-0.161096587327212	-0.0604204245141543	0.0228778786686655	"ES0"	"1"
125.107	"ES0_1"	-0.158352657798595	-0.0624066684174199	0.0228778786686655	"ES0"	"1"
125.12	"ES0_1"	-0.157227268601291	-0.0669367811157334	0.0244891816472299	"ES0"	"1"
127.112	"ES0_1"	0.134047755948314	-0.0979530640063579	-0.0370522009277607	"ES0"	"1"
127.136	"ES0_1"	0.137076010058009	-0.0983211697382397	-0.0351177011505611	"ES0"	"1"
127.903	"ES0_1"	-0.119002111309949	-0.0143507361264801	-0.0316311635811504	"ES0"	"1"
128.12	"ES0_1"	-0.0421976797944548	0	-0.0251580938562609	"ES0"	"1"
128.143	"ES0_1"	-0.051118562680237	0	-0.0190519197083094	"ES0"	"1"
128.911	"ES0_1"	-0.162240705664371	-0.0251236365192904	-0.0122197784683146	"ES0"	"1"
129.045	"ES0_1"	-0.161444299572272	-0.0198845342478806	-0.010600543455945	"ES0"	"1"
129.07	"ES0_1"	-0.160157500165956	-0.0217276966193353	-0.0136153621333973	"ES0"	"1"
129.091	"ES0_1"	-0.157007438010284	-0.0199120585909751	-0.0151505206867197	"ES0"	"1"
129.127	"ES0_1"	-0.150414142408019	-0.0181441610446142	-0.0153050225282597	"ES0"	"1"
129.139	"ES0_1"	-0.14964098665597	-0.0182780272385661	-0.0153588181177212	"ES0"	"1"
129.151	"ES0_1"	-0.138863480974117	-0.016437646612111	-0.0170371149681543	"ES0"	"1"
131.06	"ES0_1"	-0.067001462568547	0	-0.160598398715578	"ES0"	"1"
131.107	"ES0_1"	-0.0600048718890839	0	-0.146718979615979	"ES0"	"1"
131.143	"ES0_1"	-0.0475650703460515	0	-0.154141015217345	"ES0"	"1"
131.154	"ES0_1"	-0.046025358626839	-5.15330148221344e-05	-0.149953999986913	"ES0"	"1"
132.066	"ES0_1"	-0.0726761223331061	-0.193152195385792	-0.114202246193432	"ES0"	"1"
132.102	"ES0_1"	-0.0884104852476857	-0.143857299632499	-0.114202246193432	"ES0"	"1"
133.065	"ES0_1"	0	-0.174505662252771	-0.188785763215784	"ES0"	"1"
133.101	"ES0_1"	0	-0.151267675330649	-0.172455525595685	"ES0"	"1"
135.08	"ES0_1"	0.0703995230315664	0	-0.0917285160671763	"ES0"	"1"
135.117	"ES0_1"	0.0741221247788202	0	-0.0899719975084475	"ES0"	"1"
137.047	"ES0_1"	-0.117498980347539	-0.0609764406649458	-0.721338239001655	"ES0"	"1"
137.06	"ES0_1"	-0.118552853877572	-0.0632591565760305	-0.722661098635187	"ES0"	"1"
137.06	"ES0_1"	-0.118552853877572	-0.0632591565760305	-0.722661098635187	"ES0"	"1"
137.071	"ES0_1"	-0.118552853877572	-0.0643873779785875	-0.723313835755897	"ES0"	"1"
137.132	"ES0_1"	-0.119609290994543	-0.0665218439197002	-0.723094290705949	"ES0"	"1"
139.148	"ES0_1"	-0.254194551328282	0	0.0388976470977407	"ES0"	"1"
144.175	"ES0_1"	-0.362039829193298	0	0.0522626142751939	"ES0"	"1"
145.076	"ES0_1"	-0.289532422267042	-0.0352773388961201	-0.0420057022373269	"ES0"	"1"
145.122	"ES0_1"	-0.292714475285336	-0.0360063651083797	-0.0378688891023179	"ES0"	"1"
145.962	"ES0_1"	-0.178668681943492	-0.126887705392577	0	"ES0"	"1"
145.968	"ES0_1"	-0.171206005272837	-0.126887705392577	0	"ES0"	"1"
146.97	"ES0_1"	-0.113926105052733	-0.114402992714622	-0.21349667525159	"ES0"	"1"
146.976	"ES0_1"	-0.113926105052733	-0.114402992714622	-0.21349667525159	"ES0"	"1"
148.088	"ES0_1"	-0.15958582843837	0	-0.114202246193432	"ES0"	"1"
148.125	"ES0_1"	-0.184189616378608	0	-0.0797419878710425	"ES0"	"1"
149.096	"ES0_1"	-0.181518754369708	-0.0754600873821628	-0.246837182264189	"ES0"	"1"
151.075	"ES0_1"	-0.221822371986788	-0.0253364396941471	0.00541394756352718	"ES0"	"1"
152.12	"ES0_1"	-0.0711811772993932	-0.1249387366083	0	"ES0"	"1"
153.055	"ES0_1"	-0.202011287583591	-0.0637761463569032	0.0408326108516713	"ES0"	"1"
153.07	"ES0_1"	-0.202011287583591	-0.0592464663078162	0.0408326108516713	"ES0"	"1"
153.127	"ES0_1"	-0.200728289658163	-0.0644473887282048	0.0378120763065701	"ES0"	"1"
153.151	"ES0_1"	-0.200728289658163	-0.0669909611605438	0.0348124046746241	"ES0"	"1"
153.98	"ES0_1"	-0.2554220298016	-0.0726761223331061	0	"ES0"	"1"
155.086	"ES0_1"	-0.168766943666514	-0.0388192759911506	-0.00354256958435733	"ES0"	"1"
155.107	"ES0_1"	-0.168766943666514	-0.036749859339651	-0.00722636442604977	"ES0"	"1"
155.142	"ES0_1"	-0.167259688864159	-0.036975869135294	-0.00722636442604977	"ES0"	"1"
157.159	"ES0_1"	-0.227883273639061	-0.0374760592910881	0.0316858122415851	"ES0"	"1"
159.174	"ES0_1"	-0.205873110752934	-0.200273516110638	0.0571861323075224	"ES0"	"1"
161.132	"ES0_1"	0	-0.0457574905606751	0.0327152814604967	"ES0"	"1"
162.128	"ES0_1"	0	-0.32202717153596	-0.0706601735449922	"ES0"	"1"
163.063	"ES0_1"	-0.124903711447435	0	-0.0652759340316499	"ES0"	"1"
163.075	"ES0_1"	-0.124903711447435	0	-0.0652759340316499	"ES0"	"1"
163.099	"ES0_1"	-0.129551629299223	0	-0.0589902415757519	"ES0"	"1"
163.123	"ES0_1"	-0.130731073876208	0	-0.0652759340316499	"ES0"	"1"
163.136	"ES0_1"	-0.130731073876208	0	-0.0716539391706986	"ES0"	"1"
163.148	"ES0_1"	-0.130731073876208	0	-0.0716539391706986	"ES0"	"1"
165.091	"ES0_1"	-0.204091955520172	-0.00677936859687597	-0.115779452732419	"ES0"	"1"
165.985	"ES0_1"	0	-0.106227772888696	0	"ES0"	"1"
166.062	"ES0_1"	0	-0.101841227987895	0	"ES0"	"1"
166.078	"ES0_1"	0.0141003215196205	-0.101841227987895	0	"ES0"	"1"
166.135	"ES0_1"	0.0141003215196205	-0.082943430760612	0	"ES0"	"1"
167.07	"ES0_1"	-0.0949956848703771	0.0298863502943319	-0.00915506140245179	"ES0"	"1"
167.086	"ES0_1"	-0.0943544302430505	0.0298863502943319	-0.00915506140245179	"ES0"	"1"
174.14	"ES0_1"	-0.268208179395859	0	0	"ES0"	"1"
175.148	"ES0_1"	-0.134916006523265	0.0423637360109735	0	"ES0"	"1"
178.062	"ES0_1"	0	0	0	"ES0"	"1"
178.123	"ES0_1"	0	0	0	"ES0"	"1"
179.086	"ES0_1"	-0.102615112874003	-0.0888445627270043	-0.0515264307631194	"ES0"	"1"
179.107	"ES0_1"	-0.102615112874003	-0.100025730107863	-0.0793307707459183	"ES0"	"1"
179.128	"ES0_1"	-0.102615112874003	-0.102969205418611	-0.132322039707033	"ES0"	"1"
179.929	"ES0_1"	0.0478881300683231	0	0	"ES0"	"1"
180.081	"ES0_1"	0.0748107728912037	0.0844339096387099	-0.0188977972272832	"ES0"	"1"
180.093	"ES0_1"	0.0748107728912037	0.0844339096387099	0	"ES0"	"1"
180.151	"ES0_1"	0.0707791561508986	0.0515264307631194	0	"ES0"	"1"
180.937	"ES0_1"	0	-0.527866421517448	-0.00894626255588465	"ES0"	"1"
181.076	"ES0_1"	0	-0.532307114268682	-0.00823265597744625	"ES0"	"1"
181.101	"ES0_1"	0	-0.532307114268682	-0.00827030710424057	"ES0"	"1"
181.159	"ES0_1"	0	-0.536912701634512	-0.0091989299299968	"ES0"	"1"
181.17	"ES0_1"	0	-0.536912701634512	-0.00845171231014092	"ES0"	"1"
182.109	"ES0_1"	0	-0.105728478055245	-0.0548442838735893	"ES0"	"1"
183.047	"ES0_1"	-0.0577749190975503	-0.0682140636021995	0	"ES0"	"1"
183.08	"ES0_1"	-0.055260355023348	-0.0682140636021995	0	"ES0"	"1"
186.14	"ES0_1"	0.0670535614767327	0	0	"ES0"	"1"
187.148	"ES0_1"	-0.0361770767328204	0	0	"ES0"	"1"
