"m.z"	"variable"	"d0_log10FC"	"d6_log10FC"	"d12_log10FC"	"ES"	"replication"
153.07	"ES0_3"	0.0226205551877173	0.0327541512305413	-0.00928649175793487	"ES0"	"3"
153.127	"ES0_3"	0.0263667281051795	0.0329081412178831	-0.0154146923854686	"ES0"	"3"
153.151	"ES0_3"	0.0263667281051795	0.030938269177145	-0.0184143640174145	"ES0"	"3"
153.98	"ES0_3"	0.052948329028125	0	0.267444612158082	"ES0"	"3"
155.086	"ES0_3"	0.0158040374778725	0	0	"ES0"	"3"
155.107	"ES0_3"	0.0186524550670679	0	0	"ES0"	"3"
155.142	"ES0_3"	0.0215551748134844	0	0	"ES0"	"3"
157.159	"ES0_3"	0	0.0747932834309571	0	"ES0"	"3"
159.174	"ES0_3"	0.170992428415252	0.48508135255176	-0.0755343330654656	"ES0"	"3"
161.132	"ES0_3"	0.0061234588060307	0.0633632540558922	0	"ES0"	"3"
162.128	"ES0_3"	0.140046154871042	0	0.060171387283943	"ES0"	"3"
163.063	"ES0_3"	0.0420322450264817	0.049935942342329	0	"ES0"	"3"
163.075	"ES0_3"	0.0389691017525861	0.0530436084247615	0	"ES0"	"3"
163.099	"ES0_3"	0.0389691017525861	0.0530436084247615	0	"ES0"	"3"
163.123	"ES0_3"	0.0423447377468095	0.0597524540022403	0	"ES0"	"3"
163.136	"ES0_3"	0.0423447377468095	0.0597524540022403	0	"ES0"	"3"
163.148	"ES0_3"	0.0423447377468095	0.0566668674389632	0	"ES0"	"3"
165.091	"ES0_3"	0.0348591155627469	0.0969940889897155	0	"ES0"	"3"
165.985	"ES0_3"	-0.0644023140160348	0.0696142497286361	-0.0297069268330303	"ES0"	"3"
166.062	"ES0_3"	-0.0790018225863232	0.0507164525013529	-0.0626313386781172	"ES0"	"3"
166.078	"ES0_3"	-0.0931264652779296	0.0507164525013529	-0.0626313386781172	"ES0"	"3"
166.135	"ES0_3"	-0.111259039317107	0.0696142497286361	-0.0626313386781172	"ES0"	"3"
167.07	"ES0_3"	0	0	0.0255854773310237	"ES0"	"3"
167.086	"ES0_3"	0	0	0.0255854773310237	"ES0"	"3"
174.14	"ES0_3"	0.0309786538966677	0.031212744550437	0.00580357609924026	"ES0"	"3"
175.148	"ES0_3"	0.0456379160880301	-0.0111811673808583	-0.0453835822449371	"ES0"	"3"
178.062	"ES0_3"	0.171856871386901	0.352182518111362	-0.0719856699112013	"ES0"	"3"
178.123	"ES0_3"	0.185106157642037	0.345078658160848	0	"ES0"	"3"
179.086	"ES0_3"	0.110716008979262	0.152452824382989	0	"ES0"	"3"
179.107	"ES0_3"	0.119413060203655	0.141271657002131	0	"ES0"	"3"
179.128	"ES0_3"	0.119413060203655	0.160598398715578	0	"ES0"	"3"
179.929	"ES0_3"	-0.0547269828056795	0.0269226428228806	0.138608647091864	"ES0"	"3"
180.081	"ES0_3"	0	0	0.150904925068401	"ES0"	"3"
180.093	"ES0_3"	0	0	0.169802722295684	"ES0"	"3"
180.151	"ES0_3"	0	0	0.129316482654719	"ES0"	"3"
180.937	"ES0_3"	0.27664135887756	0.64667088195169	0	"ES0"	"3"
181.076	"ES0_3"	0.277239095415825	0.645430557354456	0	"ES0"	"3"
181.101	"ES0_3"	0.277879302548057	0.644973051561948	0	"ES0"	"3"
181.159	"ES0_3"	0.281104830023634	0.643696054916923	0	"ES0"	"3"
181.17	"ES0_3"	0.281104830023634	0.643696054916923	0	"ES0"	"3"
182.109	"ES0_3"	0.0194381092701747	0.473468630313213	0	"ES0"	"3"
183.047	"ES0_3"	0	0.0855696281390634	0.00587257781809393	"ES0"	"3"
183.08	"ES0_3"	0	0.0827100656637337	0.00587257781809393	"ES0"	"3"
186.14	"ES0_3"	-0.0253955739059615	-0.0468045244321468	-0.0269226428228806	"ES0"	"3"
187.148	"ES0_3"	0.0569142926234848	-0.158999851586947	-0.0106998453435436	"ES0"	"3"
188.937	"ES0_3"	-0.0793307707459183	0.169802722295684	0.255172793363251	"ES0"	"3"
189.164	"ES0_3"	-0.0478881300683231	0.146608715840096	0.204456340861898	"ES0"	"3"
191.143	"ES0_3"	0.062161700224633	0.21734087240174	0.0884104852476856	"ES0"	"3"
192.093	"ES0_3"	0	0.108382326236954	0.172740851064766	"ES0"	"3"
193.101	"ES0_3"	0.115487328518556	0.172305926060929	0.0805718239237805	"ES0"	"3"
193.122	"ES0_3"	0.10997689135706	0.181223835688472	0.0820122651213171	"ES0"	"3"
194.154	"ES0_3"	0.0200286548520118	0.245956460218833	0.0106998453435436	"ES0"	"3"
195.065	"ES0_3"	0.0143507361264801	0.0899284226689153	0	"ES0"	"3"
195.138	"ES0_3"	0	0.0607855657825805	0	"ES0"	"3"
197.132	"ES0_3"	0.0379312633279979	0.0569142926234848	0	"ES0"	"3"
199.148	"ES0_3"	0.0218622549958186	-0.0463255671386028	0.0401682626347545	"ES0"	"3"
201.139	"ES0_3"	0.00716033559058842	-0.0512785714062406	0.002480803500573	"ES0"	"3"
201.233	"ES0_3"	0.00719430085857981	-0.0473000387351154	0.002480803500573	"ES0"	"3"
203.086	"ES0_3"	0.0629040052737297	-0.0458572023007304	-0.0547269828056795	"ES0"	"3"
203.154	"ES0_3"	0.0511058065346913	-0.0438315695246367	-0.109037697578949	"ES0"	"3"
204.187	"ES0_3"	0	0.035538325378989	0.113011500635192	"ES0"	"3"
205.157	"ES0_3"	0.106520325598919	-0.0385936204053473	0	"ES0"	"3"
205.195	"ES0_3"	0.127907137303311	-0.0124873143502568	0	"ES0"	"3"
211.148	"ES0_3"	0.0553000501361905	0.155505121562717	0.0355964859239373	"ES0"	"3"
228.093	"ES0_3"	0	0.198850222390368	0.0322835002027098	"ES0"	"3"
228.269	"ES0_3"	0	0.197023962557852	0.0362651987307951	"ES0"	"3"
237.164	"ES0_3"	-0.0374826119638173	0.0428244727815153	0	"ES0"	"3"
239.007	"ES0_3"	0	0	0.0696142497286361	"ES0"	"3"
239.179	"ES0_3"	0	0	0.0857645251963363	"ES0"	"3"
150	"ES0_3"	0.0299934748576541	0.116306495544941	0.0268696854527882	"ES0"	"3"
17.026	"ES0.5_1"	-0.0470153871494178	-0.00533815930279184	0.00187813712698455	"ES0.5"	"1"
18.01	"ES0.5_1"	-0.0255484841538902	-0.00766637986038774	-0.0042585730840047	"ES0.5"	"1"
18.034	"ES0.5_1"	-0.0253996289810386	-0.00773931522935931	-0.00411275202028881	"ES0.5"	"1"
19.018	"ES0.5_1"	-0.000137545394724016	0.00154426585006744	-0.00204086484262326	"ES0.5"	"1"
21.022	"ES0.5_1"	-0.00479292703318732	0.00134471814447967	-0.000631237932799409	"ES0.5"	"1"
26.015	"ES0.5_1"	-0.0639891331356231	-0.0223226316294987	0.00863401189577691	"ES0.5"	"1"
27.01	"ES0.5_1"	-0.0530179306978663	0.0794192452714631	-0.0260916453136301	"ES0.5"	"1"
27.994	"ES0.5_1"	-0.00990240981556221	-0.0433998267176588	-0.0224331073525055	"ES0.5"	"1"
28.006	"ES0.5_1"	-0.00645085970099427	-0.043933022611607	-0.0230165925580089	"ES0.5"	"1"
28.018	"ES0.5_1"	-0.00432442837064036	-0.0409216861506721	-0.0236878203759944	"ES0.5"	"1"
28.031	"ES0.5_1"	-0.000865831909880401	-0.0430408743882594	-0.0235985723180297	"ES0.5"	"1"
29.002	"ES0.5_1"	-0.0479719018468176	-0.00479737891959609	0.00010183800348637	"ES0.5"	"1"
29.013	"ES0.5_1"	-0.0479522919449534	-0.00480765684117526	0.000119937927168083	"ES0.5"	"1"
29.026	"ES0.5_1"	-0.047961703802188	-0.00482250439844378	0.000143932078741945	"ES0.5"	"1"
29.039	"ES0.5_1"	-0.0479352338506921	-0.00480344550674648	0.000127355709829035	"ES0.5"	"1"
29.997	"ES0.5_1"	-0.0139591171255287	-0.00883735237068878	-0.0015658778570056	"ES0.5"	"1"
30.021	"ES0.5_1"	-0.0139388723978619	-0.00883881121122257	-0.00158040079485005	"ES0.5"	"1"
30.034	"ES0.5_1"	-0.0139216186790411	-0.00886949409193337	-0.00156471197979564	"ES0.5"	"1"
30.046	"ES0.5_1"	-0.0138676091932942	-0.00886722195728647	-0.00152723181968162	"ES0.5"	"1"
31.005	"ES0.5_1"	-0.0661551206553109	0.0220257664535859	-0.0526155489524557	"ES0.5"	"1"
31.018	"ES0.5_1"	-0.0659298381878341	0.0226624976382419	-0.052864656548929	"ES0.5"	"1"
31.029	"ES0.5_1"	-0.0647986541200094	0.0220039322465095	-0.0529029974641057	"ES0.5"	"1"
31.042	"ES0.5_1"	-0.0629947279078397	0.0217449661514038	-0.0527245240152502	"ES0.5"	"1"
31.054	"ES0.5_1"	-0.0641929325268194	0.0238216175389669	-0.0536094227953853	"ES0.5"	"1"
31.989	"ES0.5_1"	-0.0217325866494582	-0.0235155689417494	-0.00221240735791386	"ES0.5"	"1"
32.049	"ES0.5_1"	-0.0216427452116382	-0.023517693401346	-0.00197739975713415	"ES0.5"	"1"
32.989	"ES0.5_1"	-0.0331789487461423	0.175644194993174	-0.075427573152621	"ES0.5"	"1"
32.989	"ES0.5_1"	-0.0331789487461423	0.175653053375036	-0.0754326854867173	"ES0.5"	"1"
32.997	"ES0.5_1"	-0.0331038249250811	0.175761182693957	-0.0753950829581422	"ES0.5"	"1"
33.033	"ES0.5_1"	-0.0331304438410564	0.175782811202721	-0.0753551685714611	"ES0.5"	"1"
33.045	"ES0.5_1"	-0.033142315154847	0.175784726382247	-0.0753301369027196	"ES0.5"	"1"
33.987	"ES0.5_1"	-0.0215697213409346	0.0709523478231289	-0.0388662717803592	"ES0.5"	"1"
33.997	"ES0.5_1"	-0.0212213229510018	0.0711651465411901	-0.0388177137566439	"ES0.5"	"1"
34.005	"ES0.5_1"	-0.0211895372608063	0.0713829311833391	-0.038912978027723	"ES0.5"	"1"
34.995	"ES0.5_1"	-0.0359899564401103	0.138249137768865	-0.0824841591386156	"ES0.5"	"1"
35.005	"ES0.5_1"	-0.0350723631872787	0.142346705245551	-0.0793017327960473	"ES0.5"	"1"
35.976	"ES0.5_1"	-0.0579830546982425	0.0869503688554795	0.0348866413540238	"ES0.5"	"1"
36.984	"ES0.5_1"	0.101731978946471	0.0160520587293814	-0.00131224390987895	"ES0.5"	"1"
37.028	"ES0.5_1"	0.101807837236601	0.0161498420664335	-0.00134821978492077	"ES0.5"	"1"
41.002	"ES0.5_1"	-0.0508259313024508	0.0793978571933147	0.0208322555129558	"ES0.5"	"1"
41.026	"ES0.5_1"	-0.0505345638533879	0.0793973428982386	0.0207172398040008	"ES0.5"	"1"
41.039	"ES0.5_1"	-0.0504784639880424	0.0793308837939387	0.0205513842463678	"ES0.5"	"1"
42.034	"ES0.5_1"	-0.066178929129354	-0.0781430017422874	0.0615102969533954	"ES0.5"	"1"
43.018	"ES0.5_1"	-0.0150051517130153	0.0843671141760584	0.214174341245942	"ES0.5"	"1"
43.054	"ES0.5_1"	-0.0145931979638209	0.0852299790681114	0.214040264557572	"ES0.5"	"1"
43.989	"ES0.5_1"	-0.021873155247675	0.0185930500922917	0.116285965764999	"ES0.5"	"1"
44.001	"ES0.5_1"	-0.0216455599553661	0.0190592640991173	0.115386315364916	"ES0.5"	"1"
44.062	"ES0.5_1"	-0.0164258043235141	0.0225748186284162	0.115956674550413	"ES0.5"	"1"
44.997	"ES0.5_1"	-0.0920986784942236	0.37447914440382	0.088343300790184	"ES0.5"	"1"
45.033	"ES0.5_1"	-0.0922941169145545	0.374661586812555	0.0884292637242873	"ES0.5"	"1"
45.992	"ES0.5_1"	-0.0550555472451097	0.115055834335551	0.0559551492632351	"ES0.5"	"1"
46.021	"ES0.5_1"	-0.0551701955235545	0.115674259243161	0.0567167137409561	"ES0.5"	"1"
47.013	"ES0.5_1"	0.0187938184290478	0.0218248602749289	-0.0286067052287665	"ES0.5"	"1"
47.037	"ES0.5_1"	0.0183804860583501	0.0219996892858042	-0.028407845327017	"ES0.5"	"1"
47.049	"ES0.5_1"	0.0184730223324217	0.0217495964226922	-0.0280034234147288	"ES0.5"	"1"
47.06	"ES0.5_1"	0.0189769015431129	0.0216727738371389	-0.0280235354112359	"ES0.5"	"1"
47.984	"ES0.5_1"	-0.0738069694708179	-0.00783552635832244	0.00371434631665425	"ES0.5"	"1"
49.011	"ES0.5_1"	-0.103766616568917	0.129785070403189	-0.0809305279131634	"ES0.5"	"1"
49.992	"ES0.5_1"	0.0110907203020243	-0.00505489099726788	0.071931471438881	"ES0.5"	"1"
51	"ES0.5_1"	0.0881947811098444	0.142019191079418	-0.0925854842141862	"ES0.5"	"1"
52.012	"ES0.5_1"	-0.083832242222806	-0.0615235558878691	0.0868331228421893	"ES0.5"	"1"
52.018	"ES0.5_1"	-0.083832242222806	-0.077716507789351	0.0903383606909203	"ES0.5"	"1"
53.026	"ES0.5_1"	-0.050812202622242	0.045243163446036	-0.0730900594950935	"ES0.5"	"1"
53.939	"ES0.5_1"	0.0508164036177992	0.0881681174982282	-0.214291949610981	"ES0.5"	"1"
54.046	"ES0.5_1"	0.0213367299401999	0.0550729843304506	-0.195900360421682	"ES0.5"	"1"
54.947	"ES0.5_1"	-0.0328686316329038	0.0626539510333124	-0.085362147529032	"ES0.5"	"1"
57.033	"ES0.5_1"	-0.0255117646001163	0.0921099024519299	0.0469186075538382	"ES0.5"	"1"
57.07	"ES0.5_1"	-0.0260896259675818	0.0921093271946193	0.0471847616890512	"ES0.5"	"1"
59.049	"ES0.5_1"	-0.132765219902372	-0.285047828099035	0.00623248286405546	"ES0.5"	"1"
59.086	"ES0.5_1"	-0.132675870173159	-0.285046833950764	0.00626857182642719	"ES0.5"	"1"
61.028	"ES0.5_1"	-0.0398570552643617	0.0945492251638154	0.230763204494412	"ES0.5"	"1"
61.065	"ES0.5_1"	-0.0397714527813783	0.0945016670440683	0.23071484741705	"ES0.5"	"1"
62.995	"ES0.5_1"	0.0116150068313203	0.328116465455736	0.0173722281803539	"ES0.5"	"1"
63.026	"ES0.5_1"	0.0114480407282137	0.328626998241227	0.0168207898340216	"ES0.5"	"1"
64.003	"ES0.5_1"	-0.157000254305213	0.143362753478044	0.011209334304164	"ES0.5"	"1"
65.02	"ES0.5_1"	-0.0462782979165264	0.178079164603621	0.0569731517648234	"ES0.5"	"1"
68.049	"ES0.5_1"	0.121033686054762	0.252067902737564	-0.0956922089299139	"ES0.5"	"1"
69.033	"ES0.5_1"	-0.00215189366974685	0.0348138189205109	0.00741268639349698	"ES0.5"	"1"
69.07	"ES0.5_1"	-0.00200163447759812	0.0357078271061096	0.00762561052511058	"ES0.5"	"1"
71.049	"ES0.5_1"	0.0531403753313894	0.11921106674801	0.0277877767840154	"ES0.5"	"1"
71.086	"ES0.5_1"	0.0540538884218208	0.118929083025835	0.0275216125293102	"ES0.5"	"1"
73.065	"ES0.5_1"	-0.172343864302421	0.10469195616792	-0.0328919593686832	"ES0.5"	"1"
75.044	"ES0.5_1"	-0.043954817297792	0.0914712495464561	0.481040225980975	"ES0.5"	"1"
75.068	"ES0.5_1"	-0.0440236954299628	0.0913829203610621	0.481371546256588	"ES0.5"	"1"
77.06	"ES0.5_1"	-0.0657435355414193	-0.0372731316819527	-0.0516441356445949	"ES0.5"	"1"
78.046	"ES0.5_1"	-0.0253821727446007	-0.0449174133443294	-0.0269044187569467	"ES0.5"	"1"
79.054	"ES0.5_1"	-1.66495229717474e-05	0.0444817889709175	0.0419744572550379	"ES0.5"	"1"
80.049	"ES0.5_1"	-0.0783814401458786	-0.0347621062592119	-0.00386042081323812	"ES0.5"	"1"
81.07	"ES0.5_1"	0.056695369365727	0.211421131750986	-0.49098800341254	"ES0.5"	"1"
82.078	"ES0.5_1"	-0.024420151757421	0.0828955923642791	-0.378506908699833	"ES0.5"	"1"
82.989	"ES0.5_1"	-0.0122852521537419	0.0566285938405056	-0.0849918475822462	"ES0.5"	"1"
83.01	"ES0.5_1"	-0.0122816341227022	0.0563299759345921	-0.084229067802137	"ES0.5"	"1"
83.049	"ES0.5_1"	-0.011902730213753	0.0566640276657558	-0.0847635533193192	"ES0.5"	"1"
83.086	"ES0.5_1"	-0.00899095831784016	0.0572083175023894	-0.0840835446893543	"ES0.5"	"1"
83.911	"ES0.5_1"	-0.032575962119903	-0.0461758695287016	-0.0414721663647051	"ES0.5"	"1"
84.081	"ES0.5_1"	0.020043785804017	-0.0334317251801119	-0.0218802008428023	"ES0.5"	"1"
84.919	"ES0.5_1"	0.256547477833017	0.326794805584262	-0.0707365575355365	"ES0.5"	"1"
85.065	"ES0.5_1"	0.274184245627952	0.328169794529758	-0.0660282489527821	"ES0.5"	"1"
85.101	"ES0.5_1"	0.284027275912586	0.329404430235782	-0.0647491376436169	"ES0.5"	"1"
86.036	"ES0.5_1"	0.154735212246354	0.191830276002606	-0.0707001515103905	"ES0.5"	"1"
86.06	"ES0.5_1"	0.155949385972803	0.190457418648698	-0.0709253927532613	"ES0.5"	"1"
86.096	"ES0.5_1"	0.158015195409886	0.188203926347449	-0.0707455847403469	"ES0.5"	"1"
87.044	"ES0.5_1"	-0.0567916426207391	0.123075921629783	-0.041160553441314	"ES0.5"	"1"
87.08	"ES0.5_1"	-0.056880294176971	0.121369961340449	-0.0405520007461347	"ES0.5"	"1"
88.112	"ES0.5_1"	-0.0719729941691818	0.159140148602442	0.0120502381822651	"ES0.5"	"1"
89.023	"ES0.5_1"	0.00294759530619138	0.0843858164127248	0.0506763529166534	"ES0.5"	"1"
89.042	"ES0.5_1"	0.00291712227502961	0.0847055343131903	0.0506140412943016	"ES0.5"	"1"
89.06	"ES0.5_1"	0.00297574780636701	0.0842925795305384	0.0506811826193624	"ES0.5"	"1"
89.096	"ES0.5_1"	0.00321137329154005	0.0843731773420106	0.0505749327059475	"ES0.5"	"1"
90.055	"ES0.5_1"	0.00111246195876517	0.00903049002681373	0.0859824300678876	"ES0.5"	"1"
91.039	"ES0.5_1"	-0.0611583297014869	-0.00555838977552653	0.0180621328380946	"ES0.5"	"1"
91.05	"ES0.5_1"	-0.0618347640711195	-0.00651736434775888	0.0185439796187104	"ES0.5"	"1"
91.058	"ES0.5_1"	-0.0616353999478107	-0.00716275378836222	0.0185615986448798	"ES0.5"	"1"
92.062	"ES0.5_1"	-0.0446943892597569	-0.066430631551378	-0.025536802307992	"ES0.5"	"1"
93.033	"ES0.5_1"	-0.0254112841637529	-0.069237005113351	-0.0422073403811218	"ES0.5"	"1"
93.07	"ES0.5_1"	-0.0252743525242606	-0.0692674478944654	-0.0422517018057887	"ES0.5"	"1"
94.041	"ES0.5_1"	-0.0284674342551221	-0.0685395918745145	-0.0150060276666432	"ES0.5"	"1"
95.049	"ES0.5_1"	0.00518478099833471	0.0848612836228303	-0.235790646888938	"ES0.5"	"1"
95.086	"ES0.5_1"	0.00668643782509235	0.0857434079808791	-0.235481705398476	"ES0.5"	"1"
96.057	"ES0.5_1"	-0.06326718183298	0.114145162013955	-0.158970322120156	"ES0.5"	"1"
97.04	"ES0.5_1"	-0.0127175090994755	0.0517984036567682	-0.111373918328347	"ES0.5"	"1"
97.065	"ES0.5_1"	-0.0117833412153005	0.0511525224473814	-0.109464035417003	"ES0.5"	"1"
97.101	"ES0.5_1"	-0.0136798122675747	0.0532779586045751	-0.106796160618288	"ES0.5"	"1"
97.967	"ES0.5_1"	-0.0958111008867738	0.00699362104600428	-0.282715919883731	"ES0.5"	"1"
98.975	"ES0.5_1"	0.0541932285987879	0.106906827453447	0.0628619033367278	"ES0.5"	"1"
99.08	"ES0.5_1"	0.053947046325384	0.104324469749259	0.0620741119852386	"ES0.5"	"1"
99.092	"ES0.5_1"	0.0533775023447446	0.104324469749259	0.0620741119852386	"ES0.5"	"1"
99.104	"ES0.5_1"	0.0534434102665244	0.104324469749259	0.062971672276371	"ES0.5"	"1"
99.117	"ES0.5_1"	0.0555415671875217	0.105519427596808	0.0637623770590212	"ES0.5"	"1"
101.06	"ES0.5_1"	-1.44492699396708e-05	0.0371036884048179	0.0147150103836963	"ES0.5"	"1"
101.096	"ES0.5_1"	0.00139085621487732	0.0382549261019874	0.017685270092059	"ES0.5"	"1"
102.025	"ES0.5_1"	-0.0182664211869247	-0.041370454118221	0.0226965538722936	"ES0.5"	"1"
102.068	"ES0.5_1"	-0.0182664211869247	-0.0564479396879064	0.0188701460192407	"ES0.5"	"1"
102.104	"ES0.5_1"	-0.0114985808111749	-0.0569379290989246	0.0226965538722936	"ES0.5"	"1"
102.128	"ES0.5_1"	-0.0159586403628081	-0.0605611881131263	0.0149731214628768	"ES0.5"	"1"
103.032	"ES0.5_1"	0.0329998056234178	0.112876066510568	-0.0521334004443631	"ES0.5"	"1"
103.042	"ES0.5_1"	0.0324468063277815	0.11424731469332	-0.0530632167338031	"ES0.5"	"1"
103.075	"ES0.5_1"	0.0307428229558441	0.112876066510568	-0.0539667619151143	"ES0.5"	"1"
103.112	"ES0.5_1"	0.0300893887139484	0.112444318962782	-0.0552253436925007	"ES0.5"	"1"
103.123	"ES0.5_1"	0.0300893887139484	0.112444318962782	-0.0546118429261959	"ES0.5"	"1"
104.047	"ES0.5_1"	0.000151137806259415	0.109120744616567	-0.0273363610779905	"ES0.5"	"1"
104.049	"ES0.5_1"	0.000151137806259415	0.109120744616567	-0.0273363610779905	"ES0.5"	"1"
104.062	"ES0.5_1"	0.0147438707604246	0.0915801414261883	-0.0330835759914144	"ES0.5"	"1"
105.037	"ES0.5_1"	-0.0297277695999746	0.0520761784288321	0.153446042853284	"ES0.5"	"1"
105.057	"ES0.5_1"	-0.0295537749390639	0.052745219547171	0.153931169563446	"ES0.5"	"1"
105.07	"ES0.5_1"	-0.0295537749390639	0.0523880694596882	0.154137697974884	"ES0.5"	"1"
106.078	"ES0.5_1"	0	0.0233883077962048	0.34788972928454	"ES0.5"	"1"
107.049	"ES0.5_1"	0.0193680104513039	0.149487025810718	0.496774835499608	"ES0.5"	"1"
107.086	"ES0.5_1"	0.0198369887555604	0.148697847659381	0.49615931959965	"ES0.5"	"1"
108.057	"ES0.5_1"	0.0516451753850099	0.0542248454762948	0.30511030266598	"ES0.5"	"1"
108.081	"ES0.5_1"	0.0558316868262703	0.0542248454762948	0.304062010608689	"ES0.5"	"1"
108.093	"ES0.5_1"	0.0583398755789286	0.0572453800213961	0.310320243352059	"ES0.5"	"1"
109.065	"ES0.5_1"	-0.0782266610796101	0.048742560069118	0	"ES0.5"	"1"
109.076	"ES0.5_1"	-0.0792191878971594	0.048742560069118	0.000313662683995653	"ES0.5"	"1"
109.089	"ES0.5_1"	-0.0780967785201532	0.0507118284893538	9.50825895552913e-06	"ES0.5"	"1"
109.101	"ES0.5_1"	-0.0756662380096713	0.0500375889098736	-0.000608522011324288	"ES0.5"	"1"
110.06	"ES0.5_1"	-0.0798147242539869	-0.00638822211336272	-0.0374702798330851	"ES0.5"	"1"
110.073	"ES0.5_1"	-0.0843208857000359	-0.00638822211336272	-0.0347024107907113	"ES0.5"	"1"
110.084	"ES0.5_1"	-0.0879231415574531	-0.00638822211336272	-0.0347024107907113	"ES0.5"	"1"
110.109	"ES0.5_1"	-0.0843208857000359	0.0126636975949467	-0.0319520704250208	"ES0.5"	"1"
111.08	"ES0.5_1"	-0.00953820023922273	0.043608870218978	-0.0257938144174296	"ES0.5"	"1"
111.092	"ES0.5_1"	-0.0104689770619715	0.043608870218978	-0.0245126515607549	"ES0.5"	"1"
111.104	"ES0.5_1"	-0.0123512747398242	0.0420234904729223	-0.0245126515607549	"ES0.5"	"1"
111.117	"ES0.5_1"	-0.0123780979906677	0.0420234904729223	-0.0257938144174296	"ES0.5"	"1"
112.007	"ES0.5_1"	-0.140365141812818	0.0421385398090835	-0.0755161349583026	"ES0.5"	"1"
112.052	"ES0.5_1"	-0.15594855545955	0.0489165056657464	-0.0798025140254663	"ES0.5"	"1"
112.088	"ES0.5_1"	-0.161831536818703	0.0275597677194208	-0.0804143643304206	"ES0.5"	"1"
112.112	"ES0.5_1"	-0.157228173606408	0.0273363610779906	-0.0840773864202251	"ES0.5"	"1"
113.015	"ES0.5_1"	0.000102690321322536	0.117130793652258	-0.0792202329395136	"ES0.5"	"1"
113.06	"ES0.5_1"	0.00450686997471561	0.116176345202564	-0.0794846097512813	"ES0.5"	"1"
113.096	"ES0.5_1"	0.00232170558979134	0.120306755262694	-0.0814171526679532	"ES0.5"	"1"
113.107	"ES0.5_1"	0.00119344532894513	0.122142128229523	-0.079533519541513	"ES0.5"	"1"
114.091	"ES0.5_1"	0.00890285624133649	-0.00579628359606706	0.0606262199018258	"ES0.5"	"1"
114.128	"ES0.5_1"	0.00765331182414398	-0.00720049047978767	0.057616923262352	"ES0.5"	"1"
115.075	"ES0.5_1"	-0.0143213653240918	-5.82203207391794e-05	-0.0595935804168294	"ES0.5"	"1"
115.112	"ES0.5_1"	-0.0183294395116813	-0.00192540355707131	-0.0549559000097963	"ES0.5"	"1"
115.123	"ES0.5_1"	-0.0183294395116813	-0.00192540355707131	-0.0549559000097963	"ES0.5"	"1"
116.143	"ES0.5_1"	0.0924823644686366	0.0435331255771892	-0.125078899424396	"ES0.5"	"1"
117.07	"ES0.5_1"	0.045798919014575	0.0229045383363712	0.0729918935671301	"ES0.5"	"1"
117.078	"ES0.5_1"	0.0458473257668501	0.0229045383363712	0.0723432967048855	"ES0.5"	"1"
117.091	"ES0.5_1"	0.0462160750837634	0.0229045383363712	0.0743295346429036	"ES0.5"	"1"
117.102	"ES0.5_1"	0.0470039716322847	0.0229151072981643	0.0779949855312785	"ES0.5"	"1"
117.127	"ES0.5_1"	0.0490287019333257	0.0258587641105548	0.0838565183429106	"ES0.5"	"1"
118.065	"ES0.5_1"	0.128710214384237	0	-0.0655140642672155	"ES0.5"	"1"
118.078	"ES0.5_1"	0.128710214384237	-0.00528224809805512	-0.0655140642672155	"ES0.5"	"1"
118.081	"ES0.5_1"	0.128710214384237	-0.00528224809805512	-0.0655140642672155	"ES0.5"	"1"
118.086	"ES0.5_1"	0.128710214384237	-0.010629535128031	-0.0655140642672155	"ES0.5"	"1"
119.06	"ES0.5_1"	0.0680115449351174	0.146136972790091	0.0756834488364397	"ES0.5"	"1"
119.086	"ES0.5_1"	0.0664458341768661	0.150222557783461	0.0750122399116654	"ES0.5"	"1"
120.081	"ES0.5_1"	-0.159844568083737	0.0707196146917092	0.0132527323393167	"ES0.5"	"1"
121.052	"ES0.5_1"	-0.00488972817930421	0.0699102897801413	0.0757118506949848	"ES0.5"	"1"
121.065	"ES0.5_1"	-0.00488168798521866	0.0692565086235614	0.0748601360492084	"ES0.5"	"1"
121.089	"ES0.5_1"	-0.00242180520554589	0.0692565086235614	0.0712247915210044	"ES0.5"	"1"
121.101	"ES0.5_1"	-0.00284152094256903	0.0684897963301473	0.0715635338530078	"ES0.5"	"1"
122.06	"ES0.5_1"	0.0489167060574829	-0.0469472866244429	-0.135163917157304	"ES0.5"	"1"
122.084	"ES0.5_1"	0.0489167060574829	-0.0475859378039346	-0.141185427580244	"ES0.5"	"1"
122.096	"ES0.5_1"	0.0489167060574829	-0.0475859378039346	-0.138925276573964	"ES0.5"	"1"
123.092	"ES0.5_1"	-0.0361150926739815	0.0455638982840887	0.0291550618638183	"ES0.5"	"1"
124.039	"ES0.5_1"	0.0873637456675874	-0.00869705122439386	0.0310084572920933	"ES0.5"	"1"
124.057	"ES0.5_1"	0.101255408167508	-0.00869705122439386	0	"ES0.5"	"1"
125.042	"ES0.5_1"	-0.0305975387023334	-0.0119093681152726	-0.0326835857604459	"ES0.5"	"1"
125.06	"ES0.5_1"	-0.0293901162546749	-0.0119093681152726	-0.0326835857604459	"ES0.5"	"1"
125.071	"ES0.5_1"	-0.0305975387023334	-0.0138527951341471	-0.030953013174958	"ES0.5"	"1"
