"m.z"	"variable"	"d0_value"	"d6_value"	"d12_value"	"ES"	"replication"	"d0_log10value"	"d6_log10value"	"d12_log10value"
17.026	"ES0_1"	134.575	123.853	104.247	"ES0"	"1"	2.13217961310749	2.09639898215227	2.02220972539118
18.01	"ES0_1"	7908.244	7599.745	6259.136	"ES0"	"1"	3.8981349737228	3.88085616248235	3.79658376825962
18.034	"ES0_1"	7938.755	7610.995	6262.563	"ES0"	"1"	3.89980710144603	3.88149849434526	3.79682144999034
19.018	"ES0_1"	527177.062	514781.187	544524.5	"ES0"	"1"	5.72195732922142	5.71162351060715	5.73601822247559
21.022	"ES0_1"	1838.543	1946.067	1603.648	"ES0"	"1"	3.26470994408041	3.28938089616803	3.20537977915611
26.015	"ES0_1"	7.267	6.266	4.909	"ES0"	"1"	0.917347937627772	0.861295393526696	0.771513989979666
27.01	"ES0_1"	59.265	24.342	26.083	"ES0"	"1"	1.78006516089736	1.4038408865809	1.4326967697355
27.994	"ES0_1"	31.053	30.536	23.014	"ES0"	"1"	1.50586868354195	1.49880660693537	1.38046450629772
28.006	"ES0_1"	30.891	30.569	22.949	"ES0"	"1"	1.50366813754565	1.49926082511805	1.37928738399071
28.018	"ES0_1"	31.149	30.504	22.852	"ES0"	"1"	1.50716746866813	1.49836569879404	1.3775248006737
28.031	"ES0_1"	31.214	30.439	22.852	"ES0"	"1"	1.50804465434688	1.49746872370997	1.3775248006737
29.002	"ES0_1"	4960.673	5006.738	4071.655	"ES0"	"1"	3.69562813861914	3.69964159893025	3.6098776219833
29.013	"ES0_1"	4961.67	5007.109	4071.486	"ES0"	"1"	3.69571539711069	3.69967377259522	3.60985960000739
29.026	"ES0_1"	4962.187	5006.532	4071.479	"ES0"	"1"	3.69576063859409	3.69962373327845	3.60985885351888
29.039	"ES0_1"	4962.236	5005.556	4070.843	"ES0"	"1"	3.69576492622713	3.69953907825731	3.60979102435126
29.997	"ES0_1"	3583.919	3664.489	2931.829	"ES0"	"1"	3.55447934738166	3.56413192054202	3.46728674197088
30.021	"ES0_1"	3583.66	3664.173	2931.736	"ES0"	"1"	3.55444796973149	3.56409447861484	3.46727297027563
30.034	"ES0_1"	3583.518	3663.319	2930.877	"ES0"	"1"	3.55443076557881	3.56399327446885	3.46714574654829
30.046	"ES0_1"	3582.365	3660.723	2928.819	"ES0"	"1"	3.55429104746624	3.56368548793904	3.46684079109496
31.005	"ES0_1"	226.105	166.891	142.392	"ES0"	"1"	2.35622669586001	2.22502741588135	2.15652492223295
31.018	"ES0_1"	226.816	167.021	142.328	"ES0"	"1"	2.35758422223515	2.22536356514346	2.15633104076459
31.029	"ES0_1"	226.848	166.698	142.231	"ES0"	"1"	2.35764522079305	2.22452788315383	2.1560370240605
31.042	"ES0_1"	226.719	165.569	141.844	"ES0"	"1"	2.35739926799286	2.22159417845332	2.15486200305536
31.054	"ES0_1"	226.171	162.987	141.037	"ES0"	"1"	2.3563528897862	2.21480942090109	2.15240149088102
31.989	"ES0_1"	62651.676	64545.156	51999.316	"ES0"	"1"	4.79693962516599	4.80987038327636	4.71600598280094
32.049	"ES0_1"	62616.289	64472.762	51882.109	"ES0"	"1"	4.79669426101601	4.80938301173699	4.71502599249085
32.989	"ES0_1"	25144.932	12708.12	16163.309	"ES0"	"1"	4.40046773679354	4.10411548034353	4.20855714390574
32.989	"ES0_1"	25144.932	12707.539	16163.115	"ES0"	"1"	4.40046773679354	4.10409562602933	4.20855193158054
32.997	"ES0_1"	25211.631	12713.738	16164.115	"ES0"	"1"	4.4016181677376	4.10430741552812	4.20857879856637
33.033	"ES0_1"	25242.264	12714.565	16161.961	"ES0"	"1"	4.40214550927019	4.10433566226483	4.20852092501303
33.045	"ES0_1"	25240.496	12712.152	16158.929	"ES0"	"1"	4.40211509087683	4.10425323949942	4.20843944833362
33.987	"ES0_1"	590.912	433.1	426.963	"ES0"	"1"	2.77225714463642	2.6375897858387	2.63140622324112
33.997	"ES0_1"	591.602	432.749	426.87	"ES0"	"1"	2.77276311286711	2.63723848654249	2.63131183710042
34.005	"ES0_1"	592.223	432.721	426.549	"ES0"	"1"	2.77321798082472	2.63721045042482	2.63098589499431
34.995	"ES0_1"	65.922	39.938	45.973	"ES0"	"1"	1.82556891160872	1.61212662166355	1.67184829792733
35.005	"ES0_1"	66.051	39.841	46.36	"ES0"	"1"	1.8264052593128	1.61109636733174	1.67541169371486
35.976	"ES0_1"	9.365	7.332	6.266	"ES0"	"1"	1.01556930642988	0.920749261275708	0.861295393526696
36.984	"ES0_1"	8677.781	10469.677	7599.136	"ES0"	"1"	3.93845872953696	4.01997476265868	3.88082136379672
37.028	"ES0_1"	8688.81	10472.298	7599.52	"ES0"	"1"	3.93901028083835	4.02008346082539	3.88084330614988
41.002	"ES0_1"	687.395	278.65	275.381	"ES0"	"1"	2.83783770726811	2.44661482366427	2.44150818385853
41.026	"ES0_1"	687.789	278.941	275.22	"ES0"	"1"	2.83808620279309	2.44706650964787	2.44125512093043
41.039	"ES0_1"	687.792	278.683	275.35	"ES0"	"1"	2.83808809434567	2.44666606940846	2.44145946891779
42.034	"ES0_1"	153.889	154.76	90.222	"ES0"	"1"	2.19002057586809	2.19245593851198	1.96009958971419
43.018	"ES0_1"	7519.62	1100.328	848.848	"ES0"	"1"	3.87625364530966	3.04191668080261	2.9293412566975
43.054	"ES0_1"	7509.534	1096.059	845.629	"ES0"	"1"	3.87567081649932	3.04022998462613	2.9276931404955
43.989	"ES0_1"	208.892	63.532	44.195	"ES0"	"1"	2.32199588583316	1.80977512513353	1.65509039072904
44.001	"ES0_1"	209.118	63.371	44.26	"ES0"	"1"	2.32246325833563	1.80869025592264	1.65571454961871
44.062	"ES0_1"	207.957	61.756	43	"ES0"	"1"	2.32005692446482	1.79765525433349	1.64345267648619
44.997	"ES0_1"	1499.934	526.035	1290.661	"ES0"	"1"	3.17636159559703	2.72183945734183	3.11114854682657
45.033	"ES0_1"	1499.798	525.714	1290.38	"ES0"	"1"	3.17632224228396	2.7215748620103	3.11105405606944
45.992	"ES0_1"	76.551	47.719	48.391	"ES0"	"1"	1.88958740230026	1.68769836544298	1.6936478192388
46.021	"ES0_1"	76.294	47.655	48.65	"ES0"	"1"	1.88814578281838	1.68712747689277	1.6959192528314
47.013	"ES0_1"	167.306	163.065	132.213	"ES0"	"1"	2.22609959856907	2.21501594285631	2.12454660886411
47.037	"ES0_1"	167.403	162.936	132.245	"ES0"	"1"	2.22634982393228	2.21467433419625	2.12465092116464
47.049	"ES0_1"	167.306	162.936	132.148	"ES0"	"1"	2.22609959856907	2.21467433419625	2.12433464733908
47.06	"ES0_1"	167.112	162.807	132.148	"ES0"	"1"	2.22559871491345	2.21433245662108	2.12433464733908
47.984	"ES0_1"	6.975	5.425	3.811	"ES0"	"1"	0.901730691729219	0.807873132003332	0.682235356902564
49.011	"ES0_1"	5.844	3.422	3.1	"ES0"	"1"	0.835310000869063	0.645618738242695	0.612783856719735
49.992	"ES0_1"	8.297	8.296	6.101	"ES0"	"1"	0.968342830958945	0.968296115046255	0.851319512648745
51	"ES0_1"	19.175	11.557	12.169	"ES0"	"1"	1.30481354339411	1.09888589425232	1.11955279766712
52.012	"ES0_1"	2.196	1.291	0.71	"ES0"	"1"	0.504606770641954	0.360025089189398	0.232996110392154
52.018	"ES0_1"	2.196	1.259	0.71	"ES0"	"1"	0.504606770641954	0.353916230920363	0.232996110392154
53.026	"ES0_1"	9.04	7.748	10.62	"ES0"	"1"	1.001733712809	0.941908774365599	1.06520612805431
53.939	"ES0_1"	6.619	3.455	3.519	"ES0"	"1"	0.881897973573011	0.648847708372894	0.655042341331202
54.046	"ES0_1"	6.426	3.487	3.584	"ES0"	"1"	0.87075494489014	0.651956069533074	0.661244608959334
54.947	"ES0_1"	131.436	66.072	145.162	"ES0"	"1"	2.12200605516549	1.8265412566316	2.16483447703072
57.033	"ES0_1"	344.692	198.797	140.963	"ES0"	"1"	2.53868932922116	2.30058896290284	2.15217516839942
57.07	"ES0_1"	345.049	198.7	140.866	"ES0"	"1"	2.53913759856996	2.3003780648707	2.15187832370501
59.049	"ES0_1"	5969.704	8875.451	2182.613	"ES0"	"1"	3.77602554139563	3.94823936001281	3.33917567118597
59.086	"ES0_1"	5967.327	8869.985	2180.81	"ES0"	"1"	3.77585260977378	3.94797184489534	3.33881692794602
61.028	"ES0_1"	14100.587	1458.21	1292.113	"ES0"	"1"	4.1492679911347	3.1641177972247	3.11163647780549
61.065	"ES0_1"	14097.553	1457.702	1291.504	"ES0"	"1"	4.1491745412821	3.16396657840862	3.11143189580872
62.995	"ES0_1"	80.321	21.403	14.01	"ES0"	"1"	1.91020271049492	1.35030617887911	1.17638069224327
63.026	"ES0_1"	80.514	21.274	13.978	"ES0"	"1"	1.9112322050662	1.34779821532482	1.17545382625048
64.003	"ES0_1"	6.137	2.293	1.388	"ES0"	"1"	0.853515696756929	0.517591730711908	0.378034322457331
65.02	"ES0_1"	7.298	3.23	1.97	"ES0"	"1"	0.918973430492954	0.626340367375042	0.472756449317212
68.049	"ES0_1"	3.1	1.743	3.519	"ES0"	"1"	0.612783856719735	0.43822580760453	0.655042341331202
69.033	"ES0_1"	73.699	54.427	69.917	"ES0"	"1"	1.873314787928	1.74372137293299	1.85075035536933
69.07	"ES0_1"	73.538	54.427	69.885	"ES0"	"1"	1.87237773560568	1.74372137293299	1.85055434369592
71.049	"ES0_1"	69.437	30.862	30.699	"ES0"	"1"	1.84780085054352	1.50327303328879	1.50104556186027
71.086	"ES0_1"	69.405	30.797	30.731	"ES0"	"1"	1.84760350282537	1.50238614687417	1.50148375907294
73.065	"ES0_1"	285.161	107.081	133.923	"ES0"	"1"	2.45661044480139	2.03374935426409	2.13008598912079
75.044	"ES0_1"	2254.591	224.152	185.273	"ES0"	"1"	3.35326035304784	2.35247580910533	2.27014990910558
75.068	"ES0_1"	2254.211	224.119	185.144	"ES0"	"1"	3.35318718118017	2.35241215091758	2.26984904211827
77.06	"ES0_1"	28.182	65.504	21.76	"ES0"	"1"	1.46511505312284	1.82284776749384	1.35717225772303
78.046	"ES0_1"	3.617	11.625	4.101	"ES0"	"1"	0.664359874551141	1.1012313867907	0.707655323531187
79.054	"ES0_1"	18.498	21.854	18.623	"ES0"	"1"	1.28999006605432	1.35896222304459	1.29276540385163
80.049	"ES0_1"	3.326	2.389	2.809	"ES0"	"1"	0.636086515103073	0.530071568837378	0.580810972660946
81.07	"ES0_1"	29.604	25.76	44.961	"ES0"	"1"	1.48577819329192	1.42748610909579	1.66238946931471
82.078	"ES0_1"	4.327	3.229	5.262	"ES0"	"1"	0.72648269678483	0.6262376851469	0.796713063280896
82.989	"ES0_1"	74.068	40.682	69.888	"ES0"	"1"	1.8754548453251	1.619948549258	1.85057272354886
83.01	"ES0_1"	74.229	40.714	69.823	"ES0"	"1"	1.87638528889125	1.62028183680424	1.85017431914407
83.049	"ES0_1"	74.326	40.714	69.791	"ES0"	"1"	1.87694490591591	1.62028183680424	1.84997804725489
83.086	"ES0_1"	74.133	40.649	69.339	"ES0"	"1"	1.87583073021383	1.61960457837917	1.84719618971921
83.911	"ES0_1"	5.78	5.909	7.265	"ES0"	"1"	0.831229693867063	0.839415192683894	0.917242857907466
84.081	"ES0_1"	9.687	7.136	7.556	"ES0"	"1"	1.02885580939044	0.910410939914688	0.93227077589949
84.919	"ES0_1"	45.585	29.641	24.86	"ES0"	"1"	1.66824609982495	1.48630293483116	1.41262852054438
85.065	"ES0_1"	81.141	33.259	25.183	"ES0"	"1"	1.91455998573261	1.53477468201477	1.41801940572894
85.101	"ES0_1"	81.174	33.292	24.021	"ES0"	"1"	1.91473442772629	1.5351928150547	1.39830466290349
86.036	"ES0_1"	9.01	6.684	4.65	"ES0"	"1"	1.00043407747932	0.885587356189656	0.752048447819439
86.06	"ES0_1"	9.042	6.684	4.585	"ES0"	"1"	1.00182021703833	0.885587356189656	0.747023177451628
86.096	"ES0_1"	9.01	6.684	4.456	"ES0"	"1"	1.00043407747932	0.885587356189656	0.736874361648423
87.044	"ES0_1"	39.516	18.984	23.47	"ES0"	"1"	1.60762656246126	1.30068242103006	1.38863396935179
87.08	"ES0_1"	39.58	18.984	23.373	"ES0"	"1"	1.60831204269733	1.30068242103006	1.38690898848954
88.112	"ES0_1"	9.589	5.651	3.971	"ES0"	"1"	1.02485494830502	0.822886947834151	0.696443763138999
89.023	"ES0_1"	925.995	117.87	302.902	"ES0"	"1"	2.96707739166525	2.07507226270612	2.48273355821125
89.042	"ES0_1"	926.289	117.902	302.967	"ES0"	"1"	2.9672151079792	2.075189159763	2.48282643724089
89.06	"ES0_1"	926.518	117.87	302.935	"ES0"	"1"	2.96732234656182	2.07507226270612	2.48278071466246
89.096	"ES0_1"	926.325	117.805	302.806	"ES0"	"1"	2.96723196820062	2.07483471864782	2.48259634668661
90.055	"ES0_1"	47.029	6.716	15.914	"ES0"	"1"	1.68150354439447	0.887392218971847	1.22824632625525
91.039	"ES0_1"	48.033	87.293	53.616	"ES0"	"1"	1.69048846562202	1.9459262734317	1.73731988984362
91.05	"ES0_1"	47.936	87.616	53.616	"ES0"	"1"	1.68962846748975	1.94751214270379	1.73731988984362
91.058	"ES0_1"	47.936	87.68	53.68	"ES0"	"1"	1.68962846748975	1.94782568444245	1.73782850589578
92.062	"ES0_1"	7.587	57.099	14.847	"ES0"	"1"	0.933841462898721	1.76416865737795	1.19994705792522
93.033	"ES0_1"	101.593	1332.568	298.784	"ES0"	"1"	2.01111772953716	3.12501516571155	2.4768084500695
93.07	"ES0_1"	101.496	1332.476	298.72	"ES0"	"1"	2.01070691698373	3.12498520363192	2.47671572392606
94.041	"ES0_1"	9.62	101.979	24.659	"ES0"	"1"	1.02612451674545	2.01274867020057	1.40923972674878
95.049	"ES0_1"	23.985	25.89	23.824	"ES0"	"1"	1.39767935377861	1.4295908022233	1.39487176257611
95.086	"ES0_1"	23.985	25.89	23.857	"ES0"	"1"	1.39767935377861	1.4295908022233	1.39544871231587
96.057	"ES0_1"	3.584	3.972	4.747	"ES0"	"1"	0.661244608959334	0.696531119969607	0.759441197133698
97.04	"ES0_1"	22.468	15.787	40.221	"ES0"	"1"	1.37047607954429	1.22497309042883	1.61511852332903
97.065	"ES0_1"	22.436	15.722	40.221	"ES0"	"1"	1.36988348933548	1.22328821909695	1.61511852332903
97.101	"ES0_1"	22.501	15.69	40.318	"ES0"	"1"	1.37108634249479	1.22245633667925	1.61613929130873
97.967	"ES0_1"	3.131	3.067	15.945	"ES0"	"1"	0.616055194976586	0.609274172404588	1.2290415731734
98.975	"ES0_1"	15.238	10.718	18.69	"ES0"	"1"	1.2105325370694	1.0688534936715	1.29424571613812
99.08	"ES0_1"	15.529	10.783	18.755	"ES0"	"1"	1.2182465796683	1.0712558776813	1.29567703401747
99.092	"ES0_1"	15.529	10.848	18.755	"ES0"	"1"	1.2182465796683	1.07364504551315	1.29567703401747
99.104	"ES0_1"	15.529	10.815	18.755	"ES0"	"1"	1.2182465796683	1.07243372596839	1.29567703401747
99.117	"ES0_1"	15.529	10.815	18.755	"ES0"	"1"	1.2182465796683	1.07243372596839	1.29567703401747
101.06	"ES0_1"	28.667	20.016	13.075	"ES0"	"1"	1.47227363161112	1.32255005977801	1.14844840352338
101.096	"ES0_1"	28.635	19.984	13.01	"ES0"	"1"	1.47180493157504	1.3218882775823	1.14643813528577
102.025	"ES0_1"	3.584	3.681	3.487	"ES0"	"1"	0.661244608959334	0.670338641127442	0.651956069533074
102.068	"ES0_1"	3.552	3.648	3.39	"ES0"	"1"	0.658202253387015	0.667266119382274	0.642464520242121
102.104	"ES0_1"	3.552	3.616	3.39	"ES0"	"1"	0.658202253387015	0.664265800147675	0.642464520242121
102.128	"ES0_1"	3.552	3.616	3.39	"ES0"	"1"	0.658202253387015	0.664265800147675	0.642464520242121
103.032	"ES0_1"	17.077	15.334	12.72	"ES0"	"1"	1.25712635802259	1.21309255125248	1.13735411137073
103.042	"ES0_1"	17.077	15.334	12.72	"ES0"	"1"	1.25712635802259	1.21309255125248	1.13735411137073
103.075	"ES0_1"	17.077	15.27	12.623	"ES0"	"1"	1.25712635802259	1.21138755293686	1.13427275662063
103.112	"ES0_1"	17.077	15.302	12.494	"ES0"	"1"	1.25712635802259	1.21224088880153	1.13014070581928
103.123	"ES0_1"	17.077	15.27	12.397	"ES0"	"1"	1.25712635802259	1.21138755293686	1.12700755737133
104.047	"ES0_1"	2.744	1.678	2.131	"ES0"	"1"	0.573335840066068	0.42781057267599	0.495683067616915
104.049	"ES0_1"	2.744	1.678	2.131	"ES0"	"1"	0.573335840066068	0.42781057267599	0.495683067616915
104.062	"ES0_1"	2.744	1.711	2.195	"ES0"	"1"	0.573335840066068	0.433129517580486	0.504470862494419
105.037	"ES0_1"	12.59	33.216	19.367	"ES0"	"1"	1.13321945673249	1.53422923724875	1.30892706339405
105.057	"ES0_1"	12.622	33.151	19.271	"ES0"	"1"	1.13424087594659	1.53340342509291	1.30687517364464
105.07	"ES0_1"	12.622	33.151	19.271	"ES0"	"1"	1.13424087594659	1.53340342509291	1.30687517364464
106.078	"ES0_1"	1.937	4.198	2.486	"ES0"	"1"	0.4679039465228	0.715836275164994	0.542327382773974
107.049	"ES0_1"	20.789	24.986	38.157	"ES0"	"1"	1.33823729888106	1.41473943411349	1.59280941108426
107.086	"ES0_1"	20.789	24.986	38.157	"ES0"	"1"	1.33823729888106	1.41473943411349	1.59280941108426
108.057	"ES0_1"	3.875	4.101	5.457	"ES0"	"1"	0.687974620034556	0.707655323531187	0.810030786405839
108.081	"ES0_1"	3.907	4.101	5.489	"ES0"	"1"	0.690816057980915	0.707655323531187	0.812177774158754
108.093	"ES0_1"	3.907	4.101	5.425	"ES0"	"1"	0.690816057980915	0.707655323531187	0.807873132003332
109.065	"ES0_1"	39.609	19.659	48.741	"ES0"	"1"	1.608622295084	1.31510929564475	1.69671451213851
109.076	"ES0_1"	39.609	19.692	48.709	"ES0"	"1"	1.608622295084	1.31580246973704	1.69643502648943
109.089	"ES0_1"	39.609	19.692	48.645	"ES0"	"1"	1.608622295084	1.31580246973704	1.69587551503168
109.101	"ES0_1"	39.577	19.756	48.677	"ES0"	"1"	1.60827993496919	1.31714366202289	1.69615536086447
110.06	"ES0_1"	4.358	2.034	6.264	"ES0"	"1"	0.72900270927219	0.482015576450712	0.861175835513029
110.073	"ES0_1"	4.391	2.034	6.264	"ES0"	"1"	0.731669331828636	0.482015576450712	0.861175835513029
110.084	"ES0_1"	4.391	2.066	6.264	"ES0"	"1"	0.731669331828636	0.486572150518356	0.861175835513029
110.109	"ES0_1"	4.358	2.131	6.296	"ES0"	"1"	0.72900270927219	0.495683067616915	0.86308482532036
111.08	"ES0_1"	11.332	6.36	11.203	"ES0"	"1"	1.09103351605447	0.866877814337499	1.08646661127158
111.092	"ES0_1"	11.364	6.36	11.17	"ES0"	"1"	1.09215899639127	0.866877814337499	1.08529057823007
111.104	"ES0_1"	11.397	6.36	11.17	"ES0"	"1"	1.09331660120433	0.866877814337499	1.08529057823007
111.117	"ES0_1"	11.397	6.36	11.203	"ES0"	"1"	1.09331660120433	0.866877814337499	1.08646661127158
112.007	"ES0_1"	2.583	1.646	6.393	"ES0"	"1"	0.554246808166111	0.422589839851482	0.868820706197517
112.052	"ES0_1"	2.615	1.582	6.393	"ES0"	"1"	0.55810830163055	0.411956237930401	0.868820706197517
112.088	"ES0_1"	2.551	1.549	6.393	"ES0"	"1"	0.550350672301615	0.406369835469268	0.868820706197517
112.112	"ES0_1"	2.486	1.549	6.458	"ES0"	"1"	0.542327382773974	0.406369835469268	0.872622379025288
113.015	"ES0_1"	10.815	6.909	7.976	"ES0"	"1"	1.07243372596839	0.898121575541108	0.953082843912086
113.06	"ES0_1"	10.783	6.877	7.944	"ES0"	"1"	1.0712558776813	0.896360845469316	0.951531790542348
113.096	"ES0_1"	10.751	6.941	8.009	"ES0"	"1"	1.07007482626753	0.899875196021011	0.954676586918644
113.107	"ES0_1"	10.751	6.974	7.944	"ES0"	"1"	1.07007482626753	0.901676231326376	0.951531790542348
114.091	"ES0_1"	7.879	8.782	4.713	"ES0"	"1"	0.948364055988369	0.990427658485263	0.756864224060549
114.128	"ES0_1"	7.847	8.75	4.778	"ES0"	"1"	0.946796027271461	0.989004615698537	0.761777537508178
115.075	"ES0_1"	7.169	6.877	13.398	"ES0"	"1"	0.912168896059627	0.896360845469316	1.15830216922802
115.112	"ES0_1"	7.104	6.812	13.495	"ES0"	"1"	0.908699432352224	0.892762234615817	1.16121821969102
115.123	"ES0_1"	7.104	6.78	13.527	"ES0"	"1"	0.908699432352224	0.890979596989689	1.16217593653016
116.143	"ES0_1"	1.324	1.646	2.454	"ES0"	"1"	0.366236123718293	0.422589839851482	0.53832233323144
117.07	"ES0_1"	29.862	25.534	18.917	"ES0"	"1"	1.48942406692541	1.42380272480258	1.29922392336658
117.078	"ES0_1"	29.862	25.534	18.982	"ES0"	"1"	1.48942406692541	1.42380272480258	1.3006389546354
117.091	"ES0_1"	29.894	25.567	18.82	"ES0"	"1"	1.48987414221088	1.42434251575747	1.29710365014926
117.102	"ES0_1"	29.894	25.534	18.659	"ES0"	"1"	1.48987414221088	1.42380272480258	1.2935614226758
117.127	"ES0_1"	29.701	25.244	18.24	"ES0"	"1"	1.48715252164686	1.41903002908526	1.28420506770179
118.065	"ES0_1"	2.325	2.389	1.614	"ES0"	"1"	0.521791649639123	0.530071568837378	0.417305583244525
118.078	"ES0_1"	2.325	2.357	1.614	"ES0"	"1"	0.521791649639123	0.525951341248012	0.417305583244525
118.081	"ES0_1"	2.357	2.357	1.614	"ES0"	"1"	0.525951341248012	0.525951341248012	0.417305583244525
118.086	"ES0_1"	2.357	2.357	1.614	"ES0"	"1"	0.525951341248012	0.525951341248012	0.417305583244525
119.06	"ES0_1"	5.263	5.554	4.068	"ES0"	"1"	0.796782411701308	0.816506437046357	0.704836606211404
119.086	"ES0_1"	5.263	5.522	3.842	"ES0"	"1"	0.796782411701308	0.814380794469938	0.685024785105714
120.081	"ES0_1"	1.065	1.097	0.871	"ES0"	"1"	0.31492005599242	0.321598430465344	0.27207378750001
121.052	"ES0_1"	14.238	16.658	13.43	"ES0"	"1"	1.18292796923699	1.24694151248325	1.15926633109349
121.065	"ES0_1"	14.27	16.658	13.462	"ES0"	"1"	1.18383903705642	1.24694151248325	1.16022835719786
121.089	"ES0_1"	14.238	16.691	13.43	"ES0"	"1"	1.18292796923699	1.24775238249747	1.15926633109349
121.101	"ES0_1"	14.238	16.691	13.43	"ES0"	"1"	1.18292796923699	1.24775238249747	1.15926633109349
122.06	"ES0_1"	1.904	2.583	2.066	"ES0"	"1"	0.462996612028056	0.554246808166111	0.486572150518356
122.084	"ES0_1"	1.872	2.551	2.099	"ES0"	"1"	0.458184435570263	0.550350672301615	0.491221576239283
122.096	"ES0_1"	1.872	2.551	2.099	"ES0"	"1"	0.458184435570263	0.550350672301615	0.491221576239283
123.092	"ES0_1"	9.137	9.042	9.396	"ES0"	"1"	1.00590944649456	1.00182021703833	1.01686627082898
124.039	"ES0_1"	1.808	1.711	2.098	"ES0"	"1"	0.448397103457768	0.433129517580486	0.491081413423187
124.057	"ES0_1"	1.872	1.679	2.098	"ES0"	"1"	0.458184435570263	0.427972713608209	0.491081413423187
125.042	"ES0_1"	8.49	6.296	9.393	"ES0"	"1"	0.977266212427293	0.86308482532036	1.01674092728626
125.06	"ES0_1"	8.49	6.296	9.426	"ES0"	"1"	0.977266212427293	0.86308482532036	1.018117720591
125.071	"ES0_1"	8.555	6.296	9.426	"ES0"	"1"	0.980230691391032	0.86308482532036	1.018117720591
125.084	"ES0_1"	8.555	6.296	9.393	"ES0"	"1"	0.980230691391032	0.86308482532036	1.01674092728626
125.096	"ES0_1"	8.555	6.264	9.393	"ES0"	"1"	0.980230691391032	0.861175835513029	1.01674092728626
125.107	"ES0_1"	8.587	6.264	9.393	"ES0"	"1"	0.981682727371285	0.861175835513029	1.01674092728626
125.12	"ES0_1"	8.587	6.199	9.393	"ES0"	"1"	0.981682727371285	0.857272173564041	1.01674092728626
127.112	"ES0_1"	25.278	7.652	13.429	"ES0"	"1"	1.41959230829958	0.937116510767054	1.1592362334129
127.136	"ES0_1"	25.278	7.62	13.429	"ES0"	"1"	1.41959230829958	0.935507265824713	1.1592362334129
127.903	"ES0_1"	2.357	1.905	2.131	"ES0"	"1"	0.525951341248012	0.46314613672635	0.495683067616915
128.12	"ES0_1"	2.842	1.969	2.163	"ES0"	"1"	0.584557360525675	0.472610197596045	0.500099191915723
128.143	"ES0_1"	2.842	1.969	2.163	"ES0"	"1"	0.584557360525675	0.472610197596045	0.500099191915723
128.911	"ES0_1"	7.2	7.556	9.041	"ES0"	"1"	0.913813852383717	0.93227077589949	1.00177696707744
129.045	"ES0_1"	7.458	7.556	9.106	"ES0"	"1"	0.927267680810882	0.93227077589949	1.00457929390221
129.07	"ES0_1"	7.458	7.524	9.106	"ES0"	"1"	0.927267680810882	0.930643441042164	1.00457929390221
129.091	"ES0_1"	7.49	7.524	9.042	"ES0"	"1"	0.928907690243953	0.930643441042164	1.00182021703833
129.127	"ES0_1"	7.49	7.524	8.977	"ES0"	"1"	0.928907690243953	0.930643441042164	0.99899997221832
129.139	"ES0_1"	7.458	7.491	8.945	"ES0"	"1"	0.927267680810882	0.92895884088083	0.997604787460454
129.151	"ES0_1"	7.458	7.492	8.848	"ES0"	"1"	0.927267680810882	0.929009985493961	0.99334803992326
131.06	"ES0_1"	7.943	8.589	3.681	"ES0"	"1"	0.951483230752293	0.981773318627747	0.670338641127442
131.107	"ES0_1"	8.072	8.492	3.777	"ES0"	"1"	0.957703041548831	0.977357729545301	0.679155241283354
131.143	"ES0_1"	8.104	8.427	3.713	"ES0"	"1"	0.959232249050996	0.974373507081423	0.673297439759636
131.154	"ES0_1"	8.104	8.427	3.681	"ES0"	"1"	0.959232249050996	0.974373507081423	0.670338641127442
132.066	"ES0_1"	1.065	0.807	0.645	"ES0"	"1"	0.31492005599242	0.256958152560932	0.216165902285993
132.102	"ES0_1"	1.001	0.904	0.645	"ES0"	"1"	0.301247088636211	0.279666944048456	0.216165902285993
133.065	"ES0_1"	3.907	2.744	2.551	"ES0"	"1"	0.690816057980915	0.573335840066068	0.550350672301615
133.101	"ES0_1"	3.842	2.712	2.519	"ES0"	"1"	0.685024785105714	0.569607967546825	0.546419266835192
135.08	"ES0_1"	13.365	5.554	4.941	"ES0"	"1"	1.15730563032797	0.816506437046357	0.773859552376687
135.117	"ES0_1"	13.365	5.554	4.909	"ES0"	"1"	1.15730563032797	0.816506437046357	0.771513989979666
137.047	"ES0_1"	13.203	12.399	21.372	"ES0"	"1"	1.1523800870476	1.12707238711945	1.34970481065621
137.06	"ES0_1"	13.171	12.334	21.307	"ES0"	"1"	1.15140049803562	1.12496045078954	1.34844116727836
137.06	"ES0_1"	13.171	12.334	21.307	"ES0"	"1"	1.15140049803562	1.12496045078954	1.34844116727836
137.071	"ES0_1"	13.171	12.302	21.275	"ES0"	"1"	1.15140049803562	1.12391694349813	1.34781771270891
137.132	"ES0_1"	13.139	12.27	21.243	"ES0"	"1"	1.1504186944793	1.12287092286444	1.34719336184794
139.148	"ES0_1"	6.006	5.263	11.299	"ES0"	"1"	0.845470132981674	0.796782411701308	1.08986980150955
144.175	"ES0_1"	0.968	1.355	1.42	"ES0"	"1"	0.294025094095323	0.371990911464915	0.383815365980431
145.076	"ES0_1"	11.138	17.561	9.847	"ES0"	"1"	1.08414713315445	1.26860137073966	1.0353096401568
145.122	"ES0_1"	11.073	17.561	9.911	"ES0"	"1"	1.08181520063228	1.26860137073966	1.03786455577437
