"m.z"	"variable"	"d0_value"	"d6_value"	"d12_value"	"ES"	"replication"	"d0_log10value"	"d6_log10value"	"d12_log10value"
91.039	"ES5_3"	81.059	78.025	69.629	"ES5"	"3"	1.91412622019697	1.89776450451162	1.84898305734056
91.05	"ES5_3"	81.156	78.122	69.694	"ES5"	"3"	1.9146392862341	1.89829725657176	1.84938255555832
91.058	"ES5_3"	81.188	78.251	69.726	"ES5"	"3"	1.91480841225752	1.89900475091177	1.84957909669335
92.062	"ES5_3"	27.051	31.377	19.594	"ES5"	"3"	1.44794834818543	1.51023660526339	1.31374070840577
93.033	"ES5_3"	602.82	706.872	342.876	"ES5"	"3"	2.78090749382419	2.84995473407487	2.53640186633878
93.07	"ES5_3"	602.756	706.939	342.844	"ES5"	"3"	2.78086145970813	2.84999583805035	2.53636145040372
94.041	"ES5_3"	48.771	54.066	28.211	"ES5"	"3"	1.69697636668573	1.74088353043043	1.46554642472597
95.049	"ES5_3"	40.193	42.583	34.316	"ES5"	"3"	1.61482342186662	1.63931712124303	1.54797150814724
95.086	"ES5_3"	40.161	42.422	34.316	"ES5"	"3"	1.61448591733447	1.6377098230097	1.54797150814724
96.057	"ES5_3"	5.296	4.941	4.359	"ES5"	"3"	0.799064719351008	0.773859552376687	0.729083757043612
97.04	"ES5_3"	34.575	22.051	21.888	"ES5"	"3"	1.55114490875632	1.36268977072616	1.35960784479721
97.065	"ES5_3"	34.608	22.083	21.953	"ES5"	"3"	1.55154758127447	1.36329225157108	1.36083945668362
97.101	"ES5_3"	34.543	21.954	21.953	"ES5"	"3"	1.55075408155762	1.36085837730496	1.36083945668362
97.967	"ES5_3"	4.714	3.971	3.584	"ES5"	"3"	0.756940236046724	0.696443763138999	0.661244608959334
98.975	"ES5_3"	31.603	34.605	28.502	"ES5"	"3"	1.51325756397901	1.55151099010582	1.46985145867381
99.08	"ES5_3"	31.7	34.702	28.438	"ES5"	"3"	1.51454775266029	1.55269254565378	1.46890830096204
99.092	"ES5_3"	31.7	34.702	28.406	"ES5"	"3"	1.51454775266029	1.55269254565378	1.46843595289627
99.104	"ES5_3"	31.635	34.735	28.373	"ES5"	"3"	1.513683617032	1.55309378643719	1.46794830528714
99.117	"ES5_3"	31.635	34.735	28.406	"ES5"	"3"	1.513683617032	1.55309378643719	1.46843595289627
101.06	"ES5_3"	35.833	25.731	19.112	"ES5"	"3"	1.56623709301688	1.42701520590799	1.30345526034188
101.096	"ES5_3"	35.865	25.796	19.079	"ES5"	"3"	1.56661423823912	1.42806996911906	1.30274207972316
102.025	"ES5_3"	5.199	3.713	3.487	"ES5"	"3"	0.792321636351573	0.673297439759636	0.651956069533074
102.068	"ES5_3"	5.199	3.713	3.455	"ES5"	"3"	0.792321636351573	0.673297439759636	0.648847708372894
102.104	"ES5_3"	5.166	3.649	3.487	"ES5"	"3"	0.790003520390489	0.667359546183087	0.651956069533074
102.128	"ES5_3"	5.166	3.616	3.519	"ES5"	"3"	0.790003520390489	0.664265800147675	0.655042341331202
103.032	"ES5_3"	26.794	28.7	17.947	"ES5"	"3"	1.4439510531796	1.47275644931721	1.27754045511743
103.042	"ES5_3"	26.794	28.732	17.947	"ES5"	"3"	1.4439510531796	1.47322412413091	1.27754045511743
103.075	"ES5_3"	26.794	28.797	17.915	"ES5"	"3"	1.4439510531796	1.47417254095439	1.27680634562876
103.112	"ES5_3"	26.73	28.797	17.818	"ES5"	"3"	1.44294986957786	1.47417254095439	1.27457346419647
103.123	"ES5_3"	26.698	28.765	17.657	"ES5"	"3"	1.44244841093007	1.47370588688777	1.27084181153319
104.047	"ES5_3"	2.938	2.841	2.486	"ES5"	"3"	0.595275711802099	0.584444307165176	0.542327382773974
104.049	"ES5_3"	2.938	2.809	2.486	"ES5"	"3"	0.595275711802099	0.580810972660946	0.542327382773974
104.062	"ES5_3"	3.035	2.809	2.486	"ES5"	"3"	0.605843539058089	0.580810972660946	0.542327382773974
105.037	"ES5_3"	8.814	153.368	32.247	"ES5"	"3"	0.991846053644897	2.188557277452	1.52175246340676
105.057	"ES5_3"	8.814	153.4	32.215	"ES5"	"3"	0.991846053644897	2.18864729599972	1.52133425677757
105.07	"ES5_3"	8.814	153.335	32.215	"ES5"	"3"	0.991846053644897	2.18846442627817	1.52133425677757
106.078	"ES5_3"	2.615	14.592	7.941	"ES5"	"3"	0.55810830163055	1.19290182610956	0.951386094880293
107.049	"ES5_3"	56.908	56.072	186.08	"ES5"	"3"	1.76273856572835	1.75642309199428	2.27202736123647
107.086	"ES5_3"	56.908	56.104	186.08	"ES5"	"3"	1.76273856572835	1.75666653061159	2.27202736123647
108.057	"ES5_3"	8.62	7.685	18.206	"ES5"	"3"	0.983175072037813	0.938769822783117	1.28343692452778
108.081	"ES5_3"	8.588	7.685	18.109	"ES5"	"3"	0.981728025361616	0.938769822783117	1.28123796042784
108.093	"ES5_3"	8.62	7.685	18.077	"ES5"	"3"	0.983175072037813	0.938769822783117	1.28051007970328
109.065	"ES5_3"	24.276	25.923	48.549	"ES5"	"3"	1.40270834669195	1.43012345120029	1.69503489396026
109.076	"ES5_3"	24.309	25.89	48.549	"ES5"	"3"	1.40327498581169	1.4295908022233	1.69503489396026
109.089	"ES5_3"	24.341	25.858	48.516	"ES5"	"3"	1.40382374890231	1.42907366949044	1.69474555426545
109.101	"ES5_3"	24.341	25.858	48.484	"ES5"	"3"	1.40382374890231	1.42907366949044	1.69446479822697
110.06	"ES5_3"	3.616	3.325	5.004	"ES5"	"3"	0.664265800147675	0.635986111800833	0.778440683571233
110.073	"ES5_3"	3.616	3.325	4.972	"ES5"	"3"	0.664265800147675	0.635986111800833	0.776119799052988
110.084	"ES5_3"	3.616	3.358	5.004	"ES5"	"3"	0.664265800147675	0.639287225910237	0.778440683571233
110.109	"ES5_3"	3.649	3.39	5.036	"ES5"	"3"	0.667359546183087	0.642464520242121	0.780749231103552
111.08	"ES5_3"	16.239	10.235	10.654	"ES5"	"3"	1.23651206966283	1.05057307675515	1.06647501375413
111.092	"ES5_3"	16.239	10.235	10.654	"ES5"	"3"	1.23651206966283	1.05057307675515	1.06647501375413
111.104	"ES5_3"	16.271	10.235	10.687	"ES5"	"3"	1.2373174841748	1.05057307675515	1.06770304404007
111.117	"ES5_3"	16.303	10.203	10.654	"ES5"	"3"	1.23812140778151	1.04933433597228	1.06647501375413
112.007	"ES5_3"	3.423	2.777	2.55	"ES5"	"3"	0.645716939369604	0.577146984827525	0.550228353055094
112.052	"ES5_3"	3.358	2.712	2.583	"ES5"	"3"	0.639287225910237	0.569607967546825	0.554246808166111
112.088	"ES5_3"	3.358	2.744	2.551	"ES5"	"3"	0.639287225910237	0.573335840066068	0.550350672301615
112.112	"ES5_3"	3.358	2.809	2.551	"ES5"	"3"	0.639287225910237	0.580810972660946	0.550350672301615
113.015	"ES5_3"	16.853	11.139	9.008	"ES5"	"3"	1.25171120498446	1.08418291142047	1.00034729668536
113.06	"ES5_3"	16.885	11.172	8.976	"ES5"	"3"	1.25248894448499	1.08536194368613	0.998956440470486
113.096	"ES5_3"	16.853	11.172	8.943	"ES5"	"3"	1.25171120498446	1.08536194368613	0.997517439414725
113.107	"ES5_3"	16.885	11.172	8.911	"ES5"	"3"	1.25248894448499	1.08536194368613	0.996117476137288
114.091	"ES5_3"	12.429	9.461	5.682	"ES5"	"3"	1.12804367382646	1.01957320209564	0.824906471302112
114.128	"ES5_3"	12.494	9.428	5.65	"ES5"	"3"	1.13014070581928	1.01820102249629	0.822821645303105
115.075	"ES5_3"	13.108	10.494	8.041	"ES5"	"3"	1.14946545099545	1.06047119279768	0.95621646924339
115.112	"ES5_3"	13.075	10.526	7.912	"ES5"	"3"	1.14844840352338	1.06167861524534	0.949975177829654
115.123	"ES5_3"	13.075	10.558	7.944	"ES5"	"3"	1.14844840352338	1.06288269013036	0.951531790542348
116.143	"ES5_3"	3.649	2.777	1.582	"ES5"	"3"	0.667359546183087	0.577146984827525	0.411956237930401
117.07	"ES5_3"	54.942	40.031	41.61	"ES5"	"3"	1.74773798891139	1.61311210164129	1.62951153420045
117.078	"ES5_3"	54.909	40.063	41.61	"ES5"	"3"	1.74748172444673	1.61345067508453	1.62951153420045
117.091	"ES5_3"	54.909	40.063	41.61	"ES5"	"3"	1.74748172444673	1.61345067508453	1.62951153420045
117.102	"ES5_3"	54.877	40.063	41.514	"ES5"	"3"	1.74723308107814	1.61345067508453	1.62853196820407
117.127	"ES5_3"	54.813	39.934	41.126	"ES5"	"3"	1.74673536687125	1.61208418522792	1.62455022341832
118.065	"ES5_3"	4.52	3.972	3.357	"ES5"	"3"	0.741939077729199	0.696531119969607	0.639187559935754
118.078	"ES5_3"	4.552	3.939	3.357	"ES5"	"3"	0.744449457446798	0.693639026161548	0.639187559935754
118.081	"ES5_3"	4.552	3.907	3.357	"ES5"	"3"	0.744449457446798	0.690816057980915	0.639187559935754
118.086	"ES5_3"	4.552	3.907	3.357	"ES5"	"3"	0.744449457446798	0.690816057980915	0.639187559935754
119.06	"ES5_3"	13.206	11.397	8.814	"ES5"	"3"	1.15247181033604	1.09331660120433	0.991846053644897
119.086	"ES5_3"	13.206	11.429	8.75	"ES5"	"3"	1.15247181033604	1.09443618801796	0.989004615698537
120.081	"ES5_3"	1.323	1.517	1.194	"ES5"	"3"	0.366049209800235	0.400883215548363	0.341236623238692
121.052	"ES5_3"	31.379	25.537	15.56	"ES5"	"3"	1.51026343178029	1.42385182444069	1.21906033244886
121.065	"ES5_3"	31.444	25.537	15.56	"ES5"	"3"	1.51113439272887	1.42385182444069	1.21906033244886
121.089	"ES5_3"	31.444	25.504	15.367	"ES5"	"3"	1.51113439272887	1.4233114228739	1.2139690824147
121.101	"ES5_3"	31.411	25.504	15.302	"ES5"	"3"	1.51069243084036	1.4233114228739	1.21224088880153
122.06	"ES5_3"	4.037	3.002	2.486	"ES5"	"3"	0.702171950857711	0.602277084300193	0.542327382773974
122.084	"ES5_3"	4.069	3.067	2.486	"ES5"	"3"	0.704922291223402	0.609274172404588	0.542327382773974
122.096	"ES5_3"	4.069	3.067	2.453	"ES5"	"3"	0.704922291223402	0.609274172404588	0.538196578349454
123.092	"ES5_3"	14.237	9.944	10.364	"ES5"	"3"	1.18289946754826	1.03917608437604	1.0555312250509
124.039	"ES5_3"	3.068	1.743	1.937	"ES5"	"3"	0.609380944250707	0.43822580760453	0.4679039465228
124.057	"ES5_3"	3.1	1.775	1.937	"ES5"	"3"	0.612783856719735	0.443262987458695	0.4679039465228
125.042	"ES5_3"	12.3	8.137	7.393	"ES5"	"3"	1.12385164096709	0.96080362491177	0.923917223113106
125.06	"ES5_3"	12.397	8.202	7.361	"ES5"	"3"	1.12700755737133	0.963882228928777	0.922258223432967
125.071	"ES5_3"	12.397	8.202	7.361	"ES5"	"3"	1.12700755737133	0.963882228928777	0.922258223432967
125.084	"ES5_3"	12.43	8.202	7.393	"ES5"	"3"	1.12807601266872	0.963882228928777	0.923917223113106
125.096	"ES5_3"	12.43	8.169	7.393	"ES5"	"3"	1.12807601266872	0.962321972729585	0.923917223113106
125.107	"ES5_3"	12.397	8.105	7.425	"ES5"	"3"	1.12700755737133	0.959279950130939	0.925569909543376
125.12	"ES5_3"	12.397	8.137	7.425	"ES5"	"3"	1.12700755737133	0.96080362491177	0.925569909543376
127.112	"ES5_3"	19.565	14.495	14.914	"ES5"	"3"	1.31312871384519	1.1901915805753	1.20177935372506
127.136	"ES5_3"	19.501	14.495	14.914	"ES5"	"3"	1.31177504563574	1.1901915805753	1.20177935372506
127.903	"ES5_3"	3.132	2.55	2.744	"ES5"	"3"	0.616160312847583	0.550228353055094	0.573335840066068
128.12	"ES5_3"	3.358	2.55	2.486	"ES5"	"3"	0.639287225910237	0.550228353055094	0.542327382773974
128.143	"ES5_3"	3.39	2.518	2.486	"ES5"	"3"	0.642464520242121	0.546295835121442	0.542327382773974
128.911	"ES5_3"	10.785	10.363	6.361	"ES5"	"3"	1.07132958686034	1.05549300667785	0.866936817731639
129.045	"ES5_3"	11.366	10.654	6.265	"ES5"	"3"	1.09222924216286	1.06647501375413	0.86123561863404
129.07	"ES5_3"	11.398	10.622	6.297	"ES5"	"3"	1.09335163201555	1.06528087110275	0.863144346252667
129.091	"ES5_3"	11.495	10.59	6.329	"ES5"	"3"	1.09673626046247	1.0640834359636	0.865044721693099
129.127	"ES5_3"	11.463	10.493	6.329	"ES5"	"3"	1.09562259502162	1.06043340670274	0.865044721693099
129.139	"ES5_3"	11.431	10.46	6.329	"ES5"	"3"	1.09450606645446	1.05918461763137	0.865044721693099
129.151	"ES5_3"	11.398	10.364	6.265	"ES5"	"3"	1.09335163201555	1.0555312250509	0.86123561863404
131.06	"ES5_3"	11.689	10.397	6.135	"ES5"	"3"	1.10342739738277	1.05679054827438	0.853393977450666
131.107	"ES5_3"	11.689	10.365	6.103	"ES5"	"3"	1.10342739738277	1.05556944006099	0.851441814672055
131.143	"ES5_3"	11.689	10.397	6.039	"ES5"	"3"	1.10342739738277	1.05679054827438	0.847510965203248
131.154	"ES5_3"	11.689	10.365	6.006	"ES5"	"3"	1.10342739738277	1.05556944006099	0.845470132981674
132.066	"ES5_3"	1.582	0.839	0.549	"ES5"	"3"	0.411956237930401	0.264581729238077	0.190051417759206
132.102	"ES5_3"	1.679	0.904	0.549	"ES5"	"3"	0.427972713608209	0.279666944048456	0.190051417759206
133.065	"ES5_3"	6.491	7.751	5.555	"ES5"	"3"	0.87453979707101	0.942057683841395	0.816572696026103
133.101	"ES5_3"	6.104	7.428	5.265	"ES5"	"3"	0.851502952770545	0.925724526936063	0.796921075330169
135.08	"ES5_3"	10.525	9.105	6.942	"ES5"	"3"	1.06164093406169	1.00453631785132	0.899929882727864
135.117	"ES5_3"	10.493	8.976	6.716	"ES5"	"3"	1.06043340670274	0.998956440470486	0.887392218971847
137.047	"ES5_3"	19.307	48.519	71.598	"ES5"	"3"	1.30764576881692	1.69477186584108	1.86092465649998
137.06	"ES5_3"	19.307	48.551	71.566	"ES5"	"3"	1.30764576881692	1.69505242350544	1.86073318445945
137.06	"ES5_3"	19.307	48.551	71.566	"ES5"	"3"	1.30764576881692	1.69505242350544	1.86073318445945
137.071	"ES5_3"	19.21	48.519	71.63	"ES5"	"3"	1.3055663135153	1.69477186584108	1.8611160441614
137.132	"ES5_3"	19.146	48.519	71.695	"ES5"	"3"	1.30418882961484	1.69477186584108	1.86150454088537
139.148	"ES5_3"	9.718	8.104	6.748	"ES5"	"3"	1.03011375270759	0.959232249050996	0.889189612047073
144.175	"ES5_3"	2.357	1.872	1.614	"ES5"	"3"	0.525951341248012	0.458184435570263	0.417305583244525
145.076	"ES5_3"	30.668	26.343	12.719	"ES5"	"3"	1.50062063626767	1.43684616246182	1.13732245610034
145.122	"ES5_3"	30.636	26.375	12.816	"ES5"	"3"	1.50018156686907	1.43735412784817	1.1403823245594
145.962	"ES5_3"	3.842	3.358	2.098	"ES5"	"3"	0.685024785105714	0.639287225910237	0.491081413423187
145.968	"ES5_3"	3.842	3.358	2.098	"ES5"	"3"	0.685024785105714	0.639287225910237	0.491081413423187
146.97	"ES5_3"	3.649	4.78	3.584	"ES5"	"3"	0.667359546183087	0.761927838420529	0.661244608959334
146.976	"ES5_3"	3.649	4.715	3.584	"ES5"	"3"	0.667359546183087	0.757016234731301	0.661244608959334
148.088	"ES5_3"	0.936	0.742	0.968	"ES5"	"3"	0.286905352972375	0.241048150671644	0.294025094095323
148.125	"ES5_3"	0.968	0.775	0.872	"ES5"	"3"	0.294025094095323	0.249198357391113	0.272305844402086
149.096	"ES5_3"	24.568	37.419	22.308	"ES5"	"3"	1.4076967576339	1.58454605651386	1.36750500941811
151.075	"ES5_3"	8.751	9.525	5.941	"ES5"	"3"	0.98904915643822	1.02222210450771	0.841422044402359
152.12	"ES5_3"	1.453	1.549	1.194	"ES5"	"3"	0.389697548206386	0.406369835469268	0.341236623238692
153.055	"ES5_3"	10.137	7.749	5.876	"ES5"	"3"	1.04676821966084	0.941958416530814	0.837335868015015
153.07	"ES5_3"	10.137	7.749	5.876	"ES5"	"3"	1.04676821966084	0.941958416530814	0.837335868015015
153.127	"ES5_3"	10.073	7.782	5.844	"ES5"	"3"	1.04426529991532	0.943593432768369	0.835310000869063
153.151	"ES5_3"	10.105	7.749	5.844	"ES5"	"3"	1.04551856288449	0.941958416530814	0.835310000869063
153.98	"ES5_3"	1.872	1.42	1.42	"ES5"	"3"	0.458184435570263	0.383815365980431	0.383815365980431
155.086	"ES5_3"	13.042	9.201	4.779	"ES5"	"3"	1.14742896869866	1.00864274756529	0.761852694466383
155.107	"ES5_3"	13.01	9.169	4.779	"ES5"	"3"	1.14643813528577	1.00727824733424	0.761852694466383
155.142	"ES5_3"	12.978	9.201	4.779	"ES5"	"3"	1.14544503613781	1.00864274756529	0.761852694466383
157.159	"ES5_3"	7.685	5.618	3.714	"ES5"	"3"	0.938769822783117	0.820726762823834	0.673389578188305
159.174	"ES5_3"	11.785	29.057	7.491	"ES5"	"3"	1.10670073236235	1.47794563132527	0.92895884088083
161.132	"ES5_3"	2.357	2.163	1.324	"ES5"	"3"	0.525951341248012	0.500099191915723	0.366236123718293
162.128	"ES5_3"	0.839	0.904	0.936	"ES5"	"3"	0.264581729238077	0.279666944048456	0.286905352972375
163.063	"ES5_3"	5.553	4.133	3.778	"ES5"	"3"	0.816440167956139	0.710371264260763	0.679246145413859
163.075	"ES5_3"	5.553	4.133	3.778	"ES5"	"3"	0.816440167956139	0.710371264260763	0.679246145413859
163.099	"ES5_3"	5.521	4.133	3.778	"ES5"	"3"	0.81431420020746	0.710371264260763	0.679246145413859
163.123	"ES5_3"	5.489	4.133	3.746	"ES5"	"3"	0.812177774158754	0.710371264260763	0.67632773388132
163.136	"ES5_3"	5.489	4.101	3.746	"ES5"	"3"	0.812177774158754	0.707655323531187	0.67632773388132
163.148	"ES5_3"	5.456	4.068	3.778	"ES5"	"3"	0.809963521714014	0.704836606211404	0.679246145413859
165.091	"ES5_3"	2.615	2.551	2.163	"ES5"	"3"	0.55810830163055	0.550350672301615	0.500099191915723
165.985	"ES5_3"	0.871	1.162	0.581	"ES5"	"3"	0.27207378750001	0.334855689617292	0.198931869932209
166.062	"ES5_3"	0.936	1.129	0.549	"ES5"	"3"	0.286905352972375	0.328175661438323	0.190051417759206
166.078	"ES5_3"	0.936	1.097	0.581	"ES5"	"3"	0.286905352972375	0.321598430465344	0.198931869932209
166.135	"ES5_3"	0.968	1.033	0.613	"ES5"	"3"	0.294025094095323	0.308137378638039	0.207634367388962
167.07	"ES5_3"	4.94	3.552	1.84	"ES5"	"3"	0.773786444981194	0.658202253387015	0.453318340047038
167.086	"ES5_3"	4.94	3.519	1.84	"ES5"	"3"	0.773786444981194	0.655042341331202	0.453318340047038
174.14	"ES5_3"	8.847	5.521	3.39	"ES5"	"3"	0.993303937919474	0.81431420020746	0.642464520242121
175.148	"ES5_3"	1.679	1.937	1	"ES5"	"3"	0.427972713608209	0.4679039465228	0.301029995663981
178.062	"ES5_3"	1	1.291	0.71	"ES5"	"3"	0.301029995663981	0.360025089189398	0.232996110392154
178.123	"ES5_3"	0.871	1.291	0.645	"ES5"	"3"	0.27207378750001	0.360025089189398	0.216165902285993
179.086	"ES5_3"	1.517	1.84	1.162	"ES5"	"3"	0.400883215548363	0.453318340047038	0.334855689617292
179.107	"ES5_3"	1.517	1.84	1.162	"ES5"	"3"	0.400883215548363	0.453318340047038	0.334855689617292
179.128	"ES5_3"	1.517	1.776	1.227	"ES5"	"3"	0.400883215548363	0.443419461782817	0.347720217034038
179.929	"ES5_3"	0.904	0.452	1	"ES5"	"3"	0.279666944048456	0.161966616364075	0.301029995663981
180.081	"ES5_3"	0.742	0.387	1	"ES5"	"3"	0.241048150671644	0.142076461073285	0.301029995663981
180.093	"ES5_3"	0.742	0.387	1	"ES5"	"3"	0.241048150671644	0.142076461073285	0.301029995663981
180.151	"ES5_3"	0.807	0.387	1.097	"ES5"	"3"	0.256958152560932	0.142076461073285	0.321598430465344
180.937	"ES5_3"	3.778	39.932	22.24	"ES5"	"3"	0.679246145413859	1.61206296545502	1.36623612371829
181.076	"ES5_3"	3.681	39.965	22.305	"ES5"	"3"	0.670338641127442	1.61241295919541	1.3674491072686
181.101	"ES5_3"	3.681	39.932	22.273	"ES5"	"3"	0.670338641127442	1.61206296545502	1.36685236951226
181.159	"ES5_3"	3.649	39.803	22.015	"ES5"	"3"	0.667359546183087	1.6106920953337	1.36201097922999
181.17	"ES5_3"	3.649	39.803	22.047	"ES5"	"3"	0.667359546183087	1.6106920953337	1.3626144018194
182.109	"ES5_3"	0.775	1.969	2.357	"ES5"	"3"	0.249198357391113	0.472610197596045	0.525951341248012
183.047	"ES5_3"	6.425	4.295	17.853	"ES5"	"3"	0.87069645798925	0.723865964443504	1.27538046752743
183.08	"ES5_3"	6.425	4.295	17.821	"ES5"	"3"	0.87069645798925	0.723865964443504	1.27464269469933
186.14	"ES5_3"	0.549	0.871	0.775	"ES5"	"3"	0.190051417759206	0.27207378750001	0.249198357391113
187.148	"ES5_3"	1.872	1.324	1.937	"ES5"	"3"	0.458184435570263	0.366236123718293	0.4679039465228
188.937	"ES5_3"	1.001	1.162	0.516	"ES5"	"3"	0.301247088636211	0.334855689617292	0.180699201296035
189.164	"ES5_3"	0.839	0.839	0.742	"ES5"	"3"	0.264581729238077	0.264581729238077	0.241048150671644
191.143	"ES5_3"	3.132	4.134	3.1	"ES5"	"3"	0.616160312847583	0.710455864335425	0.612783856719735
192.093	"ES5_3"	1.84	2.713	2.325	"ES5"	"3"	0.453318340047038	0.569724949226159	0.521791649639123
193.101	"ES5_3"	4.78	5.491	5.911	"ES5"	"3"	0.761927838420529	0.812311609131124	0.839540892968969
193.122	"ES5_3"	4.715	5.491	5.749	"ES5"	"3"	0.757016234731301	0.812311609131124	0.829239428141389
194.154	"ES5_3"	1.776	2.551	2.164	"ES5"	"3"	0.443419461782817	0.550350672301615	0.500236474825639
195.065	"ES5_3"	2.034	2.454	1.743	"ES5"	"3"	0.482015576450712	0.53832233323144	0.43822580760453
195.138	"ES5_3"	2.002	2.357	1.711	"ES5"	"3"	0.477410687907252	0.525951341248012	0.433129517580486
197.132	"ES5_3"	1.711	1.873	0.968	"ES5"	"3"	0.433129517580486	0.458335625991947	0.294025094095323
199.148	"ES5_3"	2.97	3.003	1.776	"ES5"	"3"	0.598790506763115	0.602385590105105	0.443419461782817
201.139	"ES5_3"	14.946	13.721	8.653	"ES5"	"3"	1.20265175975734	1.16793731270058	0.984662306190107
201.233	"ES5_3"	14.979	13.785	8.653	"ES5"	"3"	1.20354959675074	1.16982132886214	0.984662306190107
203.086	"ES5_3"	1.162	1.162	1.033	"ES5"	"3"	0.334855689617292	0.334855689617292	0.308137378638039
203.154	"ES5_3"	1.227	1.162	1.065	"ES5"	"3"	0.347720217034038	0.334855689617292	0.31492005599242
204.187	"ES5_3"	0.419	0.613	0.42	"ES5"	"3"	0.151982395457474	0.207634367388962	0.152288344383056
205.157	"ES5_3"	1.679	1.42	1.162	"ES5"	"3"	0.427972713608209	0.383815365980431	0.334855689617292
205.195	"ES5_3"	1.582	1.485	1.162	"ES5"	"3"	0.411956237930401	0.395326393069351	0.334855689617292
211.148	"ES5_3"	10.947	14.821	13.012	"ES5"	"3"	1.07725886369295	1.1992339305369	1.14650012864565
228.093	"ES5_3"	8.944	14.335	14.076	"ES5"	"3"	0.997561115633588	1.1856837803185	1.17828612877757
228.269	"ES5_3"	8.912	14.497	13.947	"ES5"	"3"	0.996161293368007	1.1902476330382	1.17455403452083
237.164	"ES5_3"	1.13	1.097	0.936	"ES5"	"3"	0.328379603438738	0.321598430465344	0.286905352972375
239.007	"ES5_3"	1.453	1.808	1.194	"ES5"	"3"	0.389697548206386	0.448397103457768	0.341236623238692
239.179	"ES5_3"	1.356	1.905	1.065	"ES5"	"3"	0.372175286115064	0.46314613672635	0.31492005599242
150	"ES5_3"	871.376	990.864	886.619	"ES5"	"3"	2.94070370916372	2.99645212769989	2.94822658998498
17.026	"ES8_1"	105.445	102.215	104.602	"ES8"	"1"	2.02712526630597	2.01374281690207	2.02367214339418
18.01	"ES8_1"	6939.355	7269.219	6239.353	"ES8"	"1"	3.84138168523843	3.86154749326055	3.79520915724909
18.034	"ES8_1"	6952.607	7286.727	6247.652	"ES8"	"1"	3.84221014183265	3.86259209549427	3.79578633860754
19.018	"ES8_1"	517531.844	516464.75	541334.125	"ES8"	"1"	5.71393791647744	5.71304152608951	5.73346620758018
21.022	"ES8_1"	1965.86	1977.201	1616.736	"ES8"	"1"	3.29377344817998	3.29627041706697	3.20890765009582
26.015	"ES8_1"	6.201	5.652	4.942	"ES8"	"1"	0.857392810920901	0.822952240547482	0.773932647467645
27.01	"ES8_1"	42.673	27.863	28.019	"ES8"	"1"	1.64021302564462	1.46034146936777	1.46268244249301
27.994	"ES8_1"	26.083	25.887	22.079	"ES8"	"1"	1.4326967697355	1.42954234717943	1.36321698715741
28.006	"ES8_1"	26.115	25.984	22.015	"ES8"	"1"	1.43320960877147	1.43110632818115	1.36201097922999
28.018	"ES8_1"	26.245	26.113	21.982	"ES8"	"1"	1.43528681224013	1.43317757406748	1.3613878203126
28.031	"ES8_1"	26.665	25.887	22.112	"ES8"	"1"	1.44193067455017	1.42954234717943	1.36383752883614
29.002	"ES8_1"	4874.03	4635.519	4046.927	"ES8"	"1"	3.68797729260776	3.66619204381881	3.60723267186953
29.013	"ES8_1"	4874.595	4635.921	4047.085	"ES8"	"1"	3.68802762299839	3.66622969681098	3.60724962306183
29.026	"ES8_1"	4874.677	4635.603	4046.944	"ES8"	"1"	3.68803492710138	3.66619991187802	3.60723449576376
29.039	"ES8_1"	4874.062	4634.976	4046.256	"ES8"	"1"	3.68798014333438	3.66614117899679	3.60716067557296
29.997	"ES8_1"	3479.469	3491.932	2929.322	"ES8"	"1"	3.54163776992014	3.54319013092473	3.46691534565771
30.021	"ES8_1"	3479.019	3491.911	2929.093	"ES8"	"1"	3.54158161508814	3.54318751987718	3.466881404909
30.034	"ES8_1"	3478.394	3491.246	2928.456	"ES8"	"1"	3.5415036102185	3.54310482858439	3.46678697935302
30.046	"ES8_1"	3477.321	3490.545	2927.374	"ES8"	"1"	3.54136965877531	3.5430176437208	3.46662654225097
31.005	"ES8_1"	76.351	129.156	97.207	"ES8"	"1"	1.88846593266596	2.11446419324302	1.99214244453874
31.018	"ES8_1"	76.415	129.124	97.24	"ES8"	"1"	1.88882511812563	2.11435740498814	1.99228835379709
31.029	"ES8_1"	76.06	128.866	97.337	"ES8"	"1"	1.88682900467698	2.1134954640434	1.99271695498811
31.042	"ES8_1"	75.964	128.059	97.175	"ES8"	"1"	1.88628763092144	2.11078829569932	1.99200090994246
31.054	"ES8_1"	75.899	127.413	96.949	"ES8"	"1"	1.88592069224219	2.10860899213217	1.99100000646961
31.989	"ES8_1"	58570.047	57710.395	51760.07	"ES8"	"1"	4.7676829874266	4.76126157220296	4.71400324544837
32.049	"ES8_1"	58506.07	57644.641	51703.691	"ES8"	"1"	4.76720834944051	4.7607664727544	4.71352994702033
32.989	"ES8_1"	5686.165	15004.018	8246.692	"ES8"	"1"	3.75489582848955	4.17623652074028	3.91633243438046
32.989	"ES8_1"	5686.165	15003.759	8246.53	"ES8"	"1"	3.75489582848955	4.17622902436529	3.91632390394588
32.997	"ES8_1"	5690.906	15017.696	8248.42	"ES8"	"1"	3.75525771923755	4.17663222663692	3.9164234152585
33.033	"ES8_1"	5693.667	15023.796	8248.613	"ES8"	"1"	3.75546833345625	4.17680858405742	3.91643357571275
33.045	"ES8_1"	5693.12	15022.022	8246.759	"ES8"	"1"	3.75542661539061	4.17675730323485	3.91633596235072
