m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	146.285	147.011	1.005
18.010	8578.013	8512.920	0.992
18.034	8610.027	8543.192	0.992
19.018	523160.594	523839.344	1.001
21.022	1931.145	1920.716	0.995
26.015	5.861	5.652	0.964
27.010	11.180	11.301	1.011
27.994	30.704	30.213	0.984
28.006	30.704	30.116	0.981
28.018	30.773	30.245	0.983
28.031	30.681	30.148	0.983
29.002	5113.287	5094.506	0.996
29.013	5114.180	5095.225	0.996
29.026	5114.352	5095.233	0.996
29.039	5114.077	5095.180	0.996
29.997	3696.198	3675.526	0.994
30.021	3696.179	3675.399	0.994
30.034	3695.735	3674.833	0.994
30.046	3694.897	3674.183	0.994
31.005	42.927	43.132	1.005
31.018	42.935	43.035	1.002
31.029	42.981	43.165	1.004
31.042	42.781	42.906	1.003
31.054	42.604	42.680	1.002
31.989	67174.242	67024.141	0.998
32.049	67137.992	66989.781	0.998
32.989	830.909	827.852	0.996
32.989	830.909	827.852	0.996
32.997	831.752	828.288	0.996
33.033	831.925	828.951	0.996
33.045	831.344	828.286	0.996
33.987	300.923	297.643	0.989
33.997	300.724	297.224	0.988
34.005	300.917	297.484	0.989
34.995	10.958	10.689	0.975
35.005	11.035	10.624	0.963
35.976	5.722	6.137	1.072
36.984	8983.984	9032.661	1.005
37.028	8994.974	9044.774	1.006
41.002	94.263	94.135	0.999
41.026	94.379	94.394	1.000
41.039	94.394	94.426	1.000
42.034	81.599	82.151	1.007
43.018	274.740	274.535	0.999
43.054	274.324	274.374	1.000
43.989	30.550	31.181	1.021
44.001	30.511	31.149	1.021
44.062	30.450	31.149	1.023
44.997	278.020	274.208	0.986
45.033	278.043	274.434	0.987
45.992	44.180	43.904	0.994
46.021	44.211	43.872	0.992
47.013	94.640	94.391	0.997
47.037	94.663	94.326	0.996
47.049	94.632	94.358	0.997
47.060	94.593	94.358	0.998
47.984	2.780	2.583	0.929
49.011	1.786	1.743	0.976
49.992	7.521	7.651	1.017
51.000	1.486	1.259	0.847
52.012	0.885	1.227	1.386
52.018	0.893	1.227	1.374
53.026	4.650	4.779	1.028
53.939	1.193	1.323	1.109
54.046	1.286	1.323	1.029
54.947	55.703	55.443	0.995
57.033	30.714	31.281	1.018
57.070	30.729	31.281	1.018
59.049	398.322	407.307	1.023
59.086	398.192	407.113	1.022
61.028	434.816	439.150	1.010
61.065	434.686	439.022	1.010
