m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	121.449	117.005	0.963
18.010	7570.628	7547.089	0.997
18.034	7581.982	7557.296	0.997
19.018	510766.969	510504.781	0.999
21.022	2068.632	2070.819	1.001
26.015	6.605	7.041	1.066
27.010	32.209	31.799	0.987
27.994	29.590	29.924	1.011
28.006	29.695	29.763	1.002
28.018	29.783	29.892	1.004
28.031	29.941	29.989	1.002
29.002	5893.925	5884.619	0.998
29.013	5894.385	5884.868	0.998
29.026	5894.234	5884.652	0.998
29.039	5893.531	5883.804	0.998
29.997	3747.479	3750.886	1.001
30.021	3747.031	3750.420	1.001
30.034	3746.421	3749.604	1.001
30.046	3744.576	3747.461	1.001
31.005	65.295	63.529	0.973
31.018	65.260	63.336	0.971
31.029	65.155	63.432	0.974
31.042	64.874	63.013	0.971
31.054	64.444	62.593	0.971
31.989	64642.863	64596.031	0.999
32.049	64568.742	64523.828	0.999
32.989	1378.777	1335.875	0.969
32.989	1378.777	1335.875	0.969
32.997	1379.125	1336.349	0.969
33.033	1378.659	1335.182	0.968
33.045	1378.215	1334.655	0.968
33.987	294.901	292.946	0.993
33.997	294.805	292.753	0.993
34.005	294.640	292.561	0.993
34.995	12.285	12.755	1.038
35.005	12.320	12.820	1.041
35.976	5.665	5.846	1.032
36.984	12405.375	12483.037	1.006
37.028	12409.075	12485.898	1.006
41.002	279.258	273.925	0.981
41.026	279.407	274.087	0.981
41.039	279.328	273.893	0.981
42.034	113.353	113.671	1.003
43.018	542.934	527.138	0.971
43.054	541.507	526.368	0.972
43.989	41.444	40.580	0.979
44.001	41.470	40.483	0.976
44.062	41.093	40.225	0.979
44.997	442.428	446.484	1.009
45.033	442.298	446.422	1.009
45.992	54.394	54.495	1.002
46.021	54.332	54.399	1.001
47.013	187.620	191.127	1.019
47.037	187.682	191.063	1.018
47.049	187.594	190.869	1.017
47.060	187.611	190.933	1.018
47.984	5.356	5.748	1.073
49.011	3.512	3.907	1.112
49.992	6.927	7.360	1.063
51.000	3.310	3.519	1.063
52.012	1.080	1.033	0.957
52.018	1.071	1.033	0.964
53.026	7.954	7.683	0.966
53.939	3.073	2.906	0.946
54.046	3.020	3.035	1.005
54.947	108.257	108.209	1.000
57.033	142.012	136.376	0.960
57.070	141.916	136.408	0.961
59.049	1497.371	1498.506	1.001
59.086	1496.789	1497.999	1.001
61.028	555.771	548.325	0.987
61.065	555.606	548.327	0.987
62.995	73.055	70.173	0.961
63.026	72.950	70.012	0.960
64.003	2.037	2.163	1.062
65.020	3.925	4.133	1.053
68.049	5.145	5.230	1.017
69.033	85.344	83.673	0.980
69.070	85.256	83.641	0.981
71.049	50.597	48.580	0.960
71.086	50.623	48.516	0.958
73.065	83.674	82.027	0.980
75.044	85.074	83.410	0.980
75.068	85.031	83.346	0.980
77.060	54.830	55.815	1.018
78.046	8.527	8.397	0.985
79.054	24.122	23.629	0.980
80.049	3.415	3.972	1.163
81.070	41.493	42.093	1.014
82.078	5.461	5.586	1.023
82.989	67.948	65.923	0.970
83.010	68.027	66.019	0.970
83.049	68.019	65.955	0.970
83.086	67.887	65.923	0.971
83.911	9.640	9.397	0.975
84.081	11.063	10.366	0.937
84.919	160.243	154.117	0.962
85.065	168.888	162.322	0.961
85.101	168.625	161.934	0.960
86.036	16.267	15.755	0.969
86.060	16.293	15.755	0.967
86.096	16.267	15.723	0.967
87.044	22.490	22.630	1.006
87.080	22.428	22.630	1.009
88.112	6.717	6.814	1.014
89.023	453.569	450.439	0.993
89.042	453.552	450.342	0.993
89.060	453.544	450.343	0.993
89.096	453.404	450.182	0.993
90.055	23.007	22.402	0.974
91.039	83.026	82.737	0.997
91.050	83.167	82.834	0.996
91.058	83.316	82.963	0.996
92.062	37.288	37.572	1.008
93.033	910.007	922.468	1.014
93.070	910.010	922.211	1.013
94.041	71.273	70.915	0.995
95.049	36.880	35.672	0.967
95.086	36.827	35.640	0.968
96.057	4.794	4.488	0.936
97.040	27.155	26.119	0.962
97.065	27.172	26.087	0.960
97.101	27.164	26.152	0.963
97.967	5.707	5.457	0.956
98.975	26.072	25.050	0.961
99.080	26.107	25.146	0.963
99.092	26.090	25.146	0.964
99.104	26.090	25.146	0.964
99.117	26.046	25.146	0.965
101.060	30.057	30.087	1.001
101.096	30.049	30.119	1.002
102.025	5.944	6.490	1.092
102.068	5.971	6.490	1.087
102.104	5.953	6.458	1.085
102.128	5.944	6.522	1.097
103.032	23.413	23.244	0.993
103.042	23.413	23.212	0.991
103.075	23.387	23.180	0.991
103.112	23.308	23.115	0.992
103.123	23.290	23.115	0.993
104.047	2.845	2.776	0.976
104.049	2.845	2.776	0.976
104.062	2.845	2.744	0.965
105.037	7.770	7.587	0.976
105.057	7.796	7.619	0.977
105.070	7.788	7.619	0.978
106.078	3.090	3.035	0.982
107.049	61.697	60.298	0.977
107.086	61.680	60.298	0.978
108.057	9.657	9.330	0.966
108.081	9.649	9.330	0.967
