m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	115.736	113.903	0.984
18.010	7309.478	7214.794	0.987
18.034	7323.093	7227.734	0.987
19.018	515193.750	515758.062	1.001
21.022	1995.640	1988.991	0.997
26.015	6.802	6.589	0.969
27.010	41.383	42.417	1.025
27.994	27.944	28.730	1.028
28.006	27.928	28.794	1.031
28.018	28.002	29.020	1.036
28.031	28.019	28.988	1.035
29.002	5215.797	5196.812	0.996
29.013	5216.534	5197.281	0.996
29.026	5216.445	5197.266	0.996
29.039	5215.741	5196.658	0.996
29.997	3559.705	3566.892	1.002
30.021	3559.396	3566.312	1.002
30.034	3558.810	3565.913	1.002
30.046	3557.140	3564.373	1.002
31.005	82.487	88.878	1.077
31.018	82.380	88.943	1.080
31.029	82.264	88.685	1.078
31.042	81.916	88.265	1.078
31.054	81.726	87.910	1.076
31.989	60509.738	60421.902	0.999
32.049	60444.812	60359.121	0.999
32.989	5615.914	7584.916	1.351
32.989	5615.914	7584.916	1.351
32.997	5619.655	7590.874	1.351
33.033	5621.219	7592.482	1.351
33.045	5620.640	7591.627	1.351
33.987	333.017	357.037	1.072
33.997	333.152	357.040	1.072
34.005	333.254	357.141	1.072
34.995	21.004	25.798	1.228
35.005	21.070	25.863	1.227
35.976	6.024	6.168	1.024
36.984	13853.264	14051.897	1.014
37.028	13858.202	14056.925	1.014
41.002	440.656	490.523	1.113
41.026	440.999	491.109	1.114
41.039	440.959	491.207	1.114
42.034	102.671	98.266	0.957
43.018	865.779	930.652	1.075
43.054	864.176	929.404	1.075
43.989	49.517	50.878	1.028
44.001	49.500	50.878	1.028
44.062	49.136	50.362	1.025
44.997	702.946	745.484	1.061
45.033	702.908	745.553	1.061
45.992	57.352	55.270	0.964
46.021	57.327	55.464	0.967
47.013	219.669	195.300	0.889
47.037	219.611	195.171	0.889
47.049	219.537	195.107	0.889
47.060	219.504	195.042	0.889
47.984	6.312	6.038	0.957
49.011	6.221	7.039	1.131
49.992	8.287	7.877	0.951
51.000	7.006	8.330	1.189
52.012	1.398	1.259	0.901
52.018	1.406	1.291	0.918
53.026	8.502	8.620	1.014
53.939	3.532	4.165	1.179
54.046	3.590	4.101	1.142
54.947	118.831	125.359	1.055
57.033	278.705	314.047	1.127
57.070	278.722	314.177	1.127
59.049	1931.750	2127.358	1.101
59.086	1930.649	2126.240	1.101
61.028	923.436	970.229	1.051
61.065	923.174	970.006	1.051
62.995	73.013	74.984	1.027
63.026	73.022	74.887	1.026
64.003	2.531	2.615	1.033
65.020	5.551	6.523	1.175
68.049	5.559	4.714	0.848
69.033	89.424	92.780	1.038
69.070	89.441	92.845	1.038
71.049	72.275	74.151	1.026
71.086	72.192	74.119	1.027
73.065	145.825	159.188	1.092
75.044	169.602	197.725	1.166
75.068	169.503	197.660	1.166
77.060	50.037	50.715	1.014
78.046	8.166	7.717	0.945
79.054	25.953	26.697	1.029
80.049	4.111	3.616	0.880
81.070	66.183	45.998	0.695
82.078	7.097	5.812	0.819
82.989	88.372	99.387	1.125
83.010	88.447	99.387	1.124
83.049	88.496	99.484	1.124
83.086	88.364	99.323	1.124
83.911	7.709	7.231	0.938
84.081	9.835	9.234	0.939
84.919	191.144	195.452	1.023
85.065	209.706	215.562	1.028
85.101	209.085	214.852	1.028
86.036	18.204	17.884	0.982
86.060	18.196	17.884	0.983
86.096	18.204	17.916	0.984
87.044	31.265	33.965	1.086
87.080	31.158	33.933	1.089
88.112	6.758	6.942	1.027
89.023	398.199	412.233	1.035
89.042	398.216	412.298	1.035
89.060	398.200	412.266	1.035
89.096	397.994	412.041	1.035
90.055	20.808	21.434	1.030
91.039	77.858	79.091	1.016
91.050	78.165	79.318	1.015
91.058	78.297	79.479	1.015
92.062	33.328	34.700	1.041
93.033	786.983	797.331	1.013
93.070	786.869	797.074	1.013
94.041	62.707	61.649	0.983
95.049	43.083	37.901	0.880
95.086	43.066	38.030	0.883
96.057	4.790	3.745	0.782
97.040	26.989	27.666	1.025
97.065	27.014	27.698	1.025
97.101	26.997	27.666	1.025
97.967	5.236	5.651	1.079
98.975	27.152	26.438	0.974
99.080	27.161	26.664	0.982
99.092	27.136	26.664	0.983
99.104	27.144	26.664	0.982
