m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
75.044	97.071	86.579	0.892
75.068	97.059	86.499	0.891
77.060	48.266	49.239	1.020
78.046	8.116	7.168	0.883
79.054	27.174	26.219	0.965
80.049	3.372	3.563	1.057
81.070	59.406	58.836	0.990
82.078	6.446	6.206	0.963
82.989	46.343	47.193	1.018
83.010	46.450	47.393	1.020
83.049	46.486	47.433	1.020
83.086	46.450	47.313	1.019
83.911	7.948	8.487	1.068
84.081	9.224	9.849	1.068
84.919	283.640	281.098	0.991
85.065	309.022	307.717	0.996
85.101	308.819	307.758	0.997
86.036	24.232	25.460	1.051
86.060	24.244	25.420	1.048
86.096	24.292	25.420	1.046
87.044	19.764	17.372	0.879
87.080	19.741	17.372	0.880
88.112	4.695	5.084	1.083
89.023	116.175	111.204	0.957
89.042	116.187	111.204	0.957
89.060	116.128	111.164	0.957
89.096	116.164	111.244	0.958
90.055	7.220	7.165	0.992
91.039	77.831	76.856	0.987
91.050	77.998	77.017	0.987
91.058	78.057	77.017	0.987
92.062	42.932	42.468	0.989
93.033	962.924	983.143	1.021
93.070	962.889	983.306	1.021
94.041	76.978	78.330	1.018
95.049	37.042	35.867	0.968
95.086	37.042	35.907	0.969
96.057	4.516	4.844	1.073
97.040	20.028	18.736	0.935
97.065	19.957	18.696	0.937
97.101	19.945	18.656	0.935
97.967	4.051	4.204	1.038
98.975	33.621	35.147	1.045
99.080	33.562	35.187	1.048
99.092	33.550	35.147	1.048
99.104	33.574	35.147	1.047
99.117	33.526	35.147	1.048
101.060	23.862	23.536	0.986
101.096	23.874	23.496	0.984
102.025	3.563	3.843	1.079
102.068	3.539	3.804	1.075
102.104	3.527	3.764	1.067
102.128	3.515	3.724	1.059
103.032	21.515	21.815	1.014
103.042	21.527	21.815	1.013
103.075	21.479	21.735	1.012
103.112	21.432	21.655	1.010
103.123	21.456	21.655	1.009
104.047	2.657	2.402	0.904
104.049	2.657	2.402	0.904
104.062	2.669	2.402	0.900
105.037	119.263	121.940	1.022
105.057	119.299	122.021	1.023
105.070	119.299	122.021	1.023
106.078	12.676	13.371	1.055
107.049	56.680	55.717	0.983
107.086	56.692	55.717	0.983
108.057	7.472	6.966	0.932
108.081	7.495	7.046	0.940
108.093	7.472	7.006	0.938
109.065	24.697	23.775	0.963
109.076	24.709	23.856	0.965
109.089	24.721	23.856	0.965
109.101	24.709	23.816	0.964
110.060	2.705	2.321	0.858
110.073	2.705	2.281	0.844
110.084	2.705	2.321	0.858
110.109	2.705	2.321	0.858
111.080	9.211	9.489	1.030
111.092	9.211	9.449	1.026
111.104	9.223	9.449	1.025
111.117	9.223	9.449	1.025
112.007	2.299	2.282	0.992
112.052	2.311	2.322	1.005
112.088	2.288	2.322	1.015
112.112	2.299	2.322	1.010
113.015	10.021	9.728	0.971
113.060	10.045	9.849	0.980
113.096	10.069	9.929	0.986
113.107	10.069	9.969	0.990
114.091	10.474	10.650	1.017
114.128	10.498	10.690	1.018
115.075	9.616	9.970	1.037
115.112	9.592	10.010	1.044
115.123	9.616	10.010	1.041
116.143	2.216	1.962	0.885
117.070	40.768	42.152	1.034
117.078	40.768	42.152	1.034
117.091	40.721	42.032	1.032
117.102	40.697	41.952	1.031
117.127	40.554	41.792	1.031
118.065	3.384	3.443	1.017
118.078	3.372	3.443	1.021
118.081	3.372	3.443	1.021
118.086	3.372	3.443	1.021
119.060	12.094	11.770	0.973
119.086	12.117	11.810	0.975
120.081	1.394	1.601	1.149
121.052	27.997	29.423	1.051
121.065	27.973	29.343	1.049
121.089	27.926	29.263	1.048
121.101	27.938	29.263	1.047
122.060	3.658	3.923	1.073
122.084	3.670	3.923	1.069
122.096	3.670	3.923	1.069
123.092	9.414	9.329	0.991
124.039	1.751	1.521	0.868
124.057	1.751	1.561	0.891
125.042	8.519	9.168	1.076
125.060	8.531	9.208	1.079
125.071	8.543	9.208	1.078
125.084	8.543	9.208	1.078
125.096	8.543	9.248	1.083
125.107	8.531	9.248	1.084
125.120	8.567	9.288	1.084
127.112	13.927	13.250	0.951
127.136	13.904	13.250	0.953
127.903	2.526	2.081	0.824
128.120	2.598	2.282	0.878
128.143	2.621	2.322	0.886
128.911	10.330	10.568	1.023
129.045	10.676	10.969	1.027
129.070	10.676	11.009	1.031
129.091	10.676	11.009	1.031
129.127	10.700	11.049	1.033
129.139	10.700	11.049	1.033
129.151	10.652	11.009	1.034
131.060	9.318	8.529	0.915
131.107	9.330	8.529	0.914
131.143	9.306	8.529	0.916
131.154	9.306	8.529	0.916
132.066	1.334	1.121	0.840
132.102	1.334	1.161	0.870
133.065	4.469	3.925	0.878
133.101	4.303	3.844	0.894
135.080	7.948	8.047	1.012
135.117	7.888	8.007	1.015
137.047	37.063	34.626	0.934
137.060	37.063	34.626	0.934
137.060	37.063	34.626	0.934
137.071	37.075	34.666	0.935
137.132	37.016	34.586	0.934
139.148	6.864	6.566	0.957
144.175	1.847	1.841	0.997
145.076	25.852	26.179	1.013
145.122	25.876	26.299	1.016
145.962	3.253	2.642	0.812
145.968	3.253	2.642	0.812
146.970	3.599	3.884	1.079
146.976	3.623	3.884	1.072
148.088	0.953	0.800	0.840
148.125	0.965	0.840	0.871
149.096	37.492	39.469	1.053
151.075	9.974	9.168	0.919
152.120	1.799	1.561	0.868
153.055	7.817	8.488	1.086
153.070	7.817	8.488	1.086
153.127	7.817	8.448	1.081
153.151	7.781	8.368	1.075
153.980	1.537	1.121	0.729
155.086	9.699	8.847	0.912
155.107	9.711	8.847	0.911
155.142	9.711	8.847	0.911
157.159	5.648	6.206	1.099
159.174	6.696	5.964	0.891
161.132	2.431	2.562	1.054
162.128	0.953	1.001	1.050
163.063	4.826	5.165	1.070
163.075	4.803	5.165	1.076
163.099	4.826	5.205	1.079
163.123	4.814	5.205	1.081
163.136	4.814	5.205	1.081
163.148	4.803	5.205	1.084
165.091	2.216	2.482	1.120
165.985	0.798	0.720	0.903
166.062	0.798	0.760	0.953
166.078	0.786	0.760	0.967
166.135	0.762	0.720	0.945
167.070	3.694	3.683	0.997
167.086	3.682	3.643	0.989
174.140	5.696	6.206	1.090
175.148	1.406	1.321	0.940
178.062	0.667	0.600	0.900
178.123	0.607	0.600	0.988
179.086	1.108	1.040	0.939
179.107	1.120	1.040	0.929
179.128	1.120	1.040	0.929
179.929	0.488	0.400	0.819
180.081	0.583	0.560	0.960
180.093	0.583	0.520	0.891
180.151	0.595	0.520	0.873
180.937	2.419	2.202	0.910
181.076	2.383	2.122	0.890
181.101	2.407	2.122	0.882
181.159	2.419	2.162	0.894
181.170	2.395	2.162	0.903
182.109	0.750	0.480	0.640
183.047	5.362	5.965	1.112
183.080	5.350	5.965	1.115
186.140	0.619	0.600	0.969
187.148	1.561	1.361	0.872
188.937	0.881	1.040	1.181
189.164	0.786	0.720	0.916
191.143	1.942	1.642	0.845
192.093	1.370	1.241	0.906
193.101	2.991	2.803	0.937
193.122	2.955	2.723	0.921
194.154	1.394	1.041	0.747
195.065	1.739	2.242	1.289
195.138	1.692	2.282	1.349
197.132	1.251	1.361	1.088
199.148	2.848	2.563	0.900
201.139	13.475	12.849	0.954
201.233	13.427	12.689	0.945
203.086	1.024	1.441	1.407
203.154	1.036	1.481	1.429
204.187	0.453	0.640	1.415
205.157	1.227	1.241	1.011
205.195	1.227	1.201	0.979
211.148	4.517	4.084	0.904
228.093	3.908	3.203	0.819
228.269	3.920	3.163	0.807
237.164	1.072	0.960	0.896
239.007	1.084	0.880	0.812
239.179	1.024	0.840	0.820
150.000	848.636	847.349	0.998
