m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
91.058	86.605	82.381	0.951
92.062	35.041	34.248	0.977
93.033	842.364	835.721	0.992
93.070	842.375	835.755	0.992
94.041	66.905	66.655	0.996
95.049	32.376	33.028	1.020
95.086	32.394	33.092	1.022
96.057	3.820	3.713	0.972
97.040	21.862	21.856	1.000
97.065	21.890	21.889	1.000
97.101	21.954	22.083	1.006
97.967	3.572	3.810	1.067
98.975	22.118	22.437	1.014
99.080	22.182	22.566	1.017
99.092	22.154	22.598	1.020
99.104	22.127	22.501	1.017
99.117	22.118	22.501	1.017
101.060	29.849	29.055	0.973
101.096	29.830	29.055	0.974
102.025	4.279	3.746	0.875
102.068	4.261	3.713	0.872
102.104	4.279	3.746	0.875
102.128	4.261	3.713	0.872
103.032	22.622	23.210	1.026
103.042	22.631	23.242	1.027
103.075	22.586	23.113	1.023
103.112	22.558	23.113	1.025
103.123	22.549	23.081	1.024
104.047	2.782	2.841	1.021
104.049	2.782	2.841	1.021
104.062	2.782	2.841	1.021
105.037	47.359	49.964	1.055
105.057	47.349	49.932	1.055
105.070	47.340	49.932	1.055
106.078	5.941	5.651	0.951
107.049	40.047	40.707	1.016
107.086	40.056	40.642	1.015
108.057	6.272	6.135	0.978
108.081	6.263	6.103	0.974
108.093	6.244	6.070	0.972
109.065	24.119	24.728	1.025
109.076	24.128	24.728	1.025
109.089	24.101	24.696	1.025
109.101	24.073	24.632	1.023
110.060	3.159	2.906	0.920
110.073	3.159	2.906	0.920
110.084	3.159	2.906	0.920
110.109	3.186	2.906	0.912
111.080	9.486	9.460	0.997
111.092	9.476	9.428	0.995
111.104	9.467	9.428	0.996
111.117	9.449	9.428	0.998
112.007	2.296	2.422	1.055
112.052	2.314	2.454	1.061
112.088	2.296	2.454	1.069
112.112	2.286	2.454	1.073
113.015	10.441	11.172	1.070
113.060	10.432	11.139	1.068
113.096	10.386	11.107	1.069
113.107	10.386	11.107	1.069
114.091	9.615	9.751	1.014
114.128	9.642	9.783	1.015
115.075	9.220	9.720	1.054
115.112	9.156	9.623	1.051
115.123	9.165	9.655	1.054
116.143	2.360	2.486	1.054
117.070	33.346	33.961	1.018
117.078	33.346	33.928	1.017
117.091	33.337	33.928	1.018
117.102	33.300	33.896	1.018
117.127	33.144	33.767	1.019
118.065	3.076	3.067	0.997
118.078	3.067	3.067	1.000
118.081	3.067	3.067	1.000
118.086	3.067	3.067	1.000
119.060	16.013	14.817	0.925
119.086	15.976	14.850	0.929
120.081	1.634	1.194	0.731
121.052	22.649	23.985	1.059
121.065	22.649	23.985	1.059
121.089	22.676	24.017	1.059
121.101	22.667	24.017	1.060
122.060	3.241	3.132	0.966
122.084	3.269	3.132	0.958
122.096	3.251	3.132	0.963
123.092	9.137	9.750	1.067
124.039	2.011	2.163	1.076
124.057	1.992	2.131	1.069
125.042	8.622	8.330	0.966
125.060	8.622	8.330	0.966
125.071	8.622	8.330	0.966
125.084	8.622	8.330	0.966
125.096	8.640	8.330	0.964
125.107	8.650	8.362	0.967
125.120	8.650	8.394	0.970
127.112	15.342	15.335	1.000
127.136	15.351	15.335	0.999
127.903	2.506	2.905	1.159
128.120	2.755	3.099	1.125
128.143	2.745	3.099	1.129
128.911	9.265	9.137	0.986
129.045	9.476	9.395	0.991
129.070	9.449	9.428	0.998
129.091	9.486	9.460	0.997
129.127	9.449	9.428	0.998
129.139	9.394	9.363	0.997
129.151	9.375	9.363	0.999
131.060	9.670	9.944	1.028
131.107	9.670	9.944	1.028
131.143	9.642	9.944	1.031
131.154	9.633	9.912	1.029
132.066	1.056	1.194	1.131
132.102	1.065	1.291	1.212
133.065	7.091	7.267	1.025
133.101	6.724	6.879	1.023
135.080	6.732	6.878	1.022
135.117	6.622	6.813	1.029
137.047	24.523	25.470	1.039
137.060	24.533	25.470	1.038
137.060	24.533	25.470	1.038
137.071	24.551	25.502	1.039
137.132	24.551	25.567	1.041
139.148	6.116	6.006	0.982
144.175	1.735	2.260	1.302
145.076	21.677	20.919	0.965
145.122	21.658	20.952	0.967
145.962	2.911	2.744	0.943
145.968	2.901	2.712	0.935
146.970	3.554	3.875	1.090
146.976	3.545	3.875	1.093
148.088	0.780	0.871	1.117
148.125	0.780	0.904	1.158
149.096	20.576	21.242	1.032
151.075	6.520	6.586	1.010
152.120	1.276	1.291	1.012
153.055	7.034	7.296	1.037
153.070	7.034	7.296	1.037
153.127	7.025	7.329	1.043
153.151	7.043	7.329	1.041
153.980	1.258	1.517	1.206
155.086	8.613	8.234	0.956
155.107	8.622	8.201	0.951
155.142	8.613	8.234	0.956
157.159	5.188	5.295	1.021
159.174	15.895	13.916	0.875
161.132	2.277	2.098	0.922
162.128	0.670	0.516	0.771
163.063	4.325	4.165	0.963
163.075	4.334	4.165	0.961
163.099	4.362	4.198	0.962
163.123	4.371	4.198	0.960
163.136	4.371	4.198	0.960
163.148	4.362	4.198	0.962
165.091	2.443	2.357	0.965
165.985	0.799	0.710	0.889
166.062	0.799	0.742	0.930
166.078	0.789	0.742	0.940
166.135	0.780	0.775	0.993
167.070	2.690	2.228	0.828
167.086	2.681	2.228	0.831
174.140	6.456	5.780	0.895
175.148	1.634	2.098	1.284
178.062	1.258	1.227	0.975
178.123	1.267	1.259	0.994
179.086	1.377	1.388	1.008
179.107	1.396	1.420	1.018
179.128	1.414	1.420	1.005
179.929	0.532	0.678	1.273
180.081	0.514	0.678	1.319
180.093	0.523	0.678	1.296
180.151	0.523	0.678	1.296
180.937	18.978	17.400	0.917
181.076	18.978	17.432	0.919
181.101	18.969	17.464	0.921
181.159	18.969	17.464	0.921
181.170	18.941	17.432	0.920
182.109	1.469	1.291	0.879
183.047	4.867	5.167	1.062
183.080	4.858	5.134	1.057
186.140	0.698	0.710	1.018
187.148	1.258	1.097	0.873
188.937	1.147	0.968	0.844
189.164	1.037	0.710	0.684
191.143	3.959	3.553	0.897
192.093	2.792	2.712	0.972
193.101	7.614	7.848	1.031
193.122	7.513	7.752	1.032
194.154	2.718	3.165	1.164
195.065	2.590	2.486	0.960
195.138	2.489	2.519	1.012
197.132	1.836	1.743	0.949
199.148	2.635	3.067	1.164
201.139	15.470	15.560	1.006
201.233	15.452	15.560	1.007
203.086	1.092	1.065	0.975
203.154	1.083	1.065	0.983
204.187	0.624	0.774	1.241
205.157	1.423	1.194	0.839
205.195	1.414	1.130	0.799
211.148	19.073	20.567	1.078
228.093	16.628	17.629	1.060
228.269	16.573	17.532	1.058
237.164	1.065	1.033	0.970
239.007	1.276	1.549	1.214
239.179	1.267	1.453	1.147
150.000	748.003	750.242	1.003
