m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	106.063	102.215	0.964
18.010	7355.943	7269.219	0.988
18.034	7371.310	7286.727	0.989
19.018	516187.375	516464.750	1.001
21.022	1988.149	1977.201	0.994
26.015	6.084	5.652	0.929
27.010	27.758	27.863	1.004
27.994	26.539	25.887	0.975
28.006	26.667	25.984	0.974
28.018	26.659	26.113	0.980
28.031	26.548	25.887	0.975
29.002	4639.767	4635.519	0.999
29.013	4640.266	4635.921	0.999
29.026	4640.064	4635.603	0.999
29.039	4639.442	4634.976	0.999
29.997	3496.301	3491.932	0.999
30.021	3496.190	3491.911	0.999
30.034	3495.596	3491.246	0.999
30.046	3494.152	3490.545	0.999
31.005	129.730	129.156	0.996
31.018	129.936	129.124	0.994
31.029	129.482	128.866	0.995
31.042	128.901	128.059	0.993
31.054	127.908	127.413	0.996
31.989	57363.711	57710.395	1.006
32.049	57298.500	57644.641	1.006
32.989	15103.312	15004.018	0.993
32.989	15103.048	15003.759	0.993
32.997	15116.098	15017.696	0.993
33.033	15121.960	15023.796	0.994
33.045	15120.423	15022.022	0.993
33.987	440.894	447.010	1.014
33.997	440.916	446.787	1.013
34.005	440.808	446.823	1.014
34.995	43.053	41.714	0.969
35.005	43.001	41.617	0.968
35.976	7.787	6.943	0.892
36.984	20145.887	19856.725	0.986
37.028	20154.564	19865.264	0.986
41.002	347.097	347.977	1.003
41.026	347.212	348.207	1.003
41.039	347.171	348.144	1.003
42.034	165.268	160.639	0.972
43.018	1153.854	1221.489	1.059
43.054	1150.091	1218.680	1.060
43.989	61.803	63.149	1.022
44.001	61.812	63.149	1.022
44.062	60.349	61.986	1.027
44.997	827.924	731.773	0.884
45.033	827.561	731.130	0.883
45.992	49.905	48.072	0.963
46.021	49.897	47.975	0.961
47.013	156.308	151.694	0.970
47.037	156.188	151.662	0.971
47.049	156.128	151.629	0.971
47.060	156.085	151.597	0.971
47.984	7.426	7.621	1.026
49.011	60.040	52.094	0.868
