m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	101.830	101.243	0.994
18.010	6327.934	6251.722	0.988
18.034	6335.023	6258.455	0.988
19.018	543613.062	542074.000	0.997
21.022	1625.426	1621.264	0.997
26.015	5.194	4.845	0.933
27.010	31.542	31.634	1.003
27.994	22.803	23.305	1.022
28.006	22.884	23.402	1.023
28.018	22.884	23.499	1.027
28.031	22.925	23.563	1.028
29.002	4064.316	4050.261	0.997
29.013	4064.391	4050.158	0.996
29.026	4064.468	4050.146	0.996
29.039	4063.702	4049.782	0.997
29.997	2922.766	2919.371	0.999
30.021	2922.516	2918.880	0.999
30.034	2921.914	2918.203	0.999
30.046	2920.716	2916.959	0.999
31.005	109.872	107.672	0.980
31.018	109.807	107.510	0.979
31.029	109.824	107.639	0.980
31.042	109.449	107.155	0.979
31.054	109.116	106.477	0.976
31.989	49751.133	50815.258	1.021
32.049	49692.664	50757.555	1.021
32.989	11500.846	11104.415	0.966
32.989	11500.650	11104.156	0.966
32.997	11502.900	11107.039	0.966
33.033	11501.464	11105.814	0.966
33.045	11499.534	11103.379	0.966
33.987	360.599	361.442	1.002
33.997	360.480	361.575	1.003
34.005	360.173	361.027	1.002
34.995	35.616	34.871	0.979
35.005	35.551	34.709	0.976
35.976	5.698	6.104	1.071
36.984	8720.393	8610.792	0.987
37.028	8721.194	8611.706	0.987
41.002	415.833	409.781	0.985
41.026	416.023	409.977	0.985
41.039	415.902	409.882	0.986
42.034	89.134	88.834	0.997
43.018	1259.990	1175.803	0.933
43.054	1255.562	1171.682	0.933
43.989	53.900	50.617	0.939
44.001	53.916	50.649	0.939
44.062	53.241	50.133	0.942
44.997	1440.262	1140.702	0.792
45.033	1439.685	1140.419	0.792
45.992	51.699	44.584	0.862
46.021	51.520	44.326	0.860
47.013	139.160	133.406	0.959
47.037	139.086	133.309	0.958
47.049	139.070	133.245	0.958
47.060	138.981	133.180	0.958
47.984	4.501	3.649	0.811
49.011	4.638	3.939	0.849
49.992	6.802	7.167	1.054
51.000	10.284	8.621	0.838
52.012	1.049	0.678	0.646
52.018	1.049	0.678	0.646
53.026	8.535	8.717	1.021
53.939	3.027	3.100	1.024
54.046	3.003	3.197	1.065
54.947	107.820	105.140	0.975
57.033	295.267	287.776	0.975
57.070	295.105	287.615	0.975
59.049	1701.802	1641.374	0.964
59.086	1700.531	1640.023	0.964
61.028	1955.824	1806.270	0.924
61.065	1954.507	1804.857	0.923
62.995	122.481	116.769	0.953
63.026	122.521	116.963	0.955
64.003	3.393	3.229	0.952
65.020	6.307	6.490	1.029
68.049	5.916	5.392	0.912
69.033	73.521	73.340	0.998
69.070	73.488	73.307	0.998
71.049	56.086	56.199	1.002
71.086	56.030	56.038	1.000
73.065	383.630	380.342	0.991
75.044	333.684	268.031	0.803
75.068	333.546	267.869	0.803
77.060	29.700	28.089	0.946
78.046	4.444	4.036	0.908
79.054	37.570	36.478	0.971
80.049	3.743	4.004	1.070
81.070	83.480	67.685	0.811
82.078	7.974	6.909	0.866
82.989	52.295	50.938	0.974
83.010	52.270	50.873	0.973
83.049	52.311	50.906	0.973
83.086	52.140	50.647	0.971
83.911	6.364	6.716	1.055
84.081	6.698	6.813	1.017
84.919	177.901	169.691	0.954
85.065	180.532	172.276	0.954
85.101	180.133	171.727	0.953
86.036	13.783	13.784	1.000
86.060	13.767	13.752	0.999
86.096	13.677	13.623	0.996
87.044	27.053	27.246	1.007
87.080	26.971	27.085	1.004
88.112	5.289	5.327	1.007
89.023	438.498	437.624	0.998
89.042	438.556	437.722	0.998
89.060	438.491	437.625	0.998
89.096	438.255	437.432	0.998
90.055	20.940	21.563	1.030
91.039	72.018	71.567	0.994
91.050	72.051	71.535	0.993
91.058	72.092	71.761	0.995
92.062	19.030	17.592	0.924
93.033	360.184	351.430	0.976
93.070	360.070	351.301	0.976
94.041	30.475	30.633	1.005
95.049	31.676	29.766	0.940
95.086	31.619	29.669	0.938
96.057	3.735	3.616	0.968
97.040	24.173	22.695	0.939
97.065	24.165	22.727	0.940
97.101	24.149	22.727	0.941
97.967	3.873	2.905	0.750
98.975	28.264	27.697	0.980
99.080	28.231	27.568	0.977
99.092	28.239	27.633	0.979
99.104	28.239	27.665	0.980
99.117	28.288	27.730	0.980
101.060	19.453	18.950	0.974
101.096	19.388	18.950	0.977
102.025	4.045	3.907	0.966
102.068	4.061	3.939	0.970
102.104	4.012	3.875	0.966
102.128	4.020	3.907	0.972
103.032	18.526	18.787	1.014
103.042	18.534	18.787	1.014
103.075	18.477	18.722	1.013
103.112	18.379	18.754	1.020
103.123	18.314	18.625	1.017
104.047	2.457	2.357	0.959
104.049	2.457	2.357	0.959
104.062	2.465	2.357	0.956
105.037	38.407	38.346	0.998
105.057	38.382	38.281	0.997
105.070	38.382	38.281	0.997
106.078	10.650	10.136	0.952
107.049	258.665	255.341	0.987
107.086	258.617	255.244	0.987
108.057	25.366	26.308	1.037
108.081	25.342	26.276	1.037
108.093	25.342	26.308	1.038
109.065	49.130	51.840	1.055
109.076	49.106	51.807	1.055
109.089	49.114	51.807	1.055
109.101	49.097	51.775	1.055
110.060	5.387	5.521	1.025
110.073	5.387	5.521	1.025
110.084	5.404	5.554	1.028
110.109	5.404	5.554	1.028
111.080	11.262	11.461	1.018
111.092	11.262	11.493	1.021
111.104	11.237	11.428	1.017
111.117	11.270	11.461	1.017
112.007	2.205	1.743	0.791
112.052	2.205	1.840	0.835
112.088	2.213	1.840	0.831
112.112	2.205	1.840	0.835
113.015	8.528	8.524	1.000
113.060	8.544	8.589	1.005
113.096	8.528	8.686	1.018
113.107	8.512	8.653	1.017
114.091	5.705	5.522	0.968
114.128	5.737	5.554	0.968
115.075	7.934	7.878	0.993
115.112	7.910	7.878	0.996
115.123	7.910	7.878	0.996
116.143	1.888	2.098	1.112
117.070	40.108	39.962	0.996
117.078	40.108	39.994	0.997
117.091	40.059	39.930	0.997
117.102	39.929	39.833	0.998
117.127	39.563	39.607	1.001
118.065	3.515	3.778	1.075
118.078	3.507	3.778	1.077
118.081	3.515	3.810	1.084
118.086	3.515	3.810	1.084
119.060	10.659	10.880	1.021
119.086	10.562	10.783	1.021
120.081	1.228	1.291	1.051
121.052	15.637	14.431	0.923
121.065	15.629	14.431	0.923
121.089	15.589	14.334	0.920
121.101	15.564	14.334	0.921
122.060	2.319	2.001	0.863
122.084	2.327	2.001	0.860
122.096	2.327	2.001	0.860
123.092	11.587	11.623	1.003
124.039	1.888	1.905	1.009
124.057	1.888	1.905	1.009
125.042	8.503	8.233	0.968
125.060	8.503	8.265	0.972
125.071	8.495	8.233	0.969
125.084	8.487	8.201	0.966
125.096	8.503	8.201	0.964
125.107	8.503	8.201	0.964
125.120	8.495	8.201	0.965
127.112	15.768	16.076	1.020
127.136	15.776	16.044	1.017
127.903	2.547	2.325	0.913
128.120	2.588	2.292	0.886
128.143	2.612	2.325	0.890
128.911	8.268	8.653	1.047
129.045	8.293	8.718	1.051
129.070	8.293	8.718	1.051
129.091	8.301	8.718	1.050
129.127	8.211	8.589	1.046
129.139	8.187	8.621	1.053
129.151	8.187	8.621	1.053
131.060	5.924	6.264	1.057
131.107	5.908	6.264	1.060
131.143	5.924	6.329	1.068
131.154	5.900	6.329	1.073
132.066	0.862	0.968	1.123
132.102	0.846	0.936	1.106
133.065	5.022	4.651	0.926
133.101	4.819	4.360	0.905
135.080	6.470	5.587	0.863
135.117	6.397	5.554	0.868
137.047	47.173	38.867	0.824
137.060	47.141	38.802	0.823
137.060	47.141	38.802	0.823
137.071	47.133	38.802	0.823
137.132	47.092	38.738	0.823
139.148	6.917	6.489	0.938
144.175	1.554	1.485	0.956
145.076	13.816	13.398	0.970
145.122	13.799	13.398	0.971
145.962	2.132	2.098	0.984
145.968	2.124	2.098	0.988
146.970	2.922	3.488	1.194
146.976	2.913	3.488	1.197
148.088	0.895	0.710	0.793
148.125	0.862	0.645	0.748
149.096	21.578	21.405	0.992
151.075	5.574	5.134	0.921
152.120	1.049	1.162	1.107
153.055	5.696	6.070	1.066
153.070	5.696	6.070	1.066
153.127	5.672	5.941	1.047
153.151	5.672	5.941	1.047
153.980	1.212	0.936	0.772
155.086	5.102	5.231	1.025
155.107	5.102	5.231	1.025
155.142	5.110	5.263	1.030
157.159	3.695	4.262	1.154
159.174	6.461	4.876	0.755
161.132	1.782	1.969	1.105
162.128	0.675	0.742	1.099
163.063	3.450	3.100	0.898
163.075	3.459	3.067	0.887
163.099	3.483	3.067	0.881
163.123	3.483	3.067	0.881
163.136	3.483	3.067	0.881
163.148	3.483	3.067	0.881
165.091	1.798	1.485	0.826
165.985	0.610	0.452	0.741
166.062	0.577	0.387	0.671
166.078	0.577	0.355	0.615
166.135	0.569	0.420	0.737
167.070	2.294	2.421	1.055
167.086	2.278	2.325	1.020
174.140	3.328	3.228	0.970
175.148	0.887	0.839	0.946
178.062	0.586	0.678	1.157
178.123	0.569	0.613	1.077
179.086	0.944	0.839	0.889
179.107	0.935	0.839	0.897
179.128	0.919	0.839	0.913
179.929	1.253	1.259	1.005
180.081	1.261	1.291	1.024
180.093	1.253	1.259	1.005
180.151	1.261	1.259	0.998
180.937	21.829	19.402	0.889
181.076	21.748	19.273	0.886
181.101	21.715	19.241	0.886
181.159	21.545	19.047	0.884
181.170	21.414	18.983	0.886
182.109	2.636	2.228	0.845
183.047	18.160	17.821	0.981
183.080	18.176	17.885	0.984
186.140	0.862	0.742	0.861
187.148	1.538	1.485	0.966
188.937	0.683	0.678	0.992
189.164	0.634	0.613	0.967
191.143	2.425	2.293	0.945
192.093	2.157	2.034	0.943
193.101	4.281	4.263	0.996
193.122	4.143	4.102	0.990
194.154	1.676	1.485	0.886
195.065	1.408	1.550	1.101
195.138	1.383	1.614	1.167
197.132	1.001	1.259	1.258
199.148	1.676	1.582	0.944
201.139	8.226	8.588	1.044
201.233	8.227	8.426	1.024
203.086	0.667	0.516	0.774
203.154	0.667	0.484	0.726
204.187	0.512	0.484	0.945
205.157	1.139	1.000	0.878
205.195	1.155	1.000	0.866
211.148	11.337	11.527	1.017
228.093	10.944	10.234	0.935
228.269	10.919	10.267	0.940
237.164	0.822	0.871	1.061
239.007	1.041	1.259	1.209
239.179	1.066	1.259	1.181
150.000	948.346	927.855	0.978
