m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	109.238	107.028	0.980
18.010	7451.257	7336.502	0.985
18.034	7466.189	7351.448	0.985
19.018	517306.687	516935.000	0.999
21.022	1985.981	1979.061	0.997
26.015	6.717	6.168	0.918
27.010	27.468	28.153	1.025
27.994	26.399	25.986	0.984
28.006	26.417	25.922	0.981
28.018	26.399	25.954	0.983
28.031	26.463	26.245	0.992
29.002	4704.353	4711.212	1.001
29.013	4704.894	4711.916	1.001
29.026	4704.752	4711.730	1.001
29.039	4703.862	4710.984	1.002
29.997	3538.282	3539.276	1.000
30.021	3538.093	3539.121	1.000
30.034	3537.659	3538.459	1.000
30.046	3535.688	3535.994	1.000
31.005	131.526	128.479	0.977
31.018	131.425	128.156	0.975
31.029	131.307	128.124	0.976
31.042	130.625	127.478	0.976
31.054	129.242	125.509	0.971
31.989	58757.004	59089.258	1.006
32.049	58696.355	59030.551	1.006
32.989	14669.841	14588.717	0.994
32.989	14669.586	14588.395	0.994
32.997	14682.860	14601.555	0.994
33.033	14688.741	14606.502	0.994
33.045	14686.964	14605.213	0.994
33.987	440.138	444.872	1.011
33.997	440.151	444.876	1.011
34.005	440.110	444.945	1.011
34.995	42.726	40.613	0.951
35.005	42.644	40.322	0.946
35.976	7.818	8.591	1.099
36.984	18236.992	18084.518	0.992
37.028	18244.910	18092.797	0.992
41.002	331.796	330.806	0.997
41.026	331.762	330.777	0.997
41.039	331.691	330.778	0.997
42.034	165.167	157.440	0.953
43.018	961.791	887.322	0.923
43.054	958.215	883.950	0.922
43.989	57.548	54.334	0.944
44.001	57.475	54.463	0.948
44.062	56.210	53.042	0.944
44.997	839.157	696.806	0.830
45.033	838.898	696.746	0.831
45.992	51.315	45.747	0.891
46.021	51.361	45.844	0.893
47.013	155.738	151.565	0.973
47.037	155.747	151.339	0.972
47.049	155.729	151.339	0.972
47.060	155.693	151.274	0.972
47.984	6.616	6.297	0.952
49.011	33.965	27.629	0.813
49.992	9.535	8.749	0.918
51.000	22.542	22.627	1.004
52.012	1.674	1.420	0.848
52.018	1.683	1.485	0.882
53.026	6.688	6.846	1.024
53.939	2.630	2.615	0.995
54.046	2.602	2.357	0.906
54.947	83.892	84.025	1.002
57.033	243.921	240.234	0.985
57.070	243.766	240.266	0.986
59.049	7184.494	6771.745	0.943
59.086	7181.018	6768.479	0.943
61.028	1068.151	947.383	0.887
61.065	1067.793	946.839	0.887
62.995	166.823	155.572	0.933
63.026	166.741	155.637	0.933
64.003	5.878	5.554	0.945
65.020	8.990	8.589	0.955
68.049	6.624	6.328	0.955
69.033	63.027	62.948	0.999
69.070	63.073	62.948	0.998
71.049	46.305	48.129	1.039
71.086	46.296	48.259	1.042
73.065	157.001	161.028	1.026
75.044	104.037	104.079	1.000
75.068	103.937	103.918	1.000
77.060	48.130	47.780	0.993
78.046	8.773	8.783	1.001
79.054	26.884	25.180	0.937
80.049	3.704	3.520	0.950
81.070	64.011	58.197	0.909
82.078	6.561	6.458	0.984
82.989	46.688	47.808	1.024
83.010	46.734	47.872	1.024
83.049	46.797	48.002	1.026
83.086	46.743	48.098	1.029
83.911	6.788	6.781	0.999
84.081	8.317	7.911	0.951
84.919	275.807	272.921	0.990
85.065	302.449	299.787	0.991
85.101	302.368	299.723	0.991
86.036	23.599	24.179	1.025
86.060	23.599	24.212	1.026
86.096	23.581	24.276	1.029
87.044	22.825	22.854	1.001
87.080	22.789	22.855	1.003
88.112	7.980	7.168	0.898
89.023	114.163	110.082	0.964
89.042	114.172	110.050	0.964
89.060	114.182	110.050	0.964
89.096	114.127	110.082	0.965
90.055	7.334	7.233	0.986
91.039	75.208	76.153	1.013
91.050	75.399	76.540	1.015
91.058	75.490	76.637	1.015
