m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
104.047	3.225	3.099	0.961
104.049	3.234	3.099	0.959
104.062	3.242	3.132	0.966
105.037	9.290	9.105	0.980
105.057	9.290	9.105	0.980
105.070	9.324	9.137	0.980
106.078	3.020	3.261	1.080
107.049	60.518	59.102	0.977
107.086	60.535	59.102	0.976
108.057	9.410	8.717	0.926
108.081	9.410	8.749	0.930
108.093	9.410	8.749	0.930
109.065	24.994	24.728	0.989
109.076	24.994	24.728	0.989
109.089	25.002	24.760	0.990
109.101	24.968	24.696	0.989
110.060	3.199	3.422	1.070
110.073	3.208	3.422	1.067
110.084	3.208	3.422	1.067
110.109	3.182	3.358	1.055
111.080	14.438	13.784	0.955
111.092	14.430	13.752	0.953
111.104	14.430	13.720	0.951
111.117	14.447	13.720	0.950
112.007	2.909	3.100	1.066
112.052	2.866	3.068	1.070
112.088	2.874	3.068	1.067
112.112	2.909	3.100	1.066
113.015	13.532	13.108	0.969
113.060	13.489	13.075	0.969
113.096	13.464	13.011	0.966
113.107	13.464	12.979	0.964
114.091	11.566	12.366	1.069
114.128	11.600	12.334	1.063
115.075	12.506	12.785	1.022
115.112	12.455	12.656	1.016
115.123	12.463	12.656	1.015
116.143	3.525	3.423	0.971
117.070	51.626	50.939	0.987
117.078	51.617	50.906	0.986
117.091	51.626	50.874	0.985
117.102	51.592	50.842	0.985
117.127	51.455	50.777	0.987
118.065	3.807	3.971	1.043
118.078	3.798	4.003	1.054
118.081	3.815	4.036	1.058
118.086	3.815	4.036	1.058
119.060	11.788	11.880	1.008
119.086	11.805	11.848	1.004
120.081	1.420	1.614	1.137
121.052	32.238	31.670	0.982
121.065	32.229	31.702	0.984
121.089	32.212	31.702	0.984
121.101	32.204	31.605	0.981
122.060	4.192	4.197	1.001
122.084	4.252	4.230	0.995
122.096	4.277	4.230	0.989
123.092	14.234	13.816	0.971
124.039	2.549	2.615	1.026
124.057	2.532	2.615	1.033
125.042	12.506	11.816	0.945
125.060	12.506	11.849	0.947
125.071	12.523	11.881	0.949
125.084	12.549	11.881	0.947
125.096	12.549	11.881	0.947
125.107	12.541	11.849	0.945
125.120	12.541	11.849	0.945
127.112	18.785	19.437	1.035
127.136	18.708	19.308	1.032
127.903	3.045	2.906	0.954
128.120	3.277	3.164	0.966
128.143	3.302	3.261	0.988
128.911	10.343	10.332	0.999
129.045	10.796	10.816	1.002
129.070	10.788	10.816	1.003
129.091	10.796	10.848	1.005
129.127	10.745	10.784	1.004
129.139	10.694	10.752	1.005
129.151	10.565	10.590	1.002
131.060	10.026	10.171	1.014
131.107	9.992	10.171	1.018
131.143	9.958	10.171	1.021
131.154	9.941	10.171	1.023
132.066	1.454	1.485	1.021
132.102	1.463	1.485	1.015
133.065	5.587	5.651	1.011
133.101	5.408	5.457	1.009
135.080	10.531	11.235	1.067
135.117	10.505	11.202	1.066
137.047	24.115	17.371	0.720
137.060	24.107	17.371	0.721
137.060	24.107	17.371	0.721
137.071	24.098	17.339	0.719
137.132	24.073	17.339	0.720
139.148	9.213	8.426	0.915
144.175	2.173	1.969	0.906
145.076	29.775	30.442	1.022
145.122	29.766	30.410	1.022
145.962	4.226	4.714	1.115
145.968	4.235	4.714	1.113
146.970	3.773	4.069	1.078
146.976	3.773	4.069	1.078
148.088	1.283	1.227	0.956
148.125	1.240	1.162	0.937
149.096	25.165	24.245	0.963
151.075	8.265	8.040	0.973
152.120	1.548	1.420	0.917
153.055	10.752	10.201	0.949
153.070	10.752	10.201	0.949
153.127	10.803	10.266	0.950
153.151	10.812	10.298	0.952
153.980	1.890	1.582	0.837
155.086	13.079	13.073	1.000
155.107	13.104	13.105	1.000
155.142	13.087	13.105	1.001
157.159	7.665	7.459	0.973
159.174	11.524	11.268	0.978
161.132	2.147	1.937	0.902
162.128	0.804	0.645	0.803
163.063	4.859	5.198	1.070
163.075	4.851	5.198	1.072
163.099	4.868	5.198	1.068
163.123	4.868	5.166	1.061
163.136	4.842	5.101	1.053
163.148	4.817	5.101	1.059
165.091	3.405	3.519	1.034
165.985	1.078	1.162	1.078
166.062	1.112	1.194	1.074
166.078	1.129	1.227	1.086
166.135	1.129	1.227	1.087
167.070	4.996	5.586	1.118
167.086	5.005	5.618	1.123
174.140	8.913	9.105	1.021
175.148	1.770	1.743	0.985
178.062	0.821	0.904	1.101
178.123	0.795	0.904	1.136
179.086	1.420	1.646	1.160
179.107	1.420	1.646	1.160
179.128	1.403	1.614	1.151
179.929	0.547	0.484	0.884
180.081	0.539	0.484	0.898
180.093	0.556	0.549	0.987
180.151	0.564	0.516	0.915
180.937	4.782	3.907	0.817
181.076	4.756	3.875	0.815
181.101	4.748	3.875	0.816
181.159	4.705	3.907	0.830
181.170	4.705	3.907	0.830
182.109	0.906	0.710	0.783
183.047	6.194	5.941	0.959
183.080	6.194	5.941	0.959
186.140	0.684	0.581	0.849
187.148	1.839	2.163	1.176
188.937	1.129	1.033	0.915
189.164	1.035	1.001	0.967
191.143	2.344	2.680	1.143
192.093	1.848	1.711	0.926
193.101	4.004	4.263	1.064
193.122	3.910	4.069	1.041
194.154	1.574	1.808	1.149
195.065	1.762	1.905	1.081
195.138	1.762	1.840	1.044
197.132	1.531	1.743	1.139
199.148	3.080	3.164	1.027
201.139	15.464	15.753	1.019
201.233	15.464	15.720	1.017
203.086	1.060	1.065	1.004
203.154	1.095	1.097	1.003
204.187	0.470	0.290	0.618
205.157	1.480	1.388	0.938
205.195	1.497	1.388	0.927
211.148	8.659	9.591	1.108
228.093	7.058	6.782	0.961
228.269	7.067	6.846	0.969
237.164	1.043	0.968	0.928
239.007	1.377	1.517	1.102
239.179	1.385	1.517	1.095
150.000	863.726	848.630	0.983
