m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	123.251	121.886	0.989
18.010	7680.105	7528.739	0.980
18.034	7692.098	7542.016	0.980
19.018	516939.656	516592.406	0.999
21.022	1969.399	1968.659	1.000
26.015	6.667	6.492	0.974
27.010	30.123	33.445	1.110
27.994	29.270	29.148	0.996
28.006	29.336	29.245	0.997
28.018	29.370	29.342	0.999
28.031	29.320	29.213	0.996
29.002	5003.043	4979.616	0.995
29.013	5003.427	4980.111	0.995
29.026	5003.384	4980.167	0.995
29.039	5002.426	4979.271	0.995
29.997	3654.726	3643.031	0.997
30.021	3654.575	3642.684	0.997
30.034	3653.784	3641.934	0.997
30.046	3651.864	3639.790	0.997
31.005	163.976	173.419	1.058
31.018	163.876	173.257	1.057
31.029	163.451	172.999	1.058
31.042	162.692	172.580	1.061
31.054	161.174	170.901	1.060
31.989	63824.902	63660.582	0.997
32.049	63755.160	63590.730	0.997
32.989	13824.521	16954.791	1.226
32.989	13824.153	16954.273	1.226
32.997	13832.070	16964.572	1.226
33.033	13834.561	16968.666	1.227
33.045	13832.856	16966.932	1.227
33.987	450.442	490.205	1.088
33.997	450.212	490.273	1.089
34.005	450.049	489.922	1.089
34.995	41.052	48.654	1.185
35.005	40.969	48.267	1.178
35.976	7.867	8.301	1.055
36.984	11149.616	11037.349	0.990
37.028	11152.531	11039.303	0.990
41.002	383.311	423.273	1.104
41.026	383.155	423.276	1.105
41.039	382.906	423.180	1.105
42.034	154.914	143.388	0.926
43.018	1088.731	1104.074	1.014
43.054	1083.473	1099.381	1.015
43.989	62.343	61.535	0.987
44.001	62.226	61.309	0.985
44.062	60.758	59.791	0.984
44.997	692.124	676.884	0.978
45.033	691.894	676.498	0.978
45.992	54.646	50.235	0.919
46.021	54.596	50.139	0.918
47.013	170.849	162.839	0.953
47.037	170.891	162.968	0.954
47.049	170.833	163.001	0.954
47.060	170.816	162.968	0.954
47.984	5.480	6.361	1.161
49.011	3.770	3.520	0.934
49.992	8.590	8.489	0.988
51.000	13.326	15.687	1.177
52.012	1.952	2.325	1.191
52.018	1.969	2.325	1.181
53.026	7.815	7.942	1.016
53.939	3.954	3.874	0.980
54.046	4.096	4.068	0.993
54.947	79.917	85.314	1.068
57.033	279.574	319.165	1.142
57.070	279.450	319.036	1.142
59.049	7974.104	7190.720	0.902
59.086	7969.111	7186.690	0.902
61.028	1390.685	1397.290	1.005
61.065	1389.941	1396.651	1.005
62.995	51.717	55.326	1.070
63.026	51.609	55.261	1.071
64.003	2.736	2.971	1.086
65.020	4.388	4.650	1.060
68.049	3.453	3.325	0.963
69.033	60.535	60.722	1.003
69.070	60.485	60.657	1.003
71.049	47.024	52.130	1.109
71.086	46.982	52.065	1.108
73.065	151.093	162.997	1.079
75.044	180.722	191.903	1.062
75.068	180.638	191.806	1.062
77.060	63.266	65.147	1.030
78.046	9.343	9.526	1.020
79.054	23.642	21.596	0.913
80.049	3.128	3.100	0.991
81.070	36.871	26.049	0.706
82.078	4.429	3.842	0.868
82.989	45.046	47.977	1.065
83.010	45.096	48.010	1.065
83.049	45.137	47.945	1.062
83.086	45.021	47.913	1.064
83.911	7.223	7.362	1.019
84.081	8.542	8.719	1.021
84.919	80.761	83.515	1.034
85.065	89.214	93.044	1.043
85.101	88.947	92.689	1.042
86.036	10.484	10.107	0.964
86.060	10.484	10.139	0.967
86.096	10.451	10.171	0.973
87.044	23.585	22.663	0.961
87.080	23.627	22.728	0.962
88.112	7.773	8.168	1.051
89.023	119.231	122.746	1.029
89.042	119.206	122.682	1.029
89.060	119.222	122.746	1.030
89.096	119.206	122.617	1.029
90.055	8.224	9.138	1.111
91.039	86.448	86.419	1.000
91.050	86.681	86.742	1.001
91.058	86.740	86.871	1.002
92.062	50.532	49.613	0.982
93.033	1196.816	1190.124	0.994
93.070	1196.770	1190.096	0.994
94.041	93.498	94.195	1.007
95.049	28.615	25.697	0.898
95.086	28.565	25.697	0.900
96.057	3.954	3.713	0.939
97.040	18.098	19.112	1.056
97.065	18.089	19.112	1.057
97.101	18.039	19.047	1.056
97.967	3.586	4.230	1.179
98.975	12.268	11.913	0.971
99.080	12.260	12.010	0.980
99.092	12.268	12.010	0.979
99.104	12.251	12.010	0.980
99.117	12.235	11.977	0.979
101.060	23.334	23.534	1.009
101.096	23.309	23.501	1.008
102.025	3.912	3.907	0.999
102.068	3.929	3.971	1.011
102.104	3.887	3.939	1.013
102.128	3.904	3.972	1.017
103.032	22.500	18.271	0.812
103.042	22.484	18.238	0.811
103.075	22.492	18.271	0.812
103.112	22.442	18.239	0.813
103.123	22.417	18.239	0.814
104.047	2.619	2.034	0.777
104.049	2.610	2.034	0.779
104.062	2.627	2.066	0.787
105.037	34.164	34.444	1.008
105.057	34.181	34.476	1.009
105.070	34.189	34.476	1.008
106.078	4.354	4.681	1.075
107.049	29.204	23.565	0.807
107.086	29.229	23.597	0.807
108.057	5.238	4.617	0.881
108.081	5.255	4.617	0.879
108.093	5.263	4.585	0.871
109.065	21.758	20.661	0.950
109.076	21.733	20.661	0.951
109.089	21.708	20.596	0.949
109.101	21.717	20.628	0.950
110.060	2.769	2.260	0.816
110.073	2.786	2.260	0.811
110.084	2.786	2.260	0.811
110.109	2.752	2.163	0.786
111.080	8.016	7.943	0.991
111.092	8.016	7.943	0.991
111.104	8.016	7.943	0.991
111.117	7.999	7.943	0.993
112.007	2.026	1.904	0.940
112.052	2.010	1.904	0.948
112.088	2.010	1.969	0.980
112.112	2.026	2.001	0.988
113.015	7.874	7.717	0.980
113.060	7.866	7.685	0.977
113.096	7.849	7.588	0.967
113.107	7.832	7.556	0.965
114.091	9.517	9.881	1.038
114.128	9.559	9.913	1.037
115.075	7.774	7.460	0.960
115.112	7.766	7.460	0.961
115.123	7.774	7.460	0.960
116.143	1.960	1.840	0.939
117.070	28.205	28.603	1.014
117.078	28.205	28.603	1.014
117.091	28.197	28.603	1.014
117.102	28.197	28.571	1.013
117.127	27.938	28.378	1.016
118.065	2.635	2.647	1.005
118.078	2.627	2.647	1.008
118.081	2.627	2.647	1.008
118.086	2.619	2.647	1.011
119.060	7.073	6.942	0.981
119.086	7.056	6.877	0.975
120.081	1.009	1.033	1.024
121.052	18.164	18.110	0.997
121.065	18.155	18.110	0.998
121.089	18.147	18.110	0.998
121.101	18.164	18.142	0.999
122.060	2.419	2.518	1.041
122.084	2.394	2.486	1.039
122.096	2.410	2.486	1.031
123.092	8.800	8.459	0.961
124.039	1.543	1.355	0.879
124.057	1.551	1.388	0.895
125.042	7.599	7.846	1.032
125.060	7.574	7.846	1.036
125.071	7.607	7.878	1.036
125.084	7.616	7.910	1.039
125.096	7.616	7.910	1.039
125.107	7.607	7.878	1.036
125.120	7.616	7.878	1.034
127.112	10.250	9.588	0.935
127.136	10.209	9.556	0.936
127.903	2.152	1.969	0.915
128.120	2.168	1.905	0.878
128.143	2.185	1.937	0.886
128.911	8.248	8.006	0.971
129.045	8.382	7.910	0.944
129.070	8.357	7.910	0.946
129.091	8.349	7.877	0.944
129.127	8.324	7.845	0.943
129.139	8.307	7.813	0.941
129.151	8.307	7.781	0.937
131.060	8.433	8.363	0.992
131.107	8.425	8.363	0.993
131.143	8.425	8.396	0.997
131.154	8.433	8.428	0.999
132.066	1.259	1.259	1.000
132.102	1.251	1.291	1.032
133.065	3.704	4.101	1.107
133.101	3.579	3.842	1.074
135.080	5.455	5.296	0.971
135.117	5.455	5.296	0.971
137.047	21.871	14.268	0.652
137.060	21.871	14.268	0.652
137.060	21.871	14.268	0.652
137.071	21.871	14.268	0.652
137.132	21.896	14.301	0.653
139.148	5.347	4.940	0.924
144.175	1.376	1.259	0.915
145.076	19.281	19.047	0.988
145.122	19.281	19.079	0.990
145.962	2.594	2.680	1.033
145.968	2.586	2.680	1.036
146.970	2.560	2.647	1.034
146.976	2.569	2.647	1.031
148.088	0.592	0.452	0.764
148.125	0.575	0.452	0.786
149.096	4.354	3.649	0.838
151.075	2.853	2.841	0.996
152.120	0.859	0.904	1.052
153.055	6.914	6.619	0.957
153.070	6.898	6.587	0.955
153.127	6.889	6.555	0.951
153.151	6.881	6.555	0.953
153.980	1.301	1.517	1.166
155.086	7.573	7.878	1.040
155.107	7.557	7.878	1.043
155.142	7.565	7.878	1.041
157.159	4.688	4.294	0.916
159.174	11.919	11.623	0.975
161.132	2.168	2.260	1.042
162.128	0.725	0.678	0.934
163.063	3.820	3.842	1.006
163.075	3.820	3.842	1.006
163.099	3.812	3.842	1.008
163.123	3.837	3.875	1.010
163.136	3.837	3.875	1.010
163.148	3.828	3.907	1.020
165.091	2.327	2.066	0.888
165.985	0.592	0.742	1.254
166.062	0.609	0.775	1.273
166.078	0.600	0.775	1.290
166.135	0.575	0.742	1.290
167.070	2.510	2.260	0.900
167.086	2.510	2.260	0.900
174.140	5.863	5.198	0.887
175.148	1.276	1.259	0.987
178.062	0.942	0.839	0.891
178.123	0.917	0.839	0.915
179.086	1.051	1.227	1.167
179.107	1.067	1.259	1.179
179.128	1.067	1.227	1.149
179.929	0.483	0.484	1.001
180.081	0.450	0.355	0.788
180.093	0.450	0.355	0.788
180.151	0.450	0.355	0.788
180.937	13.819	13.720	0.993
181.076	13.836	13.752	0.994
181.101	13.828	13.752	0.995
181.159	13.803	13.785	0.999
181.170	13.794	13.785	0.999
182.109	1.042	1.194	1.146
183.047	4.162	4.004	0.962
183.080	4.171	4.004	0.960
186.140	0.408	0.613	1.501
187.148	1.643	1.679	1.022
188.937	0.742	0.581	0.783
189.164	0.692	0.549	0.793
191.143	1.818	1.840	1.012
192.093	1.585	1.711	1.080
193.101	3.295	3.649	1.107
193.122	3.245	3.617	1.115
194.154	1.426	1.356	0.951
195.065	1.726	1.969	1.141
195.138	1.668	1.937	1.161
197.132	1.601	1.614	1.008
199.148	2.677	3.035	1.134
201.139	15.495	16.012	1.033
201.233	15.495	16.012	1.033
203.086	0.917	0.968	1.056
203.154	0.925	1.001	1.081
204.187	0.375	0.290	0.774
205.157	1.292	1.129	0.874
205.195	1.301	1.129	0.868
211.148	8.934	10.721	1.200
228.093	7.065	8.395	1.188
228.269	7.057	8.492	1.203
237.164	0.892	0.936	1.049
239.007	1.067	1.130	1.058
239.179	1.059	1.194	1.128
150.000	594.840	565.415	0.951
