m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	101.585	99.531	0.980
18.010	6387.777	6372.784	0.998
18.034	6394.741	6380.462	0.998
19.018	541500.562	541974.875	1.001
21.022	1627.682	1623.123	0.997
26.015	5.479	5.362	0.979
27.010	33.959	36.605	1.078
27.994	23.777	24.855	1.045
28.006	23.809	25.049	1.052
28.018	23.664	24.984	1.056
28.031	23.496	24.855	1.058
29.002	4104.320	4090.027	0.997
29.013	4104.330	4089.989	0.997
29.026	4104.222	4089.960	0.997
29.039	4103.669	4089.502	0.997
29.997	2945.846	2923.424	0.992
30.021	2945.405	2922.733	0.992
30.034	2944.623	2921.708	0.992
30.046	2943.501	2920.722	0.992
31.005	121.516	137.839	1.134
31.018	121.500	137.872	1.135
31.029	121.516	137.936	1.135
31.042	121.091	137.452	1.135
31.054	120.459	136.645	1.134
31.989	46530.035	44861.164	0.964
32.049	46475.652	44809.758	0.964
32.989	13360.492	15725.277	1.177
32.989	13360.316	15725.181	1.177
32.997	13363.156	15728.647	1.177
33.033	13362.803	15728.573	1.177
33.045	13361.141	15726.706	1.177
33.987	369.119	394.889	1.070
33.997	369.138	395.021	1.070
34.005	368.964	395.024	1.071
34.995	38.704	46.488	1.201
35.005	38.720	46.553	1.202
35.976	5.823	6.460	1.109
36.984	8129.389	8316.478	1.023
37.028	8129.784	8317.272	1.023
41.002	397.927	413.536	1.039
41.026	397.824	413.441	1.039
41.039	397.745	413.443	1.039
42.034	83.367	84.024	1.008
43.018	1022.330	1103.915	1.080
43.054	1018.779	1099.988	1.080
43.989	49.981	55.364	1.108
44.001	50.037	55.526	1.110
44.062	49.533	54.686	1.104
44.997	2304.320	2594.985	1.126
45.033	2303.337	2593.876	1.126
45.992	64.747	68.312	1.055
46.021	64.603	68.150	1.055
47.013	158.834	169.952	1.070
47.037	158.690	169.855	1.070
47.049	158.602	169.758	1.070
47.060	158.530	169.758	1.071
47.984	5.534	6.233	1.126
49.011	34.595	42.701	1.234
49.992	6.790	6.296	0.927
51.000	11.880	13.332	1.122
52.012	1.161	1.323	1.140
52.018	1.169	1.323	1.132
53.026	7.470	7.716	1.033
53.939	2.242	2.486	1.109
54.046	2.258	2.486	1.101
54.947	90.116	94.644	1.050
57.033	253.567	271.493	1.071
57.070	253.479	271.655	1.072
59.049	1775.023	1952.900	1.100
59.086	1773.692	1951.160	1.100
61.028	1690.683	1835.199	1.085
61.065	1689.593	1834.240	1.086
62.995	112.057	125.972	1.124
63.026	111.953	125.972	1.125
64.003	3.868	5.166	1.336
65.020	6.750	7.910	1.172
68.049	4.852	5.295	1.091
69.033	69.497	68.501	0.986
69.070	69.393	68.404	0.986
71.049	45.695	48.548	1.062
71.086	45.647	48.581	1.064
73.065	340.742	356.747	1.047
75.044	191.564	201.735	1.053
75.068	191.500	201.703	1.053
77.060	25.829	25.665	0.994
78.046	3.964	4.360	1.100
79.054	23.946	24.372	1.018
80.049	2.930	3.358	1.146
81.070	116.538	152.205	1.306
82.078	9.719	12.170	1.252
82.989	45.607	45.838	1.005
83.010	45.639	45.838	1.004
83.049	45.631	45.838	1.005
83.086	45.535	45.612	1.002
83.911	5.965	6.361	1.066
84.081	6.542	6.684	1.022
84.919	145.237	145.745	1.003
85.065	148.545	149.104	1.004
85.101	148.185	148.749	1.004
86.036	12.058	11.654	0.967
86.060	12.042	11.622	0.965
86.096	11.994	11.654	0.972
87.044	24.602	25.989	1.056
87.080	24.594	25.860	1.051
88.112	4.484	4.843	1.080
89.023	295.887	301.766	1.020
89.042	295.943	301.831	1.020
89.060	295.911	301.831	1.020
89.096	295.743	301.734	1.020
90.055	15.235	16.495	1.083
91.039	62.873	63.171	1.005
91.050	62.874	63.139	1.004
91.058	62.866	63.204	1.005
92.062	13.954	14.332	1.027
93.033	269.796	275.729	1.022
93.070	269.732	275.633	1.022
94.041	22.134	24.112	1.089
95.049	33.705	37.254	1.105
95.086	33.601	37.125	1.105
96.057	4.132	4.326	1.047
97.040	19.144	19.339	1.010
97.065	19.104	19.306	1.011
97.101	19.144	19.436	1.015
97.967	3.315	3.423	1.032
98.975	26.786	26.115	0.975
99.080	26.770	26.148	0.977
99.092	26.786	26.148	0.976
99.104	26.770	26.148	0.977
99.117	26.738	26.051	0.974
101.060	17.686	18.338	1.037
101.096	17.646	18.144	1.028
102.025	3.459	3.584	1.036
102.068	3.459	3.649	1.055
102.104	3.443	3.649	1.060
102.128	3.387	3.584	1.058
103.032	19.156	20.433	1.067
103.042	19.164	20.433	1.066
103.075	19.164	20.433	1.066
103.112	19.124	20.337	1.063
103.123	19.052	20.272	1.064
104.047	2.218	2.227	1.004
104.049	2.218	2.227	1.004
104.062	2.226	2.227	1.001
105.037	31.365	33.444	1.066
105.057	31.357	33.444	1.067
105.070	31.357	33.444	1.067
106.078	6.222	6.070	0.976
107.049	125.096	126.266	1.009
107.086	125.088	126.266	1.009
108.057	13.137	14.202	1.081
108.081	13.137	14.138	1.076
108.093	13.137	14.106	1.074
109.065	44.405	46.645	1.050
109.076	44.397	46.645	1.051
109.089	44.397	46.678	1.051
109.101	44.381	46.645	1.051
110.060	4.836	5.845	1.208
110.073	4.868	5.845	1.201
110.084	4.868	5.845	1.201
110.109	4.828	5.812	1.204
111.080	10.008	10.557	1.055
111.092	9.984	10.557	1.057
