m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	102.738	102.343	0.996
18.010	6313.162	6285.394	0.996
18.034	6319.400	6290.649	0.995
19.018	542761.937	540637.062	0.996
21.022	1608.806	1605.822	0.998
26.015	5.360	5.491	1.024
27.010	29.946	31.701	1.059
27.994	22.909	22.659	0.989
28.006	22.992	22.530	0.980
28.018	22.977	22.498	0.979
28.031	22.902	22.433	0.980
29.002	4065.176	4064.328	1.000
29.013	4065.260	4064.257	1.000
29.026	4064.978	4063.916	1.000
29.039	4064.383	4062.872	1.000
29.997	2908.106	2905.029	0.999
30.021	2907.660	2904.536	0.999
30.034	2906.788	2903.705	0.999
30.046	2905.846	2902.458	0.999
31.005	113.871	126.433	1.110
31.018	113.849	126.562	1.112
31.029	113.728	126.465	1.112
31.042	113.457	126.272	1.113
31.054	113.119	125.917	1.113
31.989	51219.930	51091.801	0.997
32.049	51159.285	51032.453	0.998
32.989	12101.271	13821.432	1.142
32.989	12101.067	13821.206	1.142
32.997	12102.725	13822.714	1.142
33.033	12102.081	13823.017	1.142
33.045	12100.432	13820.804	1.142
33.987	370.450	391.778	1.058
33.997	370.446	391.942	1.058
34.005	370.365	391.977	1.058
34.995	36.721	40.225	1.095
35.005	36.706	40.257	1.097
35.976	5.631	5.748	1.021
36.984	8021.490	8155.214	1.017
37.028	8021.770	8155.746	1.017
41.002	379.041	391.881	1.034
41.026	379.156	392.012	1.034
41.039	379.067	391.884	1.034
42.034	90.860	87.803	0.966
43.018	1443.980	1550.505	1.074
43.054	1438.821	1545.004	1.074
43.989	56.416	59.429	1.053
44.001	56.341	59.203	1.051
44.062	55.453	58.460	1.054
44.997	1073.820	1169.631	1.089
45.033	1073.215	1168.991	1.089
45.992	45.923	47.327	1.031
46.021	45.802	47.230	1.031
47.013	135.173	138.383	1.024
47.037	135.181	138.383	1.024
47.049	135.151	138.415	1.024
47.060	135.121	138.415	1.024
47.984	4.004	4.069	1.016
49.011	3.199	3.068	0.959
49.992	6.742	6.167	0.915
51.000	10.955	11.555	1.055
52.012	1.324	1.259	0.951
52.018	1.309	1.227	0.937
53.026	10.150	10.136	0.999
53.939	4.116	4.036	0.980
54.046	4.305	4.359	1.013
54.947	108.849	114.476	1.052
57.033	252.768	259.905	1.028
57.070	252.761	259.938	1.028
59.049	1718.543	1881.041	1.095
59.086	1717.080	1879.656	1.095
61.028	2130.787	2286.282	1.073
61.065	2129.577	2284.941	1.073
62.995	88.798	87.641	0.987
63.026	88.820	87.576	0.986
64.003	2.860	3.165	1.107
65.020	5.411	5.813	1.074
68.049	5.990	5.779	0.965
69.033	69.858	67.593	0.968
69.070	69.791	67.496	0.967
71.049	49.628	51.195	1.032
71.086	49.567	51.130	1.032
73.065	277.522	285.613	1.029
75.044	575.898	669.811	1.163
75.068	575.695	669.552	1.163
77.060	29.053	27.893	0.960
78.046	4.381	4.134	0.944
79.054	40.620	37.346	0.919
80.049	4.440	4.101	0.924
81.070	158.417	71.013	0.448
82.078	13.024	7.232	0.555
82.989	52.916	51.680	0.977
83.010	52.954	51.745	0.977
83.049	52.954	51.713	0.977
83.086	52.698	51.616	0.979
83.911	6.713	6.619	0.986
84.081	6.954	6.845	0.984
84.919	173.114	173.149	1.000
85.065	175.614	175.831	1.001
85.101	175.072	175.282	1.001
86.036	12.994	12.815	0.986
86.060	13.002	12.783	0.983
86.096	12.866	12.718	0.988
87.044	23.844	24.564	1.030
87.080	23.814	24.532	1.030
88.112	4.742	4.585	0.967
89.023	445.073	460.138	1.034
89.042	445.005	460.138	1.034
89.060	444.976	460.171	1.034
89.096	444.916	460.042	1.034
90.055	21.533	21.370	0.992
91.039	70.862	69.858	0.986
91.050	70.825	69.761	0.985
91.058	70.772	69.697	0.985
92.062	18.584	17.753	0.955
93.033	327.842	316.797	0.966
93.070	327.798	316.830	0.967
94.041	27.122	25.145	0.927
95.049	41.035	27.376	0.667
95.086	41.035	27.279	0.665
96.057	5.140	4.327	0.842
97.040	26.200	28.312	1.081
97.065	26.238	28.377	1.082
97.101	26.215	28.345	1.081
97.967	4.982	5.359	1.076
98.975	22.248	22.950	1.032
99.080	22.294	22.983	1.031
99.092	22.294	22.983	1.031
99.104	22.271	23.015	1.033
99.117	22.249	22.983	1.033
101.060	16.953	16.949	1.000
101.096	16.878	16.852	0.998
102.025	3.635	3.746	1.030
102.068	3.665	3.778	1.031
102.104	3.650	3.810	1.044
102.128	3.657	3.810	1.042
103.032	19.126	16.916	0.884
103.042	19.134	16.916	0.884
103.075	19.141	16.949	0.885
103.112	19.021	16.820	0.884
103.123	18.923	16.723	0.884
104.047	2.649	2.712	1.024
104.049	2.641	2.680	1.015
104.062	2.649	2.680	1.012
105.037	35.986	37.380	1.039
105.057	35.979	37.380	1.039
105.070	35.986	37.380	1.039
106.078	9.827	10.233	1.041
107.049	224.752	227.938	1.014
107.086	224.752	228.035	1.015
108.057	22.752	23.469	1.032
108.081	22.775	23.501	1.032
108.093	22.797	23.501	1.031
109.065	47.799	47.485	0.993
109.076	47.829	47.517	0.993
109.089	47.791	47.549	0.995
109.101	47.799	47.549	0.995
110.060	5.140	5.069	0.986
110.073	5.147	5.069	0.985
110.084	5.155	5.069	0.983
110.109	5.125	5.037	0.983
111.080	11.423	11.300	0.989
111.092	11.423	11.268	0.986
111.104	11.423	11.268	0.986
111.117	11.386	11.203	0.984
112.007	3.289	2.938	0.893
112.052	3.304	2.906	0.880
112.088	3.311	2.938	0.887
112.112	3.304	2.938	0.889
113.015	8.828	8.589	0.973
113.060	8.820	8.621	0.977
113.096	8.805	8.621	0.979
113.107	8.805	8.621	0.979
114.091	5.479	4.908	0.896
114.128	5.486	4.908	0.895
115.075	9.158	8.750	0.955
115.112	9.143	8.815	0.964
115.123	9.136	8.783	0.961
116.143	1.956	2.551	1.304
117.070	27.449	27.859	1.015
117.078	27.426	27.827	1.015
117.091	27.336	27.730	1.014
117.102	27.200	27.730	1.019
117.127	26.794	27.311	1.019
118.065	2.400	2.195	0.915
118.078	2.393	2.195	0.917
118.081	2.393	2.195	0.917
118.086	2.393	2.195	0.917
119.060	9.686	8.558	0.884
119.086	9.655	8.558	0.886
120.081	1.219	0.968	0.794
121.052	16.208	15.560	0.960
121.065	16.193	15.560	0.961
121.089	16.170	15.527	0.960
121.101	16.155	15.560	0.963
122.060	2.415	1.872	0.775
122.084	2.423	1.905	0.786
122.096	2.446	1.905	0.779
123.092	11.423	11.396	0.998
124.039	2.047	2.551	1.246
124.057	2.039	2.551	1.251
125.042	8.677	9.685	1.116
125.060	8.684	9.717	1.119
125.071	8.692	9.717	1.118
125.084	8.677	9.717	1.120
125.096	8.654	9.685	1.119
125.107	8.654	9.685	1.119
125.120	8.647	9.621	1.113
127.112	15.651	16.463	1.052
127.136	15.628	16.463	1.053
127.903	2.333	2.357	1.010
128.120	2.370	2.486	1.049
128.143	2.378	2.486	1.045
128.911	8.384	8.427	1.005
129.045	8.444	8.362	0.990
