m/z	Average [Raw Data]	Range [Raw Data]	Ratio [Range/Average]
17.026	110.076	108.575	0.986
18.010	7530.730	7490.732	0.995
18.034	7545.551	7504.504	0.995
19.018	515504.219	514187.531	0.997
21.022	2035.481	2058.759	1.011
26.015	8.018	7.945	0.991
27.010	34.835	36.899	1.059
27.994	29.410	28.311	0.963
28.006	29.584	28.796	0.973
28.018	29.684	28.925	0.974
28.031	29.659	28.860	0.973
29.002	4672.135	4675.578	1.001
29.013	4672.771	4676.106	1.001
29.026	4672.844	4676.191	1.001
29.039	4672.095	4675.385	1.001
29.997	3481.552	3465.471	0.995
30.021	3481.362	3465.419	0.995
30.034	3480.528	3464.209	0.995
30.046	3478.682	3462.095	0.995
31.005	115.130	111.811	0.971
31.018	115.155	112.005	0.973
31.029	114.873	111.973	0.975
31.042	114.493	111.230	0.972
31.054	113.385	110.359	0.973
31.989	49441.336	47763.898	0.966
32.049	49383.875	47709.961	0.966
32.989	15321.417	15622.131	1.020
32.989	15321.136	15621.937	1.020
32.997	15334.418	15635.307	1.020
33.033	15339.411	15640.428	1.020
33.045	15338.124	15639.090	1.020
33.987	407.323	403.709	0.991
33.997	407.253	403.681	0.991
34.005	407.365	403.879	0.991
34.995	44.218	43.842	0.991
35.005	44.110	43.648	0.990
35.976	7.836	7.783	0.993
36.984	24902.949	26505.627	1.064
37.028	24913.221	26517.141	1.064
41.002	462.937	483.515	1.044
41.026	463.024	483.519	1.044
41.039	462.860	483.456	1.044
42.034	138.445	140.061	1.012
43.018	1633.150	1838.777	1.126
43.054	1628.282	1832.616	1.125
43.989	75.343	83.619	1.110
44.001	75.277	83.587	1.110
44.062	73.912	82.392	1.115
44.997	3030.148	3522.191	1.162
45.033	3029.009	3521.170	1.162
45.992	79.123	85.134	1.076
46.021	78.974	85.167	1.078
47.013	187.584	193.911	1.034
47.037	187.642	193.976	1.034
47.049	187.584	193.879	1.034
47.060	187.592	194.008	1.034
47.984	9.869	10.526	1.067
49.011	18.085	20.528	1.135
49.992	8.280	7.813	0.944
51.000	28.398	30.569	1.076
52.012	1.869	1.873	1.002
52.018	1.886	1.969	1.044
53.026	7.271	7.264	0.999
53.939	3.085	3.294	1.067
54.046	3.144	3.391	1.079
54.947	105.759	108.795	1.029
57.033	449.756	479.057	1.065
57.070	449.649	478.897	1.065
59.049	5693.002	5463.737	0.960
59.086	5689.914	5461.093	0.960
61.028	2038.909	2344.631	1.150
61.065	2038.007	2343.882	1.150
62.995	352.289	403.098	1.144
63.026	352.066	402.872	1.144
64.003	11.538	12.686	1.100
65.020	17.508	18.948	1.082
68.049	7.345	7.426	1.011
69.033	72.797	72.989	1.003
69.070	72.847	73.054	1.003
71.049	72.687	77.765	1.070
71.086	72.654	77.765	1.070
73.065	263.012	265.376	1.009
75.044	481.241	617.418	1.283
75.068	481.052	617.419	1.283
77.060	45.079	44.943	0.997
78.046	7.595	7.491	0.986
79.054	28.378	26.277	0.926
80.049	3.979	3.455	0.868
81.070	64.784	63.526	0.981
82.078	6.469	6.263	0.968
82.989	57.871	59.628	1.030
83.010	57.945	59.725	1.031
83.049	58.003	59.790	1.031
83.086	57.937	59.660	1.030
83.911	6.816	7.296	1.071
84.081	8.719	9.234	1.059
84.919	343.025	344.427	1.004
85.065	375.775	378.653	1.008
85.101	375.568	378.362	1.007
86.036	27.657	28.731	1.039
86.060	27.615	28.666	1.038
86.096	27.599	28.666	1.039
87.044	30.544	32.605	1.067
87.080	30.544	32.605	1.067
88.112	10.447	11.364	1.088
89.023	221.714	262.552	1.184
89.042	221.714	262.520	1.184
89.060	221.705	262.520	1.184
89.096	221.614	262.456	1.184
90.055	12.025	13.395	1.114
91.039	79.693	81.577	1.024
91.050	79.809	81.545	1.022
91.058	79.834	81.577	1.022
92.062	34.387	33.894	0.986
93.033	804.511	806.491	1.002
93.070	804.488	806.298	1.002
94.041	64.105	63.103	0.984
95.049	45.697	47.554	1.041
95.086	45.689	47.554	1.041
96.057	4.905	4.488	0.915
97.040	24.566	24.051	0.979
97.065	24.549	24.051	0.980
97.101	24.599	24.083	0.979
97.967	4.442	4.423	0.996
98.975	40.483	41.771	1.032
99.080	40.657	41.901	1.031
99.092	40.674	41.869	1.029
99.104	40.698	41.965	1.031
99.117	40.690	41.965	1.031
101.060	27.443	27.667	1.008
101.096	27.418	27.603	1.007
102.025	4.244	4.391	1.035
102.068	4.211	4.327	1.028
102.104	4.244	4.359	1.027
102.128	4.244	4.424	1.042
103.032	31.304	28.376	0.906
103.042	31.312	28.408	0.907
103.075	31.304	28.344	0.905
103.112	31.263	28.408	0.909
103.123	31.222	28.408	0.910
104.047	3.880	4.004	1.032
104.049	3.871	4.004	1.034
104.062	3.888	4.036	1.038
105.037	240.014	246.413	1.027
105.057	240.030	246.445	1.027
105.070	239.956	246.381	1.027
106.078	23.445	23.984	1.023
107.049	63.778	60.459	0.948
107.086	63.778	60.523	0.949
108.057	8.231	7.749	0.941
108.081	8.248	7.846	0.951
108.093	8.281	7.879	0.951
109.065	26.252	25.761	0.981
109.076	26.268	25.826	0.983
109.089	26.260	25.826	0.983
109.101	26.269	25.794	0.982
110.060	3.367	3.487	1.036
110.073	3.359	3.487	1.038
110.084	3.350	3.520	1.051
110.109	3.367	3.520	1.045
111.080	12.506	12.365	0.989
111.092	12.498	12.365	0.989
111.104	12.498	12.365	0.989
111.117	12.473	12.269	0.984
112.007	2.382	2.324	0.976
112.052	2.365	2.292	0.969
112.088	2.415	2.324	0.962
112.112	2.390	2.292	0.959
113.015	12.316	13.752	1.117
113.060	12.292	13.752	1.119
113.096	12.292	13.784	1.121
113.107	12.283	13.784	1.122
114.091	10.307	9.783	0.949
114.128	10.307	9.718	0.943
115.075	11.523	11.527	1.000
115.112	11.482	11.527	1.004
115.123	11.490	11.527	1.003
116.143	2.771	2.970	1.072
117.070	47.281	46.191	0.977
117.078	47.281	46.191	0.977
117.091	47.273	46.224	0.978
117.102	47.240	46.256	0.979
117.127	47.207	46.288	0.981
118.065	3.756	3.746	0.997
118.078	3.756	3.746	0.997
118.081	3.772	3.746	0.993
118.086	3.772	3.746	0.993
119.060	10.547	11.333	1.075
119.086	10.572	11.365	1.075
120.081	1.662	1.873	1.126
121.052	30.511	30.023	0.984
121.065	30.511	30.055	0.985
121.089	30.503	30.088	0.986
121.101	30.503	30.055	0.985
122.060	4.036	4.100	1.016
122.084	4.045	4.068	1.006
122.096	4.053	4.068	1.004
123.092	10.373	10.138	0.977
124.039	2.117	2.034	0.960
124.057	2.109	2.034	0.964
125.042	9.538	9.397	0.985
125.060	9.587	9.429	0.983
125.071	9.587	9.429	0.983
125.084	9.563	9.364	0.979
125.096	9.579	9.397	0.981
125.107	9.554	9.364	0.980
125.120	9.530	9.364	0.983
127.112	16.030	15.754	0.983
127.136	16.013	15.754	0.984
127.903	2.721	2.712	0.997
128.120	2.903	2.971	1.023
128.143	2.879	2.971	1.032
128.911	10.504	10.428	0.993
129.045	10.835	10.687	0.986
129.070	10.811	10.687	0.989
129.091	10.802	10.654	0.986
129.127	10.744	10.590	0.986
129.139	10.744	10.558	0.983
129.151	10.703	10.558	0.986
131.060	11.126	11.203	1.007
131.107	11.084	11.106	1.002
131.143	11.076	11.139	1.006
131.154	11.076	11.139	1.006
132.066	1.480	1.227	0.829
132.102	1.480	1.130	0.763
133.065	7.116	7.687	1.080
133.101	6.744	7.396	1.097
135.080	8.818	8.427	0.956
135.117	8.727	8.330	0.955
137.047	38.509	36.545	0.949
137.060	38.517	36.577	0.950
137.060	38.517	36.577	0.950
137.071	38.517	36.577	0.950
137.132	38.625	36.642	0.949
139.148	8.330	8.394	1.008
144.175	2.026	2.099	1.036
145.076	30.328	29.150	0.961
145.122	30.287	29.150	0.962
145.962	3.863	4.230	1.095
145.968	3.863	4.230	1.095
146.970	4.881	5.004	1.025
146.976	4.898	5.004	1.022
148.088	1.108	1.194	1.078
148.125	1.075	1.130	1.051
149.096	39.253	38.996	0.993
151.075	10.547	10.494	0.995
152.120	1.927	1.905	0.988
153.055	8.189	8.104	0.990
153.070	8.197	8.136	0.993
153.127	8.206	8.104	0.988
153.151	8.214	8.104	0.987
153.980	1.596	1.614	1.011
155.086	11.092	11.138	1.004
155.107	11.075	11.138	1.006
155.142	11.100	11.171	1.006
157.159	6.477	6.295	0.972
159.174	19.116	21.633	1.132
161.132	2.523	2.615	1.037
162.128	0.934	1.033	1.105
163.063	4.905	5.328	1.086
163.075	4.889	5.295	1.083
163.099	4.872	5.263	1.080
163.123	4.872	5.263	1.080
163.136	4.872	5.263	1.080
163.148	4.889	5.263	1.077
165.091	2.755	3.067	1.114
165.985	0.926	1.033	1.115
166.062	0.926	1.097	1.185
166.078	0.934	1.097	1.175
166.135	0.951	1.162	1.222
167.070	4.078	4.165	1.021
167.086	4.095	4.165	1.017
174.140	5.286	4.972	0.941
175.148	1.398	1.194	0.855
178.062	1.323	1.065	0.805
178.123	1.315	1.130	0.859
179.086	1.447	1.550	1.071
179.107	1.422	1.517	1.067
179.128	1.389	1.485	1.069
179.929	0.703	0.516	0.734
180.081	0.769	0.613	0.797
180.093	0.777	0.613	0.789
180.151	0.769	0.613	0.797
180.937	19.553	22.695	1.161
181.076	19.536	22.760	1.165
181.101	19.528	22.760	1.165
181.159	19.470	22.695	1.166
181.170	19.445	22.663	1.165
182.109	1.546	1.678	1.085
183.047	5.452	5.393	0.989
183.080	5.427	5.296	0.976
186.140	0.860	0.871	1.013
187.148	1.894	1.646	0.869
188.937	1.191	1.388	1.166
189.164	1.059	1.162	1.098
191.143	3.972	4.748	1.195
192.093	2.697	2.680	0.994
193.101	5.321	5.523	1.038
193.122	5.196	5.426	1.044
194.154	2.341	2.099	0.896
195.065	2.266	2.486	1.097
195.138	2.217	2.422	1.092
197.132	1.472	1.582	1.075
199.148	3.176	3.390	1.067
201.139	12.440	12.752	1.025
201.233	12.440	12.784	1.028
203.086	1.298	1.097	0.845
203.154	1.298	1.162	0.895
204.187	0.570	0.516	0.905
205.157	1.530	1.259	0.823
205.195	1.530	1.291	0.844
211.148	13.484	14.336	1.063
228.093	13.672	15.528	1.136
228.269	13.788	15.625	1.133
237.164	1.282	1.227	0.957
239.007	1.423	1.420	0.998
239.179	1.389	1.388	0.999
150.000	1105.957	1111.362	1.005
